,coef,std
total_firms,-18.45329649233209,214.93169376019821
job_creation_rate,-5.840539790353994,70.41875771265583
job_destruction_rate,-5.161028131730453,52.9213064298055
startup_firms,16.23869577444005,182.467974262087
ar.L1,0.5328592748392456,0.17944017819382765
sigma2,0.01832892747083193,0.021683379841360803
