datetime,zip,zri
2019-01-01,01013,-20.581665966201626
2019-02-01,01013,27.96679181539298
2019-03-01,01013,9.167894442088482
2019-04-01,01013,-1.7838547688438666
2019-05-01,01013,-26.99992030239696
2019-06-01,01013,-47.18147347228387
2019-07-01,01013,-49.68537492735936
2019-08-01,01013,-73.39943630769221
2019-09-01,01013,-61.744410791973905
2019-10-01,01013,-88.30800302444118
2019-11-01,01013,-63.12710766056466
2019-12-01,01013,-67.20872599769473
2019-01-01,01020,8.073010803515672
2019-02-01,01020,35.09693361791187
2019-03-01,01020,30.096734997929616
2019-04-01,01020,-17.12341744378682
2019-05-01,01020,-1.939411078284138
2019-06-01,01020,-10.4048565706521
2019-07-01,01020,-18.359012175161297
2019-08-01,01020,-50.88126693021536
2019-09-01,01020,-66.94782831230737
2019-10-01,01020,-97.68228226477527
2019-11-01,01020,-70.30921626026634
2019-12-01,01020,-60.67050738768103
2019-01-01,01040,-43.51490965896596
2019-02-01,01040,-16.551972514690306
2019-03-01,01040,-30.388738321668598
2019-04-01,01040,-7.957531248755913
2019-05-01,01040,-40.125989591728285
2019-06-01,01040,-50.228574618861785
2019-07-01,01040,-57.586797326868464
2019-08-01,01040,-64.47580038612568
2019-09-01,01040,-45.16939082382714
2019-10-01,01040,-85.97630741024159
2019-11-01,01040,-50.68676985152206
2019-12-01,01040,-58.56449985364134
2019-01-01,01085,-44.776261264345976
2019-02-01,01085,-68.11056795508716
2019-03-01,01085,-75.20856092159352
2019-04-01,01085,-39.501353685932145
2019-05-01,01085,-37.70395064594959
2019-06-01,01085,-40.686565791180556
2019-07-01,01085,-64.19334309626015
2019-08-01,01085,-50.844960231431514
2019-09-01,01085,-26.778003804779246
2019-10-01,01085,-24.076754904561312
2019-11-01,01085,-41.36741435731187
2019-12-01,01085,-105.92972347037562
2019-01-01,01104,-9.933728708648005
2019-02-01,01104,5.646918343610196
2019-03-01,01104,-0.9370618038412886
2019-04-01,01104,4.875954047020969
2019-05-01,01104,-20.242802061923612
2019-06-01,01104,-22.241013161738238
2019-07-01,01104,-42.8478743165349
2019-08-01,01104,-22.418817274391586
2019-09-01,01104,3.898507629484129
2019-10-01,01104,-56.23121644474577
2019-11-01,01104,-71.81767167392286
2019-12-01,01104,-81.88580798480689
2019-01-01,01108,-29.326471572702758
2019-02-01,01108,-25.627035481951225
2019-03-01,01108,-27.80550781140505
2019-04-01,01108,-11.460874122331461
2019-05-01,01108,-18.773100884021233
2019-06-01,01108,-24.07026624733635
2019-07-01,01108,-25.949474562080013
2019-08-01,01108,-27.350690212759673
2019-09-01,01108,-3.936663376482784
2019-10-01,01108,-55.3736607004937
2019-11-01,01108,-62.449067768394116
2019-12-01,01108,-69.06302651197075
2019-01-01,01109,-34.599785052658945
2019-02-01,01109,-57.162164006233525
2019-03-01,01109,-44.68951870101296
2019-04-01,01109,-21.093216964062776
2019-05-01,01109,-28.744693597775722
2019-06-01,01109,-31.4320655222773
2019-07-01,01109,-45.68695764251129
2019-08-01,01109,-9.537705260239363
2019-09-01,01109,4.3388073622541015
2019-10-01,01109,-26.035551007896856
2019-11-01,01109,-48.69445422435956
2019-12-01,01109,-78.44950640690672
2019-01-01,01420,-8.256528581273415
2019-02-01,01420,-15.325025355062735
2019-03-01,01420,-45.50974320060618
2019-04-01,01420,-126.49375616309067
2019-05-01,01420,-41.54999761443423
2019-06-01,01420,-83.68102935069192
2019-07-01,01420,-68.862444682464
2019-08-01,01420,-109.72096316762486
2019-09-01,01420,-76.49417171925325
2019-10-01,01420,-52.069924271085256
2019-11-01,01420,-52.93012705752085
2019-12-01,01420,-40.01918419612002
2019-01-01,01440,-69.39404760502794
2019-02-01,01440,-54.643765341411836
2019-03-01,01440,-25.838591396326365
2019-04-01,01440,-70.02086834304305
2019-05-01,01440,11.349058659530783
2019-06-01,01440,15.996723302338069
2019-07-01,01440,-33.59573663539504
2019-08-01,01440,-5.935455112856971
2019-09-01,01440,-2.7080223178600136
2019-10-01,01440,76.38390983098361
2019-11-01,01440,-0.6917763368319356
2019-12-01,01440,-29.816582466664613
2019-01-01,01453,-5.6336659382175185
2019-02-01,01453,9.551928482557969
2019-03-01,01453,7.135132669655832
2019-04-01,01453,14.264661362179595
2019-05-01,01453,15.506024874785453
2019-06-01,01453,-3.9696740257688816
2019-07-01,01453,2.2351980225851094
2019-08-01,01453,-4.432378021895602
2019-09-01,01453,13.602523461792316
2019-10-01,01453,38.756394367135954
2019-11-01,01453,46.29777238223846
2019-12-01,01453,37.22733556754565
2019-01-01,01545,64.5684241768513
2019-02-01,01545,44.75035934413927
2019-03-01,01545,-11.326766792099079
2019-04-01,01545,-63.46994048803208
2019-05-01,01545,-61.41369533270654
2019-06-01,01545,-99.87560395165406
2019-07-01,01545,-86.70381496823961
2019-08-01,01545,-96.0639157363471
2019-09-01,01545,-29.647695676166222
2019-10-01,01545,-27.34072393533893
2019-11-01,01545,-20.79414671043378
2019-12-01,01545,-39.232165217441434
2019-01-01,01550,-8.600153696018197
2019-02-01,01550,-12.06844201360991
2019-03-01,01550,-23.333125947491453
2019-04-01,01550,-3.308463989524398
2019-05-01,01550,17.431791662252863
2019-06-01,01550,38.453208160692384
2019-07-01,01550,70.70714017752789
2019-08-01,01550,147.51684592712604
2019-09-01,01550,152.51451772876953
2019-10-01,01550,138.7569666064794
2019-11-01,01550,132.35830097076632
2019-12-01,01550,62.58655428065299
2019-01-01,01602,-28.729658807463693
2019-02-01,01602,-10.72269757361937
2019-03-01,01602,-7.8964648316416515
2019-04-01,01602,-25.631341898465962
