,coef,std
bs_total_stations,-0.003157587865763858,0.12543269541616694
bs_total_systems,2.9383373696459356e-05,0.05571849717967041
has_bike_sharing,-4.8357832480862414e-05,0.05812547804404491
ar.L1,0.6403493666942909,0.13374046603985165
sigma2,0.019311593150519696,0.022017583066787916
