datetime,zip,zri
2019-01-01,01013,-0.7512644079179154
2019-02-01,01013,-0.8020534574557132
2019-03-01,01013,2.2896087321114464
2019-04-01,01013,7.307717512498357
2019-05-01,01013,9.822218614217036
2019-06-01,01013,10.801409281657925
2019-07-01,01013,11.328758833510392
2019-08-01,01013,9.540480665084715
2019-09-01,01013,9.253855148243929
2019-10-01,01013,4.2373286323961565
2019-11-01,01013,2.2809023245977187
2019-12-01,01013,3.824778392297958
2019-01-01,01020,-0.7663629185944956
2019-02-01,01020,1.216867208092708
2019-03-01,01020,6.987657019582002
2019-04-01,01020,11.051952493898852
2019-05-01,01020,14.345566139627863
2019-06-01,01020,7.859390019653574
2019-07-01,01020,2.394645724451493
2019-08-01,01020,2.2219610911586187
2019-09-01,01020,1.7893105416642356
2019-10-01,01020,-0.8878740687355275
2019-11-01,01020,-1.5790445335135246
2019-12-01,01020,0.2542708026694527
2019-01-01,01040,-3.1032034870104326
2019-02-01,01040,-2.947179583654588
2019-03-01,01040,-3.5404287638118603
2019-04-01,01040,-7.4747689016026015
2019-05-01,01040,-10.453113322893387
2019-06-01,01040,-7.334075220802788
2019-07-01,01040,-6.677566706455764
2019-08-01,01040,-6.792586986335891
2019-09-01,01040,-5.325301396426994
2019-10-01,01040,-1.2624111522147814
2019-11-01,01040,1.86987779418655
2019-12-01,01040,7.365606403012407
2019-01-01,01085,-3.5017089446403133
2019-02-01,01085,-14.034384025271493
2019-03-01,01085,-23.142593347583443
2019-04-01,01085,-36.36825805399576
2019-05-01,01085,-45.11560271753365
2019-06-01,01085,-41.23268432397663
2019-07-01,01085,-40.88993801112156
2019-08-01,01085,-34.43898237595431
2019-09-01,01085,-30.469471129438716
2019-10-01,01085,-18.221689200471474
2019-11-01,01085,-11.055189451538581
2019-12-01,01085,-16.404995499035294
2019-01-01,01104,4.176188393714256
2019-02-01,01104,7.187838724928952
2019-03-01,01104,11.46031348215638
2019-04-01,01104,14.096550860770094
2019-05-01,01104,17.195403359325837
2019-06-01,01104,18.070425273921956
2019-07-01,01104,20.599942139963787
2019-08-01,01104,18.668886734472835
2019-09-01,01104,17.359114755572136
2019-10-01,01104,6.202185917712995
2019-11-01,01104,1.6673225824536075
2019-12-01,01104,0.6100283191594826
2019-01-01,01108,0.47274323644614924
2019-02-01,01108,2.7228683429414104
2019-03-01,01108,9.776668622785792
2019-04-01,01108,11.291940026090515
2019-05-01,01108,10.999330434903413
2019-06-01,01108,9.990743433252192
2019-07-01,01108,11.665087503736231
2019-08-01,01108,10.982381693383104
2019-09-01,01108,5.900141517500515
2019-10-01,01108,-0.5581502888942396
2019-11-01,01108,-1.5418274303037833
2019-12-01,01108,1.9638304672726008
2019-01-01,01109,-5.030931850764773
2019-02-01,01109,-6.800987941165431
2019-03-01,01109,-4.255975591080187
2019-04-01,01109,-3.1518588822591482
2019-05-01,01109,-1.1713875189543614
2019-06-01,01109,2.032518208384772
2019-07-01,01109,-0.7934054780794213
2019-08-01,01109,-2.970736564397839
2019-09-01,01109,0.6198426046428267
2019-10-01,01109,1.2364419458338034
2019-11-01,01109,3.1171423007308476
2019-12-01,01109,9.933337689067685
2019-01-01,01420,-0.917123937265842
2019-02-01,01420,0.13400874478156766
2019-03-01,01420,-9.782259410106235
2019-04-01,01420,-15.056874580161548
2019-05-01,01420,-17.35672449572735
2019-06-01,01420,-18.864664873164656
2019-07-01,01420,-18.4738931572208
2019-08-01,01420,-16.270654152956013
2019-09-01,01420,-10.432114465809036
2019-10-01,01420,-6.128250745952528
2019-11-01,01420,-7.5527735447262785
2019-12-01,01420,-8.751824282411008
2019-01-01,01440,-0.40296473603871164
2019-02-01,01440,-0.9293747778001489
2019-03-01,01440,0.524089530960282
2019-04-01,01440,-7.6167305780545576
2019-05-01,01440,-8.5100167022797
2019-06-01,01440,-11.1339527399075
2019-07-01,01440,-8.694807105374593
2019-08-01,01440,-7.326240570582058
2019-09-01,01440,-6.432616355891241
2019-10-01,01440,-8.317390781139238
2019-11-01,01440,-8.217836242477915
2019-12-01,01440,-3.35318746670805
2019-01-01,01453,2.1207653715521246
2019-02-01,01453,3.385154843818327
2019-03-01,01453,3.1334286603860164
2019-04-01,01453,2.1170950386510867
2019-05-01,01453,3.630503663753643
2019-06-01,01453,4.787462517605263
2019-07-01,01453,4.506303491531526
2019-08-01,01453,1.6827389297864102
2019-09-01,01453,1.7249264994215991
2019-10-01,01453,5.095874725956946
2019-11-01,01453,7.876815785994268
2019-12-01,01453,8.47136514953877
2019-01-01,01545,1.2739553448673178
2019-02-01,01545,0.3738604372595091
2019-03-01,01545,-8.468940316858152
2019-04-01,01545,-13.38095589115278
2019-05-01,01545,-14.979808155230103
2019-06-01,01545,-13.977285391472833
2019-07-01,01545,-16.001038063355054
2019-08-01,01545,-15.225799840740365
2019-09-01,01545,-3.351678123468446
2019-10-01,01545,6.213241752205249
2019-11-01,01545,8.803175681640141
2019-12-01,01545,4.0305488842745945
2019-01-01,01550,1.7895196853146444
2019-02-01,01550,-2.1678607707053743
2019-03-01,01550,6.854555568487058
2019-04-01,01550,4.770054191995541
2019-05-01,01550,7.123098922470945
2019-06-01,01550,4.413320904178818
2019-07-01,01550,6.1006825832785125
2019-08-01,01550,19.52960251078798
2019-09-01,01550,17.123836633939163
2019-10-01,01550,9.738273961877667
2019-11-01,01550,7.457415871095236
2019-12-01,01550,7.939056944978347
2019-01-01,01602,-1.3634355785984553
2019-02-01,01602,0.8927248296761263
2019-03-01,01602,-0.7024193268428007
2019-04-01,01602,-2.823748592521042
