Metro,datetime,isPartial,Black Lives Matter,Political Correctness,Make America Great Again,Euthanasia,Starbucks,rel_pop_Black Lives Matter,rel_pop_Political Correctness,rel_pop_Make America Great Again,rel_pop_Euthanasia,rel_pop_Starbucks
Erie,2016-05-01,False,0.0,,26.666666666666668,0.0,52.0,47.0,0.0,15.0,11.0,100.0
Erie,2016-06-01,False,0.0,,0.0,0.0,49.0,47.0,0.0,15.0,11.0,100.0
Erie,2016-07-01,False,100.0,,26.666666666666668,0.0,47.0,47.0,0.0,15.0,11.0,100.0
Erie,2016-08-01,False,0.0,,0.0,0.0,31.0,47.0,0.0,15.0,11.0,100.0
Erie,2016-09-01,False,17.02127659574468,,26.666666666666668,0.0,59.0,47.0,0.0,15.0,11.0,100.0
Erie,2016-10-01,False,0.0,,0.0,72.72727272727273,27.0,47.0,0.0,15.0,11.0,100.0
Erie,2016-11-01,False,8.51063829787234,,100.0,36.36363636363637,73.0,47.0,0.0,15.0,11.0,100.0
Erie,2016-12-01,False,0.0,,0.0,63.63636363636363,55.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-01-01,False,8.51063829787234,,0.0,0.0,40.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-02-01,False,0.0,,0.0,36.36363636363637,49.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-03-01,False,0.0,,0.0,27.272727272727273,41.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-04-01,False,8.51063829787234,,0.0,63.63636363636363,100.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-05-01,False,8.51063829787234,,0.0,0.0,42.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-06-01,False,0.0,,0.0,0.0,37.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-07-01,False,0.0,,0.0,0.0,61.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-08-01,False,0.0,,0.0,0.0,30.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-09-01,False,0.0,,0.0,0.0,22.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-10-01,False,0.0,,0.0,0.0,25.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-11-01,False,0.0,,26.666666666666668,0.0,98.0,47.0,0.0,15.0,11.0,100.0
Erie,2017-12-01,False,0.0,,0.0,100.0,54.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-01-01,False,0.0,,0.0,0.0,27.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-02-01,False,0.0,,0.0,63.63636363636363,40.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-03-01,False,6.382978723404255,,20.0,0.0,59.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-04-01,False,6.382978723404255,,0.0,0.0,54.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-05-01,False,23.404255319148938,,0.0,0.0,53.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-06-01,False,0.0,,26.666666666666668,0.0,34.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-07-01,False,0.0,,0.0,36.36363636363637,43.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-08-01,False,0.0,,0.0,0.0,50.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-09-01,False,0.0,,26.666666666666668,0.0,39.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-10-01,False,6.382978723404255,,0.0,0.0,17.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-11-01,False,0.0,,0.0,0.0,59.0,47.0,0.0,15.0,11.0,100.0
Erie,2018-12-01,False,0.0,,26.666666666666668,0.0,68.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-01-01,False,0.0,,0.0,27.272727272727273,37.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-02-01,False,8.51063829787234,,0.0,0.0,47.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-03-01,False,0.0,,0.0,0.0,51.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-04-01,False,0.0,,0.0,36.36363636363637,46.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-05-01,False,0.0,,0.0,0.0,69.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-06-01,False,0.0,,0.0,36.36363636363637,68.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-07-01,False,0.0,,26.666666666666668,0.0,46.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-08-01,False,0.0,,0.0,0.0,24.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-09-01,False,0.0,,0.0,0.0,41.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-10-01,False,0.0,,0.0,27.272727272727273,50.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-11-01,False,0.0,,0.0,0.0,69.0,47.0,0.0,15.0,11.0,100.0
Erie,2019-12-01,False,0.0,,0.0,27.272727272727273,62.0,47.0,0.0,15.0,11.0,100.0
Erie,2020-01-01,False,0.0,,0.0,27.272727272727273,35.0,47.0,0.0,15.0,11.0,100.0
Harrisburg-Carlisle,2014-01-01,False,0.0,,0.0,33.333333333333336,43.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-02-01,False,0.0,,0.0,33.333333333333336,33.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-03-01,False,0.0,,0.0,50.0,27.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-04-01,False,0.0,,0.0,66.66666666666667,35.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-05-01,False,0.0,,0.0,83.33333333333333,51.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-06-01,False,0.0,,0.0,33.333333333333336,42.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-07-01,False,0.0,,0.0,16.666666666666668,41.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-08-01,False,0.0,,0.0,16.666666666666668,41.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-09-01,False,0.0,,0.0,16.666666666666668,44.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-10-01,False,0.0,,0.0,50.0,58.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-11-01,False,0.0,,0.0,50.0,51.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2014-12-01,False,14.285714285714286,,0.0,66.66666666666667,48.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-01-01,False,0.0,,0.0,50.0,44.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-02-01,False,0.0,,0.0,50.0,33.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-03-01,False,0.0,,0.0,16.666666666666668,37.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-04-01,False,0.0,,0.0,33.333333333333336,41.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-05-01,False,0.0,,0.0,16.666666666666668,46.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-06-01,False,0.0,,0.0,33.333333333333336,36.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-07-01,False,4.761904761904762,,0.0,33.333333333333336,44.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-08-01,False,42.857142857142854,,0.0,16.666666666666668,47.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-09-01,False,28.571428571428573,,0.0,33.333333333333336,49.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-10-01,False,9.523809523809524,,12.5,66.66666666666667,43.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-11-01,False,9.523809523809524,,0.0,66.66666666666667,75.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2015-12-01,False,0.0,,12.5,16.666666666666668,56.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-01-01,False,4.761904761904762,,12.5,50.0,60.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-02-01,False,4.761904761904762,,0.0,16.666666666666668,46.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-03-01,False,28.571428571428573,,25.0,33.333333333333336,50.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-04-01,False,23.80952380952381,,0.0,33.333333333333336,47.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-05-01,False,14.285714285714286,,37.5,33.333333333333336,50.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-06-01,False,0.0,,12.5,16.666666666666668,60.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-07-01,False,100.0,,12.5,33.333333333333336,54.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-08-01,False,23.80952380952381,,25.0,16.666666666666668,47.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-09-01,False,28.571428571428573,,12.5,0.0,57.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-10-01,False,28.571428571428573,,12.5,33.333333333333336,49.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-11-01,False,19.047619047619047,,100.0,16.666666666666668,64.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2016-12-01,False,14.285714285714286,,25.0,16.666666666666668,69.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-01-01,False,23.80952380952381,,12.5,16.666666666666668,66.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-02-01,False,14.285714285714286,,0.0,33.333333333333336,65.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-03-01,False,19.047619047619047,,12.5,16.666666666666668,51.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-04-01,False,14.285714285714286,,12.5,50.0,79.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-05-01,False,0.0,,0.0,16.666666666666668,63.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-06-01,False,9.523809523809524,,0.0,0.0,68.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-07-01,False,4.761904761904762,,0.0,33.333333333333336,56.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-08-01,False,14.285714285714286,,0.0,16.666666666666668,54.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-09-01,False,4.761904761904762,,0.0,83.33333333333333,60.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-10-01,False,4.761904761904762,,12.5,33.333333333333336,55.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-11-01,False,9.523809523809524,,12.5,16.666666666666668,68.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2017-12-01,False,9.523809523809524,,0.0,50.0,63.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-01-01,False,0.0,,12.5,33.333333333333336,51.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-02-01,False,9.523809523809524,,0.0,83.33333333333333,52.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-03-01,False,0.0,,0.0,16.666666666666668,50.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-04-01,False,4.761904761904762,,12.5,50.0,85.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-05-01,False,4.761904761904762,,12.5,33.333333333333336,56.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-06-01,False,4.761904761904762,,12.5,0.0,67.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-07-01,False,4.761904761904762,,12.5,16.666666666666668,77.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-08-01,False,0.0,,12.5,16.666666666666668,56.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-09-01,False,4.761904761904762,,12.5,16.666666666666668,67.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-10-01,False,0.0,,0.0,50.0,57.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-11-01,False,9.523809523809524,,0.0,16.666666666666668,87.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2018-12-01,False,4.761904761904762,,12.5,16.666666666666668,80.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-01-01,False,4.761904761904762,,25.0,33.333333333333336,64.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-02-01,False,4.761904761904762,,12.5,16.666666666666668,57.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-03-01,False,4.761904761904762,,0.0,50.0,60.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-04-01,False,0.0,,0.0,100.0,71.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-05-01,False,0.0,,0.0,33.333333333333336,92.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-06-01,False,0.0,,0.0,33.333333333333336,81.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-07-01,False,0.0,,12.5,50.0,70.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-08-01,False,4.761904761904762,,12.5,33.333333333333336,74.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-09-01,False,4.761904761904762,,12.5,0.0,87.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-10-01,False,0.0,,12.5,16.666666666666668,64.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-11-01,False,4.761904761904762,,0.0,50.0,100.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2019-12-01,False,0.0,,12.5,16.666666666666668,98.0,21.0,0.0,8.0,6.0,100.0
Harrisburg-Carlisle,2020-01-01,False,0.0,,0.0,0.0,60.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-01-01,False,0.0,,0.0,33.333333333333336,43.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-02-01,False,0.0,,0.0,33.333333333333336,33.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-03-01,False,0.0,,0.0,50.0,27.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-04-01,False,0.0,,0.0,66.66666666666667,35.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-05-01,False,0.0,,0.0,83.33333333333333,51.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-06-01,False,0.0,,0.0,33.333333333333336,42.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-07-01,False,0.0,,0.0,16.666666666666668,41.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-08-01,False,0.0,,0.0,16.666666666666668,41.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-09-01,False,0.0,,0.0,16.666666666666668,44.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-10-01,False,0.0,,0.0,50.0,58.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-11-01,False,0.0,,0.0,50.0,51.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2014-12-01,False,14.285714285714286,,0.0,66.66666666666667,48.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-01-01,False,0.0,,0.0,50.0,44.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-02-01,False,0.0,,0.0,50.0,33.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-03-01,False,0.0,,0.0,16.666666666666668,37.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-04-01,False,0.0,,0.0,33.333333333333336,41.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-05-01,False,0.0,,0.0,16.666666666666668,46.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-06-01,False,0.0,,0.0,33.333333333333336,36.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-07-01,False,4.761904761904762,,0.0,33.333333333333336,44.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-08-01,False,42.857142857142854,,0.0,16.666666666666668,47.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-09-01,False,28.571428571428573,,0.0,33.333333333333336,49.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-10-01,False,9.523809523809524,,12.5,66.66666666666667,43.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-11-01,False,9.523809523809524,,0.0,66.66666666666667,75.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2015-12-01,False,0.0,,12.5,16.666666666666668,56.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-01-01,False,4.761904761904762,,12.5,50.0,60.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-02-01,False,4.761904761904762,,0.0,16.666666666666668,46.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-03-01,False,28.571428571428573,,25.0,33.333333333333336,50.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-04-01,False,23.80952380952381,,0.0,33.333333333333336,47.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-05-01,False,14.285714285714286,,37.5,33.333333333333336,50.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-06-01,False,0.0,,12.5,16.666666666666668,60.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-07-01,False,100.0,,12.5,33.333333333333336,54.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-08-01,False,23.80952380952381,,25.0,16.666666666666668,47.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-09-01,False,28.571428571428573,,12.5,0.0,57.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-10-01,False,28.571428571428573,,12.5,33.333333333333336,49.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-11-01,False,19.047619047619047,,100.0,16.666666666666668,64.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2016-12-01,False,14.285714285714286,,25.0,16.666666666666668,69.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-01-01,False,23.80952380952381,,12.5,16.666666666666668,66.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-02-01,False,14.285714285714286,,0.0,33.333333333333336,65.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-03-01,False,19.047619047619047,,12.5,16.666666666666668,51.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-04-01,False,14.285714285714286,,12.5,50.0,79.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-05-01,False,0.0,,0.0,16.666666666666668,63.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-06-01,False,9.523809523809524,,0.0,0.0,68.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-07-01,False,4.761904761904762,,0.0,33.333333333333336,56.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-08-01,False,14.285714285714286,,0.0,16.666666666666668,54.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-09-01,False,4.761904761904762,,0.0,83.33333333333333,60.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-10-01,False,4.761904761904762,,12.5,33.333333333333336,55.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-11-01,False,9.523809523809524,,12.5,16.666666666666668,68.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2017-12-01,False,9.523809523809524,,0.0,50.0,63.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-01-01,False,0.0,,12.5,33.333333333333336,51.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-02-01,False,9.523809523809524,,0.0,83.33333333333333,52.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-03-01,False,0.0,,0.0,16.666666666666668,50.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-04-01,False,4.761904761904762,,12.5,50.0,85.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-05-01,False,4.761904761904762,,12.5,33.333333333333336,56.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-06-01,False,4.761904761904762,,12.5,0.0,67.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-07-01,False,4.761904761904762,,12.5,16.666666666666668,77.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-08-01,False,0.0,,12.5,16.666666666666668,56.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-09-01,False,4.761904761904762,,12.5,16.666666666666668,67.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-10-01,False,0.0,,0.0,50.0,57.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-11-01,False,9.523809523809524,,0.0,16.666666666666668,87.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2018-12-01,False,4.761904761904762,,12.5,16.666666666666668,80.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-01-01,False,4.761904761904762,,25.0,33.333333333333336,64.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-02-01,False,4.761904761904762,,12.5,16.666666666666668,57.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-03-01,False,4.761904761904762,,0.0,50.0,60.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-04-01,False,0.0,,0.0,100.0,71.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-05-01,False,0.0,,0.0,33.333333333333336,92.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-06-01,False,0.0,,0.0,33.333333333333336,81.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-07-01,False,0.0,,12.5,50.0,70.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-08-01,False,4.761904761904762,,12.5,33.333333333333336,74.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-09-01,False,4.761904761904762,,12.5,0.0,87.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-10-01,False,0.0,,12.5,16.666666666666668,64.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-11-01,False,4.761904761904762,,0.0,50.0,100.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2019-12-01,False,0.0,,12.5,16.666666666666668,98.0,21.0,0.0,8.0,6.0,100.0
Lancaster,2020-01-01,False,0.0,,0.0,0.0,60.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-01-01,False,0.0,,0.0,33.333333333333336,43.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-02-01,False,0.0,,0.0,33.333333333333336,33.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-03-01,False,0.0,,0.0,50.0,27.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-04-01,False,0.0,,0.0,66.66666666666667,35.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-05-01,False,0.0,,0.0,83.33333333333333,51.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-06-01,False,0.0,,0.0,33.333333333333336,42.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-07-01,False,0.0,,0.0,16.666666666666668,41.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-08-01,False,0.0,,0.0,16.666666666666668,41.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-09-01,False,0.0,,0.0,16.666666666666668,44.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-10-01,False,0.0,,0.0,50.0,58.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-11-01,False,0.0,,0.0,50.0,51.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2014-12-01,False,14.285714285714286,,0.0,66.66666666666667,48.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-01-01,False,0.0,,0.0,50.0,44.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-02-01,False,0.0,,0.0,50.0,33.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-03-01,False,0.0,,0.0,16.666666666666668,37.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-04-01,False,0.0,,0.0,33.333333333333336,41.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-05-01,False,0.0,,0.0,16.666666666666668,46.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-06-01,False,0.0,,0.0,33.333333333333336,36.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-07-01,False,4.761904761904762,,0.0,33.333333333333336,44.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-08-01,False,42.857142857142854,,0.0,16.666666666666668,47.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-09-01,False,28.571428571428573,,0.0,33.333333333333336,49.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-10-01,False,9.523809523809524,,12.5,66.66666666666667,43.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-11-01,False,9.523809523809524,,0.0,66.66666666666667,75.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2015-12-01,False,0.0,,12.5,16.666666666666668,56.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-01-01,False,4.761904761904762,,12.5,50.0,60.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-02-01,False,4.761904761904762,,0.0,16.666666666666668,46.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-03-01,False,28.571428571428573,,25.0,33.333333333333336,50.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-04-01,False,23.80952380952381,,0.0,33.333333333333336,47.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-05-01,False,14.285714285714286,,37.5,33.333333333333336,50.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-06-01,False,0.0,,12.5,16.666666666666668,60.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-07-01,False,100.0,,12.5,33.333333333333336,54.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-08-01,False,23.80952380952381,,25.0,16.666666666666668,47.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-09-01,False,28.571428571428573,,12.5,0.0,57.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-10-01,False,28.571428571428573,,12.5,33.333333333333336,49.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-11-01,False,19.047619047619047,,100.0,16.666666666666668,64.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2016-12-01,False,14.285714285714286,,25.0,16.666666666666668,69.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2017-01-01,False,23.80952380952381,,12.5,16.666666666666668,66.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2017-02-01,False,14.285714285714286,,0.0,33.333333333333336,65.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2017-03-01,False,19.047619047619047,,12.5,16.666666666666668,51.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2017-04-01,False,14.285714285714286,,12.5,50.0,79.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2017-05-01,False,0.0,,0.0,16.666666666666668,63.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2017-06-01,False,9.523809523809524,,0.0,0.0,68.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2017-07-01,False,4.761904761904762,,0.0,33.333333333333336,56.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2017-08-01,False,14.285714285714286,,0.0,16.666666666666668,54.0,21.0,0.0,8.0,6.0,100.0
York-Hanover,2017-09-01,False,4.761904761904762,,0.0,83.33333333333333,60.0,21.0,0.0,8.0,6.0,100.0
