date,isPartial,State,Fire,Waterdamage,Smoke,forestfire,Flooding
2010-06-01,False,US-IL,65.0,0.0,11.0,0.0,2.0
2010-07-01,False,US-IL,64.0,0.0,13.0,0.0,6.0
2010-08-01,False,US-IL,65.0,0.0,11.0,0.0,4.0
2010-09-01,False,US-IL,63.0,0.0,11.0,0.0,3.0
2010-10-01,False,US-IL,64.0,0.0,11.0,0.0,1.0
2010-11-01,False,US-IL,61.0,0.0,13.0,0.0,0.0
2010-12-01,False,US-IL,62.0,0.0,11.0,0.0,1.0
2011-01-01,False,US-IL,56.0,0.0,12.0,0.0,2.0
2011-02-01,False,US-IL,60.0,0.0,13.0,0.0,1.0
2011-03-01,False,US-IL,64.0,0.0,14.0,0.0,1.0
2011-04-01,False,US-IL,63.0,0.0,14.0,0.0,3.0
2011-05-01,False,US-IL,59.0,0.0,15.0,0.0,8.0
2011-06-01,False,US-IL,65.0,0.0,14.0,0.0,5.0
2011-07-01,False,US-IL,66.0,0.0,14.0,0.0,4.0
2011-08-01,False,US-IL,64.0,0.0,14.0,0.0,3.0
2011-09-01,False,US-IL,77.0,0.0,16.0,0.0,3.0
2011-10-01,False,US-IL,69.0,0.0,14.0,0.0,2.0
2011-11-01,False,US-IL,78.0,0.0,14.0,0.0,1.0
2011-12-01,False,US-IL,87.0,0.0,14.0,0.0,1.0
2012-01-01,False,US-IL,78.0,0.0,14.0,0.0,1.0
2012-02-01,False,US-IL,72.0,0.0,14.0,0.0,0.0
2012-03-01,False,US-IL,75.0,0.0,14.0,0.0,1.0
2012-04-01,False,US-IL,73.0,0.0,16.0,0.0,1.0
2012-05-01,False,US-IL,73.0,0.0,14.0,0.0,0.0
2012-06-01,False,US-IL,83.0,0.0,16.0,0.0,2.0
2012-07-01,False,US-IL,74.0,0.0,15.0,0.0,1.0
2012-08-01,False,US-IL,68.0,0.0,16.0,0.0,1.0
2012-09-01,False,US-IL,70.0,0.0,15.0,0.0,0.0
2012-10-01,False,US-IL,70.0,0.0,12.0,0.0,2.0
2012-11-01,False,US-IL,74.0,0.0,16.0,0.0,1.0
2012-12-01,False,US-IL,82.0,0.0,16.0,0.0,1.0
2013-01-01,False,US-IL,75.0,0.0,14.0,0.0,1.0
2013-02-01,False,US-IL,71.0,0.0,14.0,0.0,0.0
2013-03-01,False,US-IL,68.0,0.0,18.0,0.0,0.0
2013-04-01,False,US-IL,71.0,0.0,15.0,0.0,17.0
2013-05-01,False,US-IL,74.0,0.0,15.0,0.0,2.0
2013-06-01,False,US-IL,74.0,0.0,17.0,0.0,5.0
2013-07-01,False,US-IL,75.0,0.0,16.0,0.0,1.0
2013-08-01,False,US-IL,73.0,0.0,17.0,0.0,1.0
2013-09-01,False,US-IL,74.0,0.0,15.0,0.0,6.0
2013-10-01,False,US-IL,76.0,0.0,15.0,0.0,1.0
2013-11-01,False,US-IL,100.0,0.0,15.0,0.0,1.0
2013-12-01,False,US-IL,89.0,0.0,15.0,0.0,1.0
2014-01-01,False,US-IL,73.0,0.0,15.0,0.0,1.0
2014-02-01,False,US-IL,71.0,0.0,15.0,0.0,2.0
2014-03-01,False,US-IL,71.0,0.0,17.0,0.0,1.0
2014-04-01,False,US-IL,77.0,0.0,16.0,0.0,1.0
2014-05-01,False,US-IL,75.0,0.0,15.0,0.0,2.0
2014-06-01,False,US-IL,73.0,0.0,17.0,0.0,2.0
2014-07-01,False,US-IL,83.0,0.0,16.0,0.0,2.0
2014-08-01,False,US-IL,73.0,0.0,17.0,0.0,3.0
2014-09-01,False,US-IL,78.0,0.0,16.0,0.0,2.0
2014-10-01,False,US-IL,72.0,0.0,15.0,0.0,0.0
2014-11-01,False,US-IL,71.0,0.0,16.0,0.0,1.0
2014-12-01,False,US-IL,76.0,0.0,15.0,0.0,1.0
2015-01-01,False,US-IL,72.0,0.0,15.0,0.0,0.0
2015-02-01,False,US-IL,67.0,0.0,14.0,0.0,1.0
2015-03-01,False,US-IL,70.0,0.0,16.0,0.0,1.0
2015-04-01,False,US-IL,69.0,0.0,15.0,0.0,1.0
2015-05-01,False,US-IL,68.0,0.0,16.0,0.0,6.0
2015-06-01,False,US-IL,67.0,0.0,17.0,0.0,6.0
2015-07-01,False,US-IL,76.0,0.0,19.0,0.0,3.0
2015-08-01,False,US-IL,77.0,0.0,17.0,0.0,2.0
2015-09-01,False,US-IL,72.0,0.0,18.0,0.0,1.0
2015-10-01,False,US-IL,74.0,0.0,18.0,0.0,4.0
2015-11-01,False,US-IL,70.0,0.0,16.0,0.0,1.0
2015-12-01,False,US-IL,76.0,0.0,18.0,0.0,9.0
2016-01-01,False,US-IL,74.0,0.0,15.0,0.0,3.0
2016-02-01,False,US-IL,75.0,0.0,16.0,0.0,1.0
2016-03-01,False,US-IL,75.0,0.0,15.0,0.0,1.0
2016-04-01,False,US-IL,79.0,0.0,16.0,0.0,2.0
2016-05-01,False,US-IL,85.0,0.0,17.0,0.0,1.0
2016-06-01,False,US-IL,75.0,0.0,17.0,0.0,3.0
2016-07-01,False,US-IL,81.0,0.0,17.0,0.0,2.0
2016-08-01,False,US-IL,70.0,0.0,14.0,0.0,6.0
2016-09-01,False,US-IL,70.0,0.0,16.0,0.0,2.0
2016-10-01,False,US-IL,68.0,0.0,16.0,0.0,2.0
2016-11-01,False,US-IL,74.0,0.0,18.0,0.0,0.0
2016-12-01,False,US-IL,78.0,0.0,17.0,0.0,0.0
2017-01-01,False,US-IL,71.0,0.0,15.0,0.0,1.0
2017-02-01,False,US-IL,75.0,0.0,16.0,0.0,1.0
2017-03-01,False,US-IL,77.0,0.0,17.0,0.0,1.0
2017-04-01,False,US-IL,81.0,0.0,17.0,0.0,3.0
2017-05-01,False,US-IL,77.0,0.0,18.0,0.0,6.0
2017-06-01,False,US-IL,82.0,0.0,17.0,0.0,1.0
2017-07-01,False,US-IL,88.0,0.0,20.0,0.0,12.0
2017-08-01,False,US-IL,75.0,0.0,18.0,0.0,12.0
2017-09-01,False,US-IL,76.0,0.0,18.0,0.0,5.0
2017-10-01,False,US-IL,81.0,0.0,16.0,0.0,2.0
2017-11-01,False,US-IL,72.0,0.0,19.0,0.0,1.0
2017-12-01,False,US-IL,83.0,0.0,19.0,0.0,1.0
2018-01-01,False,US-IL,79.0,0.0,16.0,0.0,1.0
2018-02-01,False,US-IL,66.0,0.0,17.0,0.0,3.0
2018-03-01,False,US-IL,70.0,0.0,18.0,0.0,1.0
2018-04-01,False,US-IL,75.0,0.0,18.0,0.0,1.0
2018-05-01,False,US-IL,73.0,0.0,19.0,0.0,2.0
2018-06-01,False,US-IL,69.0,0.0,21.0,0.0,4.0
2018-07-01,False,US-IL,85.0,0.0,21.0,0.0,2.0
2018-08-01,False,US-IL,72.0,0.0,21.0,0.0,3.0
2018-09-01,False,US-IL,70.0,0.0,18.0,0.0,4.0
2018-10-01,False,US-IL,63.0,0.0,17.0,0.0,2.0
2018-11-01,False,US-IL,85.0,0.0,21.0,0.0,1.0
2018-12-01,False,US-IL,73.0,0.0,20.0,0.0,1.0
2019-01-01,False,US-IL,72.0,0.0,18.0,0.0,1.0
2019-02-01,False,US-IL,67.0,0.0,18.0,0.0,2.0
2019-03-01,False,US-IL,67.0,0.0,19.0,0.0,7.0
2019-04-01,False,US-IL,88.0,0.0,20.0,0.0,3.0
2019-05-01,False,US-IL,69.0,0.0,20.0,0.0,9.0
2019-06-01,False,US-IL,67.0,0.0,23.0,0.0,6.0
2019-07-01,False,US-IL,79.0,0.0,21.0,0.0,3.0
2019-08-01,False,US-IL,78.0,0.0,19.0,0.0,1.0
2019-09-01,False,US-IL,70.0,0.0,19.0,0.0,4.0
2019-10-01,False,US-IL,75.0,0.0,18.0,0.0,1.0
2019-11-01,False,US-IL,74.0,0.0,22.0,0.0,2.0
2019-12-01,False,US-IL,70.0,0.0,20.0,0.0,1.0
2020-01-01,False,US-IL,70.0,0.0,20.0,0.0,1.0
2020-02-01,False,US-IL,66.0,0.0,34.0,0.0,2.0
2020-03-01,False,US-IL,64.0,0.0,23.0,0.0,1.0
2020-04-01,False,US-IL,70.0,0.0,27.0,0.0,1.0
2020-05-01,False,US-IL,80.0,0.0,26.0,0.0,6.0
2020-06-01,False,US-IL,78.0,0.0,24.0,0.0,1.0
2020-07-01,False,US-IL,67.0,0.0,32.0,0.0,1.0
2020-08-01,False,US-IL,73.0,0.0,26.0,0.0,1.0
2020-09-01,False,US-IL,85.0,0.0,27.0,0.0,1.0
2020-10-01,False,US-IL,74.0,0.0,25.0,0.0,1.0
2020-11-01,False,US-IL,68.0,0.0,26.0,0.0,1.0
2020-12-01,False,US-IL,68.0,0.0,27.0,0.0,0.0
2021-01-01,False,US-IL,63.0,0.0,24.0,0.0,1.0
2010-01-01,False,US-IN,61.0,0.0,12.0,0.0,0.0
2010-02-01,False,US-IN,45.0,0.0,11.0,0.0,0.0
2010-03-01,False,US-IN,52.0,0.0,9.0,0.0,0.0
2010-04-01,False,US-IN,58.0,0.0,10.0,0.0,1.0
2010-05-01,False,US-IN,57.0,0.0,11.0,0.0,11.0
2010-06-01,False,US-IN,61.0,0.0,12.0,0.0,2.0
2010-07-01,False,US-IN,61.0,0.0,12.0,0.0,0.0
2010-08-01,False,US-IN,52.0,0.0,11.0,0.0,3.0
2010-09-01,False,US-IN,55.0,0.0,16.0,0.0,0.0
2010-10-01,False,US-IN,52.0,0.0,12.0,0.0,1.0
2010-11-01,False,US-IN,59.0,0.0,13.0,0.0,1.0
2010-12-01,False,US-IN,54.0,0.0,10.0,0.0,2.0
2011-01-01,False,US-IN,49.0,0.0,12.0,0.0,2.0
2011-02-01,False,US-IN,51.0,0.0,12.0,0.0,1.0
2011-03-01,False,US-IN,54.0,0.0,11.0,0.0,2.0
2011-04-01,False,US-IN,56.0,0.0,14.0,0.0,5.0
2011-05-01,False,US-IN,58.0,0.0,13.0,0.0,8.0
2011-06-01,False,US-IN,57.0,0.0,11.0,0.0,2.0
2011-07-01,False,US-IN,63.0,0.0,14.0,0.0,1.0
2011-08-01,False,US-IN,58.0,0.0,11.0,0.0,3.0
2011-09-01,False,US-IN,66.0,0.0,9.0,0.0,3.0
2011-10-01,False,US-IN,69.0,0.0,11.0,0.0,1.0
2011-11-01,False,US-IN,77.0,0.0,13.0,0.0,1.0
2011-12-01,False,US-IN,94.0,0.0,10.0,0.0,1.0
2012-01-01,False,US-IN,73.0,0.0,12.0,0.0,1.0
2012-02-01,False,US-IN,82.0,0.0,13.0,0.0,1.0
2012-03-01,False,US-IN,75.0,0.0,14.0,0.0,1.0
2012-04-01,False,US-IN,72.0,0.0,14.0,0.0,0.0
2012-05-01,False,US-IN,71.0,0.0,13.0,0.0,1.0
2012-06-01,False,US-IN,80.0,0.0,15.0,0.0,2.0
2012-07-01,False,US-IN,77.0,0.0,14.0,0.0,0.0
2012-08-01,False,US-IN,63.0,0.0,12.0,0.0,1.0
2012-09-01,False,US-IN,64.0,0.0,12.0,0.0,0.0
2012-10-01,False,US-IN,68.0,0.0,12.0,0.0,1.0
2012-11-01,False,US-IN,82.0,0.0,13.0,0.0,0.0
2012-12-01,False,US-IN,85.0,0.0,13.0,0.0,0.0
2013-01-01,False,US-IN,74.0,0.0,12.0,0.0,1.0
2013-02-01,False,US-IN,74.0,0.0,12.0,0.0,0.0
2013-03-01,False,US-IN,71.0,0.0,15.0,0.0,1.0
2013-04-01,False,US-IN,71.0,0.0,14.0,0.0,6.0
2013-05-01,False,US-IN,70.0,0.0,14.0,0.0,1.0
2013-06-01,False,US-IN,73.0,0.0,15.0,0.0,4.0
2013-07-01,False,US-IN,66.0,0.0,15.0,0.0,2.0
2013-08-01,False,US-IN,70.0,0.0,15.0,0.0,1.0
2013-09-01,False,US-IN,77.0,0.0,14.0,0.0,5.0
2013-10-01,False,US-IN,72.0,0.0,12.0,0.0,1.0
2013-11-01,False,US-IN,100.0,0.0,14.0,0.0,1.0
2013-12-01,False,US-IN,78.0,0.0,14.0,0.0,3.0
2014-01-01,False,US-IN,75.0,0.0,16.0,0.0,1.0
2014-02-01,False,US-IN,63.0,0.0,15.0,0.0,1.0
2014-03-01,False,US-IN,77.0,0.0,14.0,0.0,0.0
2014-04-01,False,US-IN,73.0,0.0,14.0,0.0,1.0
2014-05-01,False,US-IN,77.0,0.0,13.0,0.0,2.0
2014-06-01,False,US-IN,72.0,0.0,17.0,0.0,1.0
2014-07-01,False,US-IN,72.0,0.0,21.0,0.0,1.0
2014-08-01,False,US-IN,67.0,0.0,12.0,0.0,3.0
2014-09-01,False,US-IN,60.0,0.0,12.0,0.0,2.0
2014-10-01,False,US-IN,65.0,0.0,15.0,0.0,1.0
2014-11-01,False,US-IN,71.0,0.0,14.0,0.0,1.0
2014-12-01,False,US-IN,69.0,0.0,13.0,0.0,0.0
2015-01-01,False,US-IN,71.0,0.0,14.0,0.0,0.0
2015-02-01,False,US-IN,61.0,0.0,13.0,0.0,1.0
2015-03-01,False,US-IN,69.0,0.0,14.0,0.0,1.0
2015-04-01,False,US-IN,70.0,0.0,13.0,0.0,2.0
2015-05-01,False,US-IN,68.0,0.0,15.0,0.0,4.0
2015-06-01,False,US-IN,68.0,0.0,15.0,0.0,7.0
2015-07-01,False,US-IN,64.0,0.0,15.0,0.0,4.0
2015-08-01,False,US-IN,71.0,0.0,16.0,0.0,1.0
2015-09-01,False,US-IN,63.0,0.0,11.0,0.0,1.0
2015-10-01,False,US-IN,67.0,0.0,12.0,0.0,5.0
2015-11-01,False,US-IN,66.0,0.0,12.0,0.0,0.0
2015-12-01,False,US-IN,74.0,0.0,15.0,0.0,2.0
2016-01-01,False,US-IN,69.0,0.0,14.0,0.0,2.0
2016-02-01,False,US-IN,71.0,0.0,13.0,0.0,1.0
2016-03-01,False,US-IN,73.0,0.0,14.0,0.0,1.0
2016-04-01,False,US-IN,66.0,0.0,15.0,0.0,2.0
2016-05-01,False,US-IN,73.0,0.0,17.0,0.0,1.0
2016-06-01,False,US-IN,74.0,0.0,15.0,0.0,4.0
2016-07-01,False,US-IN,72.0,0.0,16.0,0.0,0.0
2016-08-01,False,US-IN,65.0,0.0,14.0,0.0,6.0
2016-09-01,False,US-IN,62.0,0.0,14.0,0.0,1.0
2016-10-01,False,US-IN,63.0,0.0,15.0,0.0,2.0
2016-11-01,False,US-IN,90.0,0.0,16.0,0.0,0.0
2016-12-01,False,US-IN,86.0,0.0,14.0,0.0,1.0
2017-01-01,False,US-IN,68.0,0.0,14.0,0.0,1.0
2017-02-01,False,US-IN,68.0,0.0,13.0,0.0,1.0
2017-03-01,False,US-IN,68.0,0.0,17.0,0.0,1.0
2017-04-01,False,US-IN,70.0,0.0,16.0,0.0,1.0
2017-05-01,False,US-IN,67.0,0.0,16.0,0.0,7.0
2017-06-01,False,US-IN,71.0,0.0,17.0,0.0,2.0
2017-07-01,False,US-IN,72.0,0.0,17.0,0.0,2.0
2017-08-01,False,US-IN,67.0,0.0,13.0,0.0,9.0
2017-09-01,False,US-IN,69.0,0.0,15.0,0.0,4.0
2017-10-01,False,US-IN,70.0,0.0,16.0,0.0,1.0
2017-11-01,False,US-IN,65.0,0.0,16.0,0.0,1.0
2017-12-01,False,US-IN,78.0,0.0,16.0,0.0,0.0
2018-01-01,False,US-IN,68.0,0.0,15.0,0.0,1.0
2018-02-01,False,US-IN,59.0,0.0,15.0,0.0,10.0
2018-03-01,False,US-IN,70.0,0.0,16.0,0.0,2.0
2018-04-01,False,US-IN,62.0,0.0,17.0,0.0,2.0
2018-05-01,False,US-IN,61.0,0.0,18.0,0.0,2.0
2018-06-01,False,US-IN,69.0,0.0,19.0,0.0,2.0
2018-07-01,False,US-IN,75.0,0.0,20.0,0.0,1.0
2018-08-01,False,US-IN,64.0,0.0,15.0,0.0,1.0
2018-09-01,False,US-IN,59.0,0.0,20.0,0.0,4.0
2018-10-01,False,US-IN,56.0,0.0,17.0,0.0,1.0
2018-11-01,False,US-IN,72.0,0.0,19.0,0.0,1.0
2018-12-01,False,US-IN,67.0,0.0,17.0,0.0,1.0
2019-01-01,False,US-IN,63.0,0.0,15.0,0.0,0.0
2019-02-01,False,US-IN,57.0,0.0,17.0,0.0,4.0
2019-03-01,False,US-IN,58.0,0.0,18.0,0.0,4.0
2019-04-01,False,US-IN,76.0,0.0,17.0,0.0,2.0
2019-05-01,False,US-IN,62.0,0.0,20.0,0.0,4.0
2019-06-01,False,US-IN,57.0,0.0,18.0,0.0,3.0
2019-07-01,False,US-IN,68.0,0.0,20.0,0.0,2.0
2019-08-01,False,US-IN,73.0,0.0,17.0,0.0,0.0
2019-09-01,False,US-IN,68.0,0.0,17.0,0.0,2.0
2019-10-01,False,US-IN,66.0,0.0,17.0,0.0,0.0
2019-11-01,False,US-IN,72.0,0.0,18.0,0.0,1.0
2019-12-01,False,US-IN,64.0,0.0,18.0,0.0,1.0
2020-01-01,False,US-IN,66.0,0.0,16.0,0.0,1.0
2020-02-01,False,US-IN,61.0,0.0,24.0,0.0,2.0
2020-03-01,False,US-IN,56.0,0.0,18.0,0.0,1.0
2020-04-01,False,US-IN,62.0,0.0,21.0,0.0,1.0
2020-05-01,False,US-IN,69.0,0.0,21.0,0.0,3.0
2020-06-01,False,US-IN,68.0,0.0,22.0,0.0,0.0
2020-07-01,False,US-IN,61.0,0.0,27.0,0.0,1.0
2020-08-01,False,US-IN,61.0,0.0,21.0,0.0,0.0
2020-09-01,False,US-IN,72.0,0.0,23.0,0.0,1.0
2020-10-01,False,US-IN,65.0,0.0,21.0,0.0,0.0
2020-11-01,False,US-IN,57.0,0.0,24.0,0.0,0.0
2020-12-01,False,US-IN,64.0,0.0,20.0,0.0,0.0
2021-01-01,False,US-IN,58.0,0.0,20.0,0.0,0.0
2010-01-01,False,US-IA,59.0,0.0,6.0,0.0,3.0
2010-02-01,False,US-IA,55.0,0.0,4.0,0.0,2.0
2010-03-01,False,US-IA,54.0,0.0,17.0,0.0,7.0
2010-04-01,False,US-IA,58.0,0.0,9.0,0.0,3.0
2010-05-01,False,US-IA,53.0,0.0,15.0,0.0,8.0
2010-06-01,False,US-IA,46.0,0.0,13.0,0.0,5.0
2010-07-01,False,US-IA,48.0,0.0,17.0,0.0,14.0
2010-08-01,False,US-IA,52.0,0.0,14.0,0.0,45.0
2010-09-01,False,US-IA,59.0,0.0,6.0,0.0,11.0
2010-10-01,False,US-IA,54.0,0.0,8.0,0.0,1.0
2010-11-01,False,US-IA,63.0,0.0,15.0,0.0,2.0
2010-12-01,False,US-IA,59.0,0.0,14.0,0.0,1.0
2011-01-01,False,US-IA,54.0,0.0,11.0,0.0,1.0
2011-02-01,False,US-IA,57.0,0.0,10.0,0.0,2.0
2011-03-01,False,US-IA,56.0,0.0,13.0,0.0,3.0
2011-04-01,False,US-IA,56.0,0.0,11.0,0.0,6.0
2011-05-01,False,US-IA,52.0,0.0,15.0,0.0,12.0
2011-06-01,False,US-IA,65.0,0.0,18.0,0.0,66.0
2011-07-01,False,US-IA,57.0,0.0,11.0,0.0,17.0
2011-08-01,False,US-IA,53.0,0.0,10.0,0.0,8.0
2011-09-01,False,US-IA,64.0,0.0,15.0,0.0,5.0
2011-10-01,False,US-IA,68.0,0.0,15.0,0.0,2.0
2011-11-01,False,US-IA,86.0,0.0,16.0,0.0,1.0
2011-12-01,False,US-IA,93.0,0.0,10.0,0.0,2.0
2012-01-01,False,US-IA,72.0,0.0,8.0,0.0,0.0
2012-02-01,False,US-IA,79.0,0.0,11.0,0.0,1.0
2012-03-01,False,US-IA,79.0,0.0,12.0,0.0,1.0
2012-04-01,False,US-IA,67.0,0.0,12.0,0.0,1.0
2012-05-01,False,US-IA,73.0,0.0,12.0,0.0,1.0
2012-06-01,False,US-IA,83.0,0.0,12.0,0.0,5.0
2012-07-01,False,US-IA,72.0,0.0,15.0,0.0,0.0
2012-08-01,False,US-IA,59.0,0.0,13.0,0.0,0.0
2012-09-01,False,US-IA,68.0,0.0,13.0,0.0,1.0
2012-10-01,False,US-IA,67.0,0.0,14.0,0.0,2.0
2012-11-01,False,US-IA,75.0,0.0,12.0,0.0,1.0
2012-12-01,False,US-IA,84.0,0.0,10.0,0.0,0.0
2013-01-01,False,US-IA,66.0,0.0,10.0,0.0,1.0
2013-02-01,False,US-IA,71.0,0.0,12.0,0.0,1.0
2013-03-01,False,US-IA,65.0,0.0,15.0,0.0,0.0
2013-04-01,False,US-IA,72.0,0.0,13.0,0.0,7.0
2013-05-01,False,US-IA,69.0,0.0,14.0,0.0,8.0
2013-06-01,False,US-IA,75.0,0.0,16.0,0.0,6.0
2013-07-01,False,US-IA,70.0,0.0,13.0,0.0,1.0
2013-08-01,False,US-IA,64.0,0.0,15.0,0.0,1.0
2013-09-01,False,US-IA,70.0,0.0,13.0,0.0,11.0
2013-10-01,False,US-IA,72.0,0.0,12.0,0.0,1.0
2013-11-01,False,US-IA,100.0,0.0,12.0,0.0,1.0
2013-12-01,False,US-IA,77.0,0.0,13.0,0.0,1.0
2014-01-01,False,US-IA,73.0,0.0,11.0,0.0,1.0
2014-02-01,False,US-IA,65.0,0.0,14.0,0.0,1.0
2014-03-01,False,US-IA,80.0,0.0,14.0,0.0,1.0
2014-04-01,False,US-IA,74.0,0.0,16.0,0.0,2.0
2014-05-01,False,US-IA,69.0,0.0,14.0,0.0,1.0
2014-06-01,False,US-IA,77.0,0.0,15.0,0.0,11.0
2014-07-01,False,US-IA,69.0,0.0,16.0,0.0,8.0
2014-08-01,False,US-IA,60.0,0.0,13.0,0.0,3.0
2014-09-01,False,US-IA,61.0,0.0,12.0,0.0,3.0
2014-10-01,False,US-IA,70.0,0.0,14.0,0.0,1.0
2014-11-01,False,US-IA,65.0,0.0,19.0,0.0,1.0
2014-12-01,False,US-IA,74.0,0.0,13.0,0.0,0.0
2015-01-01,False,US-IA,65.0,0.0,16.0,0.0,0.0
2015-02-01,False,US-IA,66.0,0.0,15.0,0.0,0.0
2015-03-01,False,US-IA,67.0,0.0,17.0,0.0,2.0
2015-04-01,False,US-IA,69.0,0.0,17.0,0.0,0.0
2015-05-01,False,US-IA,67.0,0.0,13.0,0.0,7.0
2015-06-01,False,US-IA,66.0,0.0,16.0,0.0,8.0
2015-07-01,False,US-IA,70.0,0.0,18.0,0.0,2.0
2015-08-01,False,US-IA,65.0,0.0,17.0,0.0,2.0
2015-09-01,False,US-IA,67.0,0.0,14.0,0.0,2.0
2015-10-01,False,US-IA,71.0,0.0,19.0,0.0,3.0
2015-11-01,False,US-IA,66.0,0.0,17.0,0.0,1.0
2015-12-01,False,US-IA,64.0,0.0,13.0,0.0,7.0
2016-01-01,False,US-IA,69.0,0.0,12.0,0.0,1.0
2016-02-01,False,US-IA,65.0,0.0,14.0,0.0,1.0
2016-03-01,False,US-IA,70.0,0.0,14.0,0.0,1.0
2016-04-01,False,US-IA,75.0,0.0,17.0,0.0,4.0
2016-05-01,False,US-IA,81.0,0.0,19.0,0.0,3.0
2016-06-01,False,US-IA,70.0,0.0,18.0,0.0,3.0
2016-07-01,False,US-IA,75.0,0.0,19.0,0.0,2.0
2016-08-01,False,US-IA,64.0,0.0,15.0,0.0,7.0
2016-09-01,False,US-IA,67.0,0.0,17.0,0.0,27.0
2016-10-01,False,US-IA,57.0,0.0,14.0,0.0,3.0
2016-11-01,False,US-IA,72.0,0.0,18.0,0.0,1.0
2016-12-01,False,US-IA,68.0,0.0,15.0,0.0,1.0
2017-01-01,False,US-IA,64.0,0.0,12.0,0.0,1.0
2017-02-01,False,US-IA,70.0,0.0,12.0,0.0,2.0
2017-03-01,False,US-IA,69.0,0.0,17.0,0.0,1.0
2017-04-01,False,US-IA,73.0,0.0,17.0,0.0,1.0
2017-05-01,False,US-IA,74.0,0.0,17.0,0.0,5.0
2017-06-01,False,US-IA,71.0,0.0,17.0,0.0,1.0
2017-07-01,False,US-IA,74.0,0.0,17.0,0.0,5.0
2017-08-01,False,US-IA,60.0,0.0,13.0,0.0,14.0
2017-09-01,False,US-IA,70.0,0.0,17.0,0.0,4.0
2017-10-01,False,US-IA,75.0,0.0,13.0,0.0,1.0
2017-11-01,False,US-IA,65.0,0.0,19.0,0.0,1.0
2017-12-01,False,US-IA,74.0,0.0,17.0,0.0,1.0
2018-01-01,False,US-IA,72.0,0.0,15.0,0.0,1.0
2018-02-01,False,US-IA,60.0,0.0,14.0,0.0,2.0
2018-03-01,False,US-IA,62.0,0.0,15.0,0.0,1.0
2018-04-01,False,US-IA,62.0,0.0,16.0,0.0,1.0
2018-05-01,False,US-IA,70.0,0.0,18.0,0.0,1.0
2018-06-01,False,US-IA,58.0,0.0,19.0,0.0,11.0
2018-07-01,False,US-IA,74.0,0.0,18.0,0.0,16.0
2018-08-01,False,US-IA,66.0,0.0,20.0,0.0,5.0
2018-09-01,False,US-IA,57.0,0.0,17.0,0.0,9.0
2018-10-01,False,US-IA,62.0,0.0,16.0,0.0,6.0
2018-11-01,False,US-IA,72.0,0.0,21.0,0.0,1.0
2018-12-01,False,US-IA,61.0,0.0,17.0,0.0,1.0
2019-01-01,False,US-IA,64.0,0.0,16.0,0.0,0.0
2019-02-01,False,US-IA,64.0,0.0,15.0,0.0,1.0
2019-03-01,False,US-IA,56.0,0.0,15.0,0.0,33.0
2019-04-01,False,US-IA,73.0,0.0,17.0,0.0,7.0
2019-05-01,False,US-IA,58.0,0.0,14.0,0.0,15.0
2019-06-01,False,US-IA,57.0,0.0,20.0,0.0,7.0
2019-07-01,False,US-IA,74.0,0.0,21.0,0.0,3.0
2019-08-01,False,US-IA,65.0,0.0,21.0,0.0,1.0
2019-09-01,False,US-IA,64.0,0.0,15.0,0.0,5.0
2019-10-01,False,US-IA,67.0,0.0,16.0,0.0,3.0
2019-11-01,False,US-IA,71.0,0.0,18.0,0.0,2.0
2019-12-01,False,US-IA,60.0,0.0,19.0,0.0,1.0
2020-01-01,False,US-IA,65.0,0.0,15.0,0.0,1.0
2020-02-01,False,US-IA,63.0,0.0,22.0,0.0,1.0
2020-03-01,False,US-IA,61.0,0.0,19.0,0.0,1.0
2020-04-01,False,US-IA,70.0,0.0,23.0,0.0,1.0
2020-05-01,False,US-IA,74.0,0.0,22.0,0.0,3.0
2020-06-01,False,US-IA,73.0,0.0,22.0,0.0,2.0
2020-07-01,False,US-IA,66.0,0.0,28.0,0.0,1.0
2020-08-01,False,US-IA,65.0,0.0,23.0,0.0,0.0
2020-09-01,False,US-IA,75.0,0.0,25.0,0.0,1.0
2020-10-01,False,US-IA,75.0,0.0,21.0,0.0,1.0
2020-11-01,False,US-IA,55.0,0.0,25.0,0.0,1.0
2020-12-01,False,US-IA,63.0,0.0,22.0,0.0,0.0
2021-01-01,False,US-IA,54.0,0.0,20.0,0.0,0.0
2010-01-01,False,US-KS,45.0,0.0,13.0,0.0,0.0
2010-02-01,False,US-KS,53.0,0.0,11.0,0.0,1.0
2010-03-01,False,US-KS,42.0,0.0,10.0,0.0,1.0
2010-04-01,False,US-KS,51.0,0.0,11.0,0.0,2.0
2010-05-01,False,US-KS,53.0,0.0,15.0,0.0,8.0
2010-06-01,False,US-KS,52.0,0.0,14.0,0.0,4.0
2010-07-01,False,US-KS,56.0,0.0,13.0,0.0,2.0
2010-08-01,False,US-KS,47.0,0.0,14.0,0.0,3.0
2010-09-01,False,US-KS,50.0,0.0,16.0,0.0,2.0
2010-10-01,False,US-KS,67.0,0.0,18.0,0.0,1.0
2010-11-01,False,US-KS,55.0,0.0,15.0,0.0,0.0
2010-12-01,False,US-KS,44.0,0.0,14.0,0.0,3.0
2011-01-01,False,US-KS,56.0,0.0,13.0,0.0,2.0
2011-02-01,False,US-KS,54.0,0.0,12.0,0.0,1.0
2011-03-01,False,US-KS,52.0,0.0,12.0,0.0,2.0
2011-04-01,False,US-KS,66.0,0.0,13.0,0.0,5.0
