Metro,datetime,term_Fire,term_Water Damage,term_Smoke,term_Wildfire,term_Flooding
Manitowoc,2019-03-01,68,20,12,0,0
La Crosse-Onalaska,2019-03-01,53,26,19,2,0
Oshkosh-Neenah,2019-03-01,68,20,12,0,0
Minneapolis-St. Paul-Bloomington,2019-03-01,58,22,18,1,1
Fargo,2019-03-01,56,29,15,0,0
Helena,2019-03-01,51,16,25,0,8
Bozeman,2019-03-01,62,16,20,0,2
Missoula,2019-03-01,63,14,19,2,2
Kalispell,2019-03-01,63,14,19,2,2
Rockford,2019-03-01,73,14,13,0,0
St. Louis,2019-03-01,67,10,23,0,0
Kansas City,2019-03-01,59,25,15,1,0
Joplin,2019-03-01,69,18,13,0,0
ColumbiaMO,2019-03-01,54,22,23,1,0
Manhattan,2019-03-01,60,28,12,0,0
Topeka,2019-03-01,60,28,12,0,0
Wichita,2019-03-01,58,19,23,0,0
Little Rock-North Little Rock-Conway,2019-03-01,66,8,26,0,0
Fayetteville-Springdale-Rogers,2019-03-01,64,12,24,0,0
Oklahoma City,2019-03-01,69,8,22,0,1
Dallas-Fort Worth-Arlington,2019-03-01,71,5,24,0,0
Tyler,2019-03-01,73,1,26,0,0
Killeen-Temple,2019-03-01,74,5,21,0,0
Houston-The Woodlands-Sugar Land,2019-03-01,78,3,19,0,0
College Station-Bryan,2019-03-01,74,5,21,0,0
San Antonio-New Braunfels,2019-03-01,72,3,24,1,0
Brownsville-Harlingen,2019-03-01,83,2,15,0,0
Austin-Round Rock,2019-03-01,70,5,24,1,0
El Paso,2019-03-01,74,2,24,0,0
Denver-Aurora-Lakewood,2019-03-01,67,13,20,0,0
Boulder,2019-03-01,67,13,20,0,0
Colorado Springs,2019-03-01,73,10,17,0,0
Salt Lake City,2019-03-01,68,7,25,0,0
Ogden-Clearfield,2019-03-01,68,7,25,0,0
Phoenix-Mesa-Scottsdale,2019-03-01,66,7,26,0,1
Tucson,2019-03-01,66,5,28,0,1
Prescott,2019-03-01,66,7,26,0,1
Albuquerque,2019-03-01,71,4,24,0,1
Las Vegas-Henderson-Paradise,2019-03-01,63,3,33,0,1
Reno,2019-03-01,64,7,27,1,1
Los Angeles-Long Beach-Anaheim,2019-03-01,71,3,26,0,0
Riverside-San Bernardino-Ontario,2019-03-01,71,3,26,0,0
San Diego-Carlsbad,2019-03-01,74,3,21,1,1
Oxnard-Thousand Oaks-Ventura,2019-03-01,71,3,26,0,0
Bakersfield,2019-03-01,61,3,36,0,0
Salinas,2019-03-01,72,6,22,0,0
San Francisco-Oakland-Hayward,2019-03-01,72,6,21,0,1
San Jose-Sunnyvale-Santa Clara,2019-03-01,72,6,21,0,1
Stockton-Lodi,2019-03-01,73,5,21,0,1
Sacramento--Roseville--Arden-Arcade,2019-03-01,73,5,21,0,1
Chico,2019-03-01,78,5,15,0,2
Urban Honolulu,2019-03-01,69,4,26,1,0
Portland-Vancouver-Hillsboro,2019-03-01,75,5,19,0,1
Eugene,2019-03-01,69,8,19,1,3
Medford,2019-03-01,71,6,19,1,3
Seattle-Tacoma-Bellevue,2019-03-01,73,4,22,0,1
Spokane-Spokane Valley,2019-03-01,75,5,20,0,0
Anchorage,2019-03-01,73,6,19,1,1
Springfield,2019-04-01,85,0,15,0,0
Worcester,2019-04-01,81,1,18,0,0
Boston-Cambridge-Newton,2019-04-01,81,1,18,0,0
Providence-Warwick,2019-04-01,78,1,20,0,1
Manchester-Nashua,2019-04-01,81,1,18,0,0
Concord,2019-04-01,81,1,18,0,0
Portland-South Portland,2019-04-01,82,2,16,0,0
Lewiston-Auburn,2019-04-01,82,2,16,0,0
Bangor,2019-04-01,78,3,18,0,1
Augusta-Waterville,2019-04-01,72,1,26,0,1
Hartford-West Hartford-East Hartford,2019-04-01,78,2,20,0,0
Norwich-New London,2019-04-01,78,2,20,0,0
New Haven-Milford,2019-04-01,78,2,20,0,0
Bridgeport-Stamford-Norwalk,2019-04-01,78,2,20,0,0
Torrington,2019-04-01,78,2,20,0,0
New York-Newark-Jersey City,2019-04-01,82,0,17,1,0
Albany-Schenectady-Troy,2019-04-01,78,4,18,0,0
Kingston,2019-04-01,78,4,18,0,0
Syracuse,2019-04-01,78,2,20,0,0
Utica-Rome,2019-04-01,87,0,13,0,0
Watertown-Fort Drum,2019-04-01,85,5,9,0,1
Binghamton,2019-04-01,86,0,14,0,0
Batavia,2019-04-01,73,3,24,0,0
Buffalo-Cheektowaga-Niagara Falls,2019-04-01,81,1,18,0,0
Rochester,2019-04-01,73,3,24,0,0
Jamestown-Dunkirk-Fredonia,2019-04-01,71,0,25,0,4
Ithaca,2019-04-01,81,1,18,0,0
Pittsburgh,2019-04-01,83,1,16,0,0
Warren,2019-04-01,71,0,25,0,4
Erie,2019-04-01,71,0,25,0,4
Harrisburg-Carlisle,2019-04-01,85,1,14,0,0
Lancaster,2019-04-01,85,1,14,0,0
York-Hanover,2019-04-01,85,1,14,0,0
Williamsport,2019-04-01,86,1,13,0,0
Allentown-Bethlehem-Easton,2019-04-01,86,1,13,0,0
Philadelphia-Camden-Wilmington,2019-04-01,84,1,15,0,0
Washington-Arlington-Alexandria,2019-04-01,83,1,15,0,1
Baltimore-Columbia-Towson,2019-04-01,82,1,17,0,0
Charlottesville,2019-04-01,86,4,9,0,1
Richmond,2019-04-01,76,0,23,1,0
Virginia Beach-Norfolk-Newport News,2019-04-01,80,2,17,0,1
Wheeling,2019-04-01,83,2,14,0,1
Morgantown,2019-04-01,72,2,24,0,2
Raleigh,2019-04-01,80,1,18,1,0
Durham-Chapel Hill,2019-04-01,80,1,18,1,0
Charlotte-Concord-Gastonia,2019-04-01,80,2,18,0,0
ColumbiaSC,2019-04-01,82,2,16,0,0
Charleston-North Charleston,2019-04-01,79,4,16,1,0
Greenville-Anderson-Mauldin,2019-04-01,77,4,18,1,0
Atlanta-Sandy Springs-Roswell,2019-04-01,76,2,22,0,0
Athens-Clarke County,2019-04-01,81,2,17,0,0
Savannah,2019-04-01,75,1,23,0,1
Jacksonville,2019-04-01,70,1,29,0,0
Orlando-Kissimmee-Sanford,2019-04-01,77,1,22,0,0
Palm Bay-Melbourne-Titusville,2019-04-01,77,1,22,0,0
Miami-Fort Lauderdale-West Palm Beach,2019-04-01,71,1,27,1,0
Tampa-St. Petersburg-Clearwater,2019-04-01,75,2,23,0,0
Cape Coral-Fort Myers,2019-04-01,80,2,18,0,0
North Port-Sarasota-Bradenton,2019-04-01,75,2,23,0,0
Clarksville,2019-04-01,79,0,20,1,0
Nashville-Davidson--Murfreesboro--Franklin,2019-04-01,79,0,20,1,0
Memphis,2019-04-01,78,2,19,1,0
Lexington-Fayette,2019-04-01,79,0,20,1,0
Columbus,2019-04-01,80,2,17,0,1
Cleveland-Elyria,2019-04-01,81,2,17,0,0
Canton-Massillon,2019-04-01,81,2,17,0,0
Cincinnati,2019-04-01,80,1,19,0,0
Dayton,2019-04-01,81,3,15,1,0
Findlay,2019-04-01,68,12,20,0,0
Indianapolis-Carmel-Anderson,2019-04-01,79,2,18,1,0
Chicago-Naperville-Elgin,2019-04-01,76,2,19,0,3
Bloomington,2019-04-01,79,2,18,1,0
Detroit-Warren-Dearborn,2019-04-01,76,4,20,0,0
Dubuque,2019-04-01,73,11,16,0,0
Milwaukee-Waukesha-West Allis,2019-04-01,80,2,18,0,0
Racine,2019-04-01,80,2,18,0,0
Madison,2019-04-01,81,3,15,0,1
Manitowoc,2019-04-01,81,3,16,0,0
La Crosse-Onalaska,2019-04-01,77,7,16,0,0
Oshkosh-Neenah,2019-04-01,81,3,16,0,0
Minneapolis-St. Paul-Bloomington,2019-04-01,77,4,18,0,1
Fargo,2019-04-01,73,12,13,1,1
Helena,2019-04-01,57,0,43,0,0
Bozeman,2019-04-01,84,0,14,0,2
Missoula,2019-04-01,80,4,13,0,3
Kalispell,2019-04-01,80,4,13,0,3
Rockford,2019-04-01,78,7,15,0,0
St. Louis,2019-04-01,70,4,26,0,0
Kansas City,2019-04-01,75,5,19,1,0
Joplin,2019-04-01,72,8,20,0,0
ColumbiaMO,2019-04-01,74,6,20,0,0
Manhattan,2019-04-01,73,7,19,0,1
Topeka,2019-04-01,73,7,19,0,1
Wichita,2019-04-01,76,3,20,0,1
Little Rock-North Little Rock-Conway,2019-04-01,77,5,18,0,0
Fayetteville-Springdale-Rogers,2019-04-01,74,3,23,0,0
Oklahoma City,2019-04-01,76,2,22,0,0
Dallas-Fort Worth-Arlington,2019-04-01,75,2,23,0,0
Tyler,2019-04-01,75,6,19,0,0
Killeen-Temple,2019-04-01,76,4,20,0,0
Houston-The Woodlands-Sugar Land,2019-04-01,76,2,22,0,0
College Station-Bryan,2019-04-01,76,4,20,0,0
San Antonio-New Braunfels,2019-04-01,76,2,22,0,0
Brownsville-Harlingen,2019-04-01,66,2,32,0,0
Austin-Round Rock,2019-04-01,78,2,18,1,1
El Paso,2019-04-01,74,1,25,0,0
Denver-Aurora-Lakewood,2019-04-01,78,1,20,0,1
Boulder,2019-04-01,78,1,20,0,1
Colorado Springs,2019-04-01,78,1,21,0,0
Salt Lake City,2019-04-01,78,2,19,0,1
Ogden-Clearfield,2019-04-01,78,2,19,0,1
Phoenix-Mesa-Scottsdale,2019-04-01,75,0,24,0,1
Tucson,2019-04-01,76,1,23,0,0
Prescott,2019-04-01,75,0,24,0,1
Albuquerque,2019-04-01,78,2,19,0,1
Las Vegas-Henderson-Paradise,2019-04-01,68,1,30,0,1
Reno,2019-04-01,74,2,21,2,1
Los Angeles-Long Beach-Anaheim,2019-04-01,76,1,22,0,1
Riverside-San Bernardino-Ontario,2019-04-01,76,1,22,0,1
San Diego-Carlsbad,2019-04-01,78,1,20,1,0
Oxnard-Thousand Oaks-Ventura,2019-04-01,76,1,22,0,1
Bakersfield,2019-04-01,78,0,22,0,0
Salinas,2019-04-01,81,0,19,0,0
San Francisco-Oakland-Hayward,2019-04-01,80,1,18,0,1
San Jose-Sunnyvale-Santa Clara,2019-04-01,80,1,18,0,1
Stockton-Lodi,2019-04-01,78,1,20,0,1
Sacramento--Roseville--Arden-Arcade,2019-04-01,78,1,20,0,1
Chico,2019-04-01,79,3,16,0,2
Urban Honolulu,2019-04-01,78,2,20,0,0
Portland-Vancouver-Hillsboro,2019-04-01,78,8,14,0,0
Eugene,2019-04-01,65,22,13,0,0
Medford,2019-04-01,81,2,16,0,1
Seattle-Tacoma-Bellevue,2019-04-01,77,4,19,0,0
Spokane-Spokane Valley,2019-04-01,71,9,20,0,0
Anchorage,2019-04-01,75,5,20,0,0
Springfield,2019-05-01,79,0,17,1,3
Worcester,2019-05-01,77,2,21,0,0
Boston-Cambridge-Newton,2019-05-01,77,2,21,0,0
Providence-Warwick,2019-05-01,76,2,21,0,1
Manchester-Nashua,2019-05-01,77,2,21,0,0
Concord,2019-05-01,77,2,21,0,0
Portland-South Portland,2019-05-01,79,1,20,0,0
Lewiston-Auburn,2019-05-01,79,1,20,0,0
Bangor,2019-05-01,83,0,17,0,0
Augusta-Waterville,2019-05-01,75,3,21,0,1
Hartford-West Hartford-East Hartford,2019-05-01,80,3,17,0,0
Norwich-New London,2019-05-01,80,3,17,0,0
New Haven-Milford,2019-05-01,80,3,17,0,0
Bridgeport-Stamford-Norwalk,2019-05-01,80,3,17,0,0
Torrington,2019-05-01,80,3,17,0,0
New York-Newark-Jersey City,2019-05-01,76,2,21,1,0
Albany-Schenectady-Troy,2019-05-01,76,3,21,0,0
Kingston,2019-05-01,76,3,21,0,0
Syracuse,2019-05-01,76,4,19,1,0
Utica-Rome,2019-05-01,74,1,25,0,0
Watertown-Fort Drum,2019-05-01,83,2,14,0,1
Binghamton,2019-05-01,83,3,14,0,0
Batavia,2019-05-01,66,9,24,0,1
Buffalo-Cheektowaga-Niagara Falls,2019-05-01,74,4,22,0,0
Rochester,2019-05-01,66,9,24,0,1
Jamestown-Dunkirk-Fredonia,2019-05-01,86,1,11,1,1
Ithaca,2019-05-01,78,5,16,1,0
Pittsburgh,2019-05-01,78,4,17,1,0
Warren,2019-05-01,86,1,11,1,1
Erie,2019-05-01,86,1,11,1,1
Harrisburg-Carlisle,2019-05-01,82,3,15,0,0
Lancaster,2019-05-01,82,3,15,0,0
York-Hanover,2019-05-01,82,3,15,0,0
Williamsport,2019-05-01,76,3,21,0,0
Allentown-Bethlehem-Easton,2019-05-01,76,3,21,0,0
Philadelphia-Camden-Wilmington,2019-05-01,79,2,19,0,0
Washington-Arlington-Alexandria,2019-05-01,79,3,17,0,1
Baltimore-Columbia-Towson,2019-05-01,80,1,18,1,0
Charlottesville,2019-05-01,78,2,18,0,2
Richmond,2019-05-01,80,2,17,0,1
Virginia Beach-Norfolk-Newport News,2019-05-01,73,3,24,0,0
Wheeling,2019-05-01,67,1,30,0,2
Morgantown,2019-05-01,70,2,26,0,2
Raleigh,2019-05-01,76,3,21,0,0
Durham-Chapel Hill,2019-05-01,76,3,21,0,0
Charlotte-Concord-Gastonia,2019-05-01,73,2,24,1,0
ColumbiaSC,2019-05-01,81,2,17,0,0
Charleston-North Charleston,2019-05-01,75,6,18,0,1
Greenville-Anderson-Mauldin,2019-05-01,74,3,22,0,1
Atlanta-Sandy Springs-Roswell,2019-05-01,72,3,24,0,1
Athens-Clarke County,2019-05-01,74,3,22,1,0
Savannah,2019-05-01,77,1,19,0,3
Jacksonville,2019-05-01,70,3,23,0,4
Orlando-Kissimmee-Sanford,2019-05-01,72,3,25,0,0
Palm Bay-Melbourne-Titusville,2019-05-01,72,3,25,0,0
Miami-Fort Lauderdale-West Palm Beach,2019-05-01,73,3,23,0,1
Tampa-St. Petersburg-Clearwater,2019-05-01,71,3,25,1,0
Cape Coral-Fort Myers,2019-05-01,65,6,27,1,1
North Port-Sarasota-Bradenton,2019-05-01,71,3,25,1,0
Clarksville,2019-05-01,72,4,23,0,1
Nashville-Davidson--Murfreesboro--Franklin,2019-05-01,72,4,23,0,1
Memphis,2019-05-01,70,8,20,1,1
Lexington-Fayette,2019-05-01,78,2,19,0,1
Columbus,2019-05-01,79,2,18,0,1
Cleveland-Elyria,2019-05-01,76,4,20,0,0
Canton-Massillon,2019-05-01,76,4,20,0,0
Cincinnati,2019-05-01,74,4,22,0,0
Dayton,2019-05-01,77,2,21,0,0
Findlay,2019-05-01,73,12,15,0,0
Indianapolis-Carmel-Anderson,2019-05-01,73,3,23,0,1
Chicago-Naperville-Elgin,2019-05-01,70,6,21,0,3
Bloomington,2019-05-01,73,3,23,0,1
Detroit-Warren-Dearborn,2019-05-01,66,10,24,0,0
Dubuque,2019-05-01,62,16,22,0,0
Milwaukee-Waukesha-West Allis,2019-05-01,76,6,18,0,0
Racine,2019-05-01,76,6,18,0,0
Madison,2019-05-01,80,4,16,0,0
Manitowoc,2019-05-01,76,5,19,0,0
La Crosse-Onalaska,2019-05-01,67,8,21,2,2
Oshkosh-Neenah,2019-05-01,76,5,19,0,0
Minneapolis-St. Paul-Bloomington,2019-05-01,72,6,21,0,1
Fargo,2019-05-01,69,5,26,0,0
Helena,2019-05-01,63,8,25,0,4
Bozeman,2019-05-01,69,6,21,0,4
Missoula,2019-05-01,68,4,20,1,7
Kalispell,2019-05-01,68,4,20,1,7
Rockford,2019-05-01,71,7,15,3,4
St. Louis,2019-05-01,55,21,24,0,0
Kansas City,2019-05-01,54,20,25,0,1
Joplin,2019-05-01,42,46,12,0,0
ColumbiaMO,2019-05-01,44,34,22,0,0
Manhattan,2019-05-01,49,37,12,1,1
Topeka,2019-05-01,49,37,12,1,1
Wichita,2019-05-01,51,31,18,0,0
Little Rock-North Little Rock-Conway,2019-05-01,35,55,10,0,0
Fayetteville-Springdale-Rogers,2019-05-01,37,48,15,0,0
Oklahoma City,2019-05-01,54,27,19,0,0
Dallas-Fort Worth-Arlington,2019-05-01,64,12,24,0,0
Tyler,2019-05-01,65,14,21,0,0
Killeen-Temple,2019-05-01,66,8,26,0,0
Houston-The Woodlands-Sugar Land,2019-05-01,59,21,20,0,0
College Station-Bryan,2019-05-01,66,8,26,0,0
San Antonio-New Braunfels,2019-05-01,65,6,28,0,1
Brownsville-Harlingen,2019-05-01,64,4,32,0,0
Austin-Round Rock,2019-05-01,65,12,23,0,0
El Paso,2019-05-01,67,2,31,0,0
Denver-Aurora-Lakewood,2019-05-01,71,6,22,0,1
Boulder,2019-05-01,71,6,22,0,1
Colorado Springs,2019-05-01,70,4,26,0,0
Salt Lake City,2019-05-01,72,4,23,0,1
Ogden-Clearfield,2019-05-01,72,4,23,0,1
Phoenix-Mesa-Scottsdale,2019-05-01,71,2,26,0,1
Tucson,2019-05-01,65,5,29,0,1
Prescott,2019-05-01,71,2,26,0,1
Albuquerque,2019-05-01,69,5,26,0,0
Las Vegas-Henderson-Paradise,2019-05-01,63,2,33,0,2
Reno,2019-05-01,77,1,20,0,2
Los Angeles-Long Beach-Anaheim,2019-05-01,75,2,22,0,1
Riverside-San Bernardino-Ontario,2019-05-01,75,2,22,0,1
San Diego-Carlsbad,2019-05-01,75,2,22,0,1
Oxnard-Thousand Oaks-Ventura,2019-05-01,75,2,22,0,1
Bakersfield,2019-05-01,78,2,20,0,0
Salinas,2019-05-01,75,3,21,0,1
San Francisco-Oakland-Hayward,2019-05-01,75,3,21,0,1
San Jose-Sunnyvale-Santa Clara,2019-05-01,75,3,21,0,1
Stockton-Lodi,2019-05-01,75,2,21,0,2
Sacramento--Roseville--Arden-Arcade,2019-05-01,75,2,21,0,2
Chico,2019-05-01,75,4,21,0,0
Urban Honolulu,2019-05-01,71,3,23,1,2
Portland-Vancouver-Hillsboro,2019-05-01,77,2,19,0,2
Eugene,2019-05-01,79,1,18,1,1
Medford,2019-05-01,72,2,21,1,4
Seattle-Tacoma-Bellevue,2019-05-01,74,3,22,0,1
Spokane-Spokane Valley,2019-05-01,72,6,21,0,1
Anchorage,2019-05-01,79,1,18,1,1
Springfield,2019-06-01,79,1,20,0,0
Worcester,2019-06-01,78,1,21,0,0
Boston-Cambridge-Newton,2019-06-01,78,1,21,0,0
Providence-Warwick,2019-06-01,79,2,19,0,0
Manchester-Nashua,2019-06-01,78,1,21,0,0
Concord,2019-06-01,78,1,21,0,0
Portland-South Portland,2019-06-01,82,1,17,0,0
Lewiston-Auburn,2019-06-01,82,1,17,0,0
Bangor,2019-06-01,73,2,25,0,0
Augusta-Waterville,2019-06-01,64,2,33,1,0
Hartford-West Hartford-East Hartford,2019-06-01,82,0,17,0,1
Norwich-New London,2019-06-01,82,0,17,0,1
New Haven-Milford,2019-06-01,82,0,17,0,1
Bridgeport-Stamford-Norwalk,2019-06-01,82,0,17,0,1
Torrington,2019-06-01,82,0,17,0,1
New York-Newark-Jersey City,2019-06-01,75,1,23,1,0
Albany-Schenectady-Troy,2019-06-01,77,3,19,1,0
Kingston,2019-06-01,77,3,19,1,0
Syracuse,2019-06-01,75,10,15,0,0
Utica-Rome,2019-06-01,70,6,24,0,0
Watertown-Fort Drum,2019-06-01,74,8,18,0,0
Binghamton,2019-06-01,77,7,15,0,1
Batavia,2019-06-01,78,4,18,0,0
Buffalo-Cheektowaga-Niagara Falls,2019-06-01,72,4,24,0,0
Rochester,2019-06-01,78,4,18,0,0
Jamestown-Dunkirk-Fredonia,2019-06-01,81,8,11,0,0
Ithaca,2019-06-01,74,11,12,3,0
Pittsburgh,2019-06-01,77,3,20,0,0
Warren,2019-06-01,81,8,11,0,0
Erie,2019-06-01,81,8,11,0,0
Harrisburg-Carlisle,2019-06-01,82,1,17,0,0
Lancaster,2019-06-01,82,1,17,0,0
York-Hanover,2019-06-01,82,1,17,0,0
Williamsport,2019-06-01,78,2,20,0,0
Allentown-Bethlehem-Easton,2019-06-01,78,2,20,0,0
Philadelphia-Camden-Wilmington,2019-06-01,78,3,18,1,0
Washington-Arlington-Alexandria,2019-06-01,75,3,21,0,1
Baltimore-Columbia-Towson,2019-06-01,75,2,23,0,0
Charlottesville,2019-06-01,83,2,15,0,0
Richmond,2019-06-01,74,4,21,1,0
Virginia Beach-Norfolk-Newport News,2019-06-01,72,4,24,0,0
Wheeling,2019-06-01,80,2,18,0,0
Morgantown,2019-06-01,65,11,24,0,0
Raleigh,2019-06-01,74,6,19,1,0
Durham-Chapel Hill,2019-06-01,74,6,19,1,0
Charlotte-Concord-Gastonia,2019-06-01,68,7,24,0,1
ColumbiaSC,2019-06-01,74,1,23,2,0
Charleston-North Charleston,2019-06-01,66,5,27,1,1
Greenville-Anderson-Mauldin,2019-06-01,73,5,22,0,0
Atlanta-Sandy Springs-Roswell,2019-06-01,70,3,26,1,0
Athens-Clarke County,2019-06-01,77,3,20,0,0
Savannah,2019-06-01,73,2,23,1,1
Jacksonville,2019-06-01,70,2,28,0,0
Orlando-Kissimmee-Sanford,2019-06-01,71,2,26,1,0
Palm Bay-Melbourne-Titusville,2019-06-01,71,2,26,1,0
Miami-Fort Lauderdale-West Palm Beach,2019-06-01,70,1,28,1,0
Tampa-St. Petersburg-Clearwater,2019-06-01,70,3,26,1,0
Cape Coral-Fort Myers,2019-06-01,74,3,22,0,1
North Port-Sarasota-Bradenton,2019-06-01,70,3,26,1,0
Clarksville,2019-06-01,71,3,26,0,0
Nashville-Davidson--Murfreesboro--Franklin,2019-06-01,71,3,26,0,0
Memphis,2019-06-01,72,8,20,0,0
Lexington-Fayette,2019-06-01,69,4,25,0,2
Columbus,2019-06-01,70,9,20,1,0
Cleveland-Elyria,2019-06-01,71,8,21,0,0
Canton-Massillon,2019-06-01,71,8,21,0,0
Cincinnati,2019-06-01,74,4,22,0,0
Dayton,2019-06-01,73,4,23,0,0
Findlay,2019-06-01,78,7,15,0,0
Indianapolis-Carmel-Anderson,2019-06-01,73,7,20,0,0
Chicago-Naperville-Elgin,2019-06-01,69,4,24,0,3
Bloomington,2019-06-01,73,7,20,0,0
Detroit-Warren-Dearborn,2019-06-01,71,4,25,0,0
Dubuque,2019-06-01,70,6,23,0,1
Milwaukee-Waukesha-West Allis,2019-06-01,72,3,24,0,1
Racine,2019-06-01,72,3,24,0,1
Madison,2019-06-01,76,4,19,0,1
Manitowoc,2019-06-01,79,3,16,0,2
La Crosse-Onalaska,2019-06-01,74,5,20,0,1
Oshkosh-Neenah,2019-06-01,79,3,16,0,2
Minneapolis-St. Paul-Bloomington,2019-06-01,74,3,22,0,1
Fargo,2019-06-01,78,3,19,0,0
Helena,2019-06-01,78,6,11,0,5
Bozeman,2019-06-01,82,1,14,0,3
Missoula,2019-06-01,74,3,21,0,2
Kalispell,2019-06-01,74,3,21,0,2
Rockford,2019-06-01,68,7,22,1,2
St. Louis,2019-06-01,54,23,23,0,0
Kansas City,2019-06-01,64,13,23,0,0
Joplin,2019-06-01,50,21,24,0,5
ColumbiaMO,2019-06-01,49,34,17,0,0
Manhattan,2019-06-01,56,15,27,1,1
Topeka,2019-06-01,56,15,27,1,1
Wichita,2019-06-01,65,7,26,2,0
Little Rock-North Little Rock-Conway,2019-06-01,53,36,11,0,0
Fayetteville-Springdale-Rogers,2019-06-01,56,14,29,0,1
Oklahoma City,2019-06-01,65,11,23,1,0
Dallas-Fort Worth-Arlington,2019-06-01,68,6,26,0,0
Tyler,2019-06-01,64,5,31,0,0
Killeen-Temple,2019-06-01,71,3,25,0,1
Houston-The Woodlands-Sugar Land,2019-06-01,67,7,26,0,0
College Station-Bryan,2019-06-01,71,3,25,0,1
San Antonio-New Braunfels,2019-06-01,68,3,28,1,0
Brownsville-Harlingen,2019-06-01,69,3,28,0,0
Austin-Round Rock,2019-06-01,69,4,25,1,1
El Paso,2019-06-01,65,1,33,0,1
Denver-Aurora-Lakewood,2019-06-01,72,3,23,0,2
Boulder,2019-06-01,72,3,23,0,2
Colorado Springs,2019-06-01,73,4,22,0,1
Salt Lake City,2019-06-01,73,2,25,0,0
Ogden-Clearfield,2019-06-01,73,2,25,0,0
Phoenix-Mesa-Scottsdale,2019-06-01,82,1,15,0,2
Tucson,2019-06-01,68,1,29,0,2
Prescott,2019-06-01,82,1,15,0,2
Albuquerque,2019-06-01,75,2,22,0,1
Las Vegas-Henderson-Paradise,2019-06-01,64,1,34,0,1
Reno,2019-06-01,73,1,24,0,2
Los Angeles-Long Beach-Anaheim,2019-06-01,76,1,22,0,1
Riverside-San Bernardino-Ontario,2019-06-01,76,1,22,0,1
San Diego-Carlsbad,2019-06-01,77,1,20,1,1
Oxnard-Thousand Oaks-Ventura,2019-06-01,76,1,22,0,1
Bakersfield,2019-06-01,79,1,20,0,0
Salinas,2019-06-01,79,0,20,1,0
San Francisco-Oakland-Hayward,2019-06-01,79,1,18,0,2
San Jose-Sunnyvale-Santa Clara,2019-06-01,79,1,18,0,2
Stockton-Lodi,2019-06-01,79,1,17,0,3
Sacramento--Roseville--Arden-Arcade,2019-06-01,79,1,17,0,3
Chico,2019-06-01,82,1,16,1,0
Urban Honolulu,2019-06-01,73,2,25,0,0
Portland-Vancouver-Hillsboro,2019-06-01,79,2,18,0,1
Eugene,2019-06-01,84,1,15,0,0
Medford,2019-06-01,82,0,17,0,1
Seattle-Tacoma-Bellevue,2019-06-01,74,1,23,0,2
Spokane-Spokane Valley,2019-06-01,76,1,20,0,3
Anchorage,2019-06-01,76,2,17,0,5
Springfield,2019-07-01,77,1,21,1,0
Worcester,2019-07-01,77,2,20,0,1
Boston-Cambridge-Newton,2019-07-01,77,2,20,0,1
Providence-Warwick,2019-07-01,74,1,24,1,0
Manchester-Nashua,2019-07-01,77,2,20,0,1
Concord,2019-07-01,77,2,20,0,1
Portland-South Portland,2019-07-01,74,2,24,0,0
Lewiston-Auburn,2019-07-01,74,2,24,0,0
Bangor,2019-07-01,77,1,22,0,0
Augusta-Waterville,2019-07-01,73,2,25,0,0
Hartford-West Hartford-East Hartford,2019-07-01,77,2,20,1,0
Norwich-New London,2019-07-01,77,2,20,1,0
New Haven-Milford,2019-07-01,77,2,20,1,0
Bridgeport-Stamford-Norwalk,2019-07-01,77,2,20,1,0
Torrington,2019-07-01,77,2,20,1,0
New York-Newark-Jersey City,2019-07-01,77,3,19,1,0
Albany-Schenectady-Troy,2019-07-01,75,2,23,0,0
Kingston,2019-07-01,75,2,23,0,0
Syracuse,2019-07-01,81,0,19,0,0
Utica-Rome,2019-07-01,74,6,20,0,0
Watertown-Fort Drum,2019-07-01,78,4,18,0,0
Binghamton,2019-07-01,79,1,18,0,2
Batavia,2019-07-01,77,2,21,0,0
Buffalo-Cheektowaga-Niagara Falls,2019-07-01,76,2,21,0,1
Rochester,2019-07-01,77,2,21,0,0
Jamestown-Dunkirk-Fredonia,2019-07-01,80,3,16,0,1
Ithaca,2019-07-01,76,0,22,1,1
Pittsburgh,2019-07-01,74,9,17,0,0
Warren,2019-07-01,80,3,16,0,1
Erie,2019-07-01,80,3,16,0,1
Harrisburg-Carlisle,2019-07-01,81,2,17,0,0
Lancaster,2019-07-01,81,2,17,0,0
York-Hanover,2019-07-01,81,2,17,0,0
Williamsport,2019-07-01,80,2,17,1,0
Allentown-Bethlehem-Easton,2019-07-01,80,2,17,1,0
Philadelphia-Camden-Wilmington,2019-07-01,80,4,16,0,0
Washington-Arlington-Alexandria,2019-07-01,71,10,19,0,0
Baltimore-Columbia-Towson,2019-07-01,78,5,16,0,1
Charlottesville,2019-07-01,74,6,14,3,3
Richmond,2019-07-01,79,3,18,0,0
Virginia Beach-Norfolk-Newport News,2019-07-01,74,3,23,0,0
Wheeling,2019-07-01,65,6,29,0,0
Morgantown,2019-07-01,69,5,25,0,1
Raleigh,2019-07-01,74,4,22,0,0
Durham-Chapel Hill,2019-07-01,74,4,22,0,0
Charlotte-Concord-Gastonia,2019-07-01,69,3,27,1,0
ColumbiaSC,2019-07-01,80,3,15,1,1
Charleston-North Charleston,2019-07-01,75,4,21,0,0
Greenville-Anderson-Mauldin,2019-07-01,74,3,21,1,1
