,Feature,Importance
0,zri_lag1,0.822719530472701
1,zri_lag2,0.1770651604361337
2,zri_lag3,0.00010140392223877805
4,zri_lag5,5.985180960748482e-05
3,zri_lag4,5.40533593190353e-05
