zip,RMSE_train,RMSE_test,RMSE_pure,forecast
1013,7.830567588144891,32.6146092013403,34.96784202033127,"[1111.17192008 1108.78384641 1107.36115261 1107.64743744 1107.71462076
 1107.91246307 1108.25428037 1108.56343575 1108.78990008 1108.84420901
 1108.63169415 1108.0986527 ]"
1020,6.968888844797535,52.978387399592705,56.066861527849824,"[1126.09001742 1122.94915735 1120.4419947  1121.7983851  1121.01617569
 1119.98713866 1119.01148148 1118.08782554 1117.6611346  1117.70568272
 1117.6423318  1117.45049217]"
1040,6.374392469754649,48.55350754354033,50.98587951010811,"[1101.8631552  1099.61997001 1096.77175929 1080.13644928 1081.70121144
 1083.03968326 1082.96624199 1083.14786774 1082.43751566 1081.29655959
 1079.80754389 1077.90194248]"
1085,7.014131166638888,29.18603412626721,29.253734619468748,"[1162.90521605 1162.1891814  1162.77827781 1162.16150682 1161.78183904
 1161.83057385 1162.11459931 1162.58691288 1163.22465019 1164.07914187
 1165.24930655 1166.78339866]"
1104,7.300700911375356,30.857200433481143,30.941655757763712,"[1121.3657295  1122.02169077 1120.49256452 1119.62677823 1123.85997991
 1127.18948864 1130.14228447 1131.44466653 1131.75352693 1130.22790333
 1128.1602867  1125.79880044]"
1108,8.746341834185836,61.38292613116575,60.516452938431335,"[1171.82052922 1168.26794077 1163.17939119 1159.55042158 1156.6485333
 1154.592493   1152.37205611 1149.69784446 1146.89525099 1143.96774761
 1140.66647312 1137.42412543]"
1109,7.829275316724623,33.64978549247876,33.352024583556435,"[1159.73740805 1160.68127427 1160.65162551 1157.73645714 1160.68133487
 1163.64254383 1166.17935308 1168.3886412  1170.53738321 1172.56706407
 1174.4284033  1176.10806406]"
1420,9.667879973756586,85.31575443664488,86.47148433796507,"[1229.29439499 1228.43437536 1227.24812747 1225.08465099 1222.81283587
 1220.39770996 1217.82975672 1215.19070754 1212.6227029  1210.13341436
 1207.43143714 1203.9533561 ]"
1440,7.778390213915989,52.81636153661166,51.74873784278435,"[1192.70898626 1196.22889728 1197.61135138 1193.31525884 1188.97935742
 1184.74481792 1180.59436418 1176.26248066 1171.51256735 1166.15383498
 1160.02013959 1152.73038799]"
1453,9.308408541766317,46.89473119175297,47.209102977690286,"[1335.5158476  1337.39574181 1336.45039179 1326.32111399 1315.43574137
 1303.7899359  1291.11469402 1277.00852682 1267.06571927 1262.85477025
 1259.30175967 1256.22436596]"
1545,9.241451747227307,93.45114037258483,98.80089120235523,"[1519.35485643 1516.96639046 1515.00712984 1511.41154062 1502.8267749
 1493.99827589 1486.48228255 1480.04989443 1474.77220331 1470.81674941
 1467.7721375  1465.35731399]"
1550,7.4730067663832696,44.66050559493169,45.75214881453841,"[1244.73856886 1251.46845129 1256.43663324 1251.56019802 1244.10989745
 1232.39448804 1217.32870585 1202.5593965  1187.42306546 1172.61161607
 1159.78534909 1149.36804368]"
1602,8.690768024216371,27.750931950099037,29.250545224796397,"[1388.16953924 1388.5587452  1389.28551707 1389.22350905 1388.4823935
 1387.57051105 1384.59483761 1380.71599776 1376.13067071 1370.49099509
 1363.18873061 1353.04890934]"
1603,9.802358141519234,43.050881220281894,44.28442723772059,"[1303.55999283 1307.68051968 1310.84034934 1306.02856823 1301.30281095
 1296.12785271 1290.4532309  1284.82487264 1279.42948371 1274.44929499
 1270.02517271 1266.19802575]"
1604,9.207025919747831,47.07274771057603,48.26621813577758,"[1333.59243942 1332.48562717 1330.2163969  1324.72265903 1319.4742401
 1316.10772101 1314.10277041 1313.15220849 1316.05261287 1318.63490771
 1320.59890951 1321.69102176]"
1605,7.327008744314567,64.3057821063776,66.31686141467357,"[1294.94044258 1291.37494555 1287.85144389 1283.62248103 1279.27924235
 1274.65870126 1269.88527011 1265.09209022 1260.29586611 1254.02762005
 1250.70701125 1253.13152768]"
1610,11.45485811699815,49.05068249537818,49.3969228548612,"[1312.02271847 1312.6353086  1313.32705018 1310.04187317 1306.40292376
 1301.8864563  1295.92339749 1287.76957437 1278.5955581  1268.98626506
 1264.49614232 1262.6235004 ]"
1702,10.761005556139567,124.95843565289007,127.07131311793347,"[2256.72775523 2245.83269909 2236.01439627 2229.86414159 2225.69834275
 2223.87591383 2224.54196632 2227.43500258 2231.40248632 2236.36775113
 2241.77329686 2247.20221797]"
1752,14.36945061775709,132.15815637731856,135.419698469635,"[2063.78495668 2061.17617743 2057.75630739 2050.92817652 2044.67242762
 2038.37042917 2031.4678983  2023.66050472 2014.69671979 2004.51881557
 1992.4589023  1979.00328389]"
1757,8.265897232070488,55.45204250223454,54.40573348006655,"[1450.84049232 1453.37056694 1454.53004186 1452.47212354 1450.36802398
 1448.42987559 1446.713889   1445.14112465 1443.68855226 1442.3012265
 1440.90517168 1439.43779652]"
1760,10.96074789375203,129.53392210467254,131.462123237824,"[2265.38860557 2257.10979234 2250.80745186 2252.30718512 2254.73647895
 2258.24713307 2262.83215142 2268.57663159 2274.14815485 2279.80763754
 2285.37788642 2292.59373315]"
1801,11.829249762653001,71.11370670048859,73.06813456178466,"[2275.80430229 2271.77343906 2269.13170507 2263.64068963 2258.68564072
 2254.04556002 2249.43276775 2243.72791335 2237.2485494  2232.1039811
 2228.38751444 2225.8643739 ]"
1830,8.21509363171619,48.942574855384045,50.03501903005897,"[1624.93034692 1624.04601221 1621.15358353 1612.30334471 1602.66978479
 1593.66546991 1586.12718205 1580.29183843 1575.96158073 1572.87425436
 1570.78086021 1569.46826328]"
