zip,RMSE_train,RMSE_test,RMSE_pure,forecast
1013,7.726326695165115,12.043897400532202,48.41336171683447,"[0.6902719  0.67459511 0.66435735 0.65834159 0.65470165 0.65201348
 0.64932865 0.6457936  0.64063675 0.63164786 0.618066   0.60180198]"
1020,6.024678075591316,13.578680865777837,57.23212052350055,"[0.64429551 0.6466299  0.64793316 0.64783122 0.64553132 0.64049351
 0.63058285 0.61526551 0.59822653 0.5836495  0.57359222 0.56835336]"
1040,7.711514163657201,13.985349433625052,59.834063199066904,"[0.68909828 0.66457836 0.64932839 0.63858506 0.62841066 0.61668051
 0.60371094 0.59192069 0.58256282 0.57611287 0.57238966 0.57081372]"
1085,10.503911391220663,13.53273594553733,67.69011380158757,"[0.78375476 0.7527955  0.71825613 0.68995427 0.66963478 0.65689251
 0.65009881 0.64677872 0.6448175  0.64267512 0.63883206 0.63088013]"
1104,6.424507284156176,11.703324398664517,61.05851978416906,"[0.67642248 0.65873012 0.64673019 0.6379167  0.62876713 0.61746545
 0.60415926 0.59166831 0.58163537 0.57484318 0.57115635 0.56987475]"
1108,9.12605358188008,15.542779023109334,66.90993183215743,"[0.77807071 0.74932068 0.71515584 0.68549288 0.66363367 0.6500572
 0.64125573 0.6336664  0.62430083 0.61141412 0.59806713 0.58639641]"
1109,7.769687662572683,17.2148839382663,68.20894170324829,"[0.7191456  0.70629753 0.68611019 0.66716104 0.65254528 0.6405292
 0.62751481 0.61170032 0.59672927 0.58488575 0.57700887 0.5727178 ]"
1420,7.3701199796342065,15.265741042058792,88.52179286344976,"[0.67047167 0.6655876  0.65799893 0.65096479 0.64391504 0.63479596
 0.62194252 0.60566479 0.5905839  0.57909457 0.57206399 0.56898864]"
1440,9.334823958955205,14.276219865372008,68.10133868981397,"[0.75641901 0.7300031  0.69129578 0.65633018 0.62295634 0.59405879
 0.57512418 0.56666321 0.5662177  0.57003735 0.57470904 0.57791189]"
1453,10.094506073013603,13.3340666305279,71.13254249364456,"[0.92965984 0.85651528 0.77978188 0.71705201 0.67379353 0.64957599
 0.6361742  0.62824084 0.62176372 0.61336402 0.6033775  0.59310209]"
1545,9.180347043338378,18.379700673259897,77.60283751953992,"[0.60858293 0.60251398 0.58888277 0.57552154 0.56565496 0.55968248
 0.55735897 0.55781169 0.55996725 0.56281695 0.56557166 0.56765207]"
1550,11.146257561858954,14.018990575134488,55.83881326847944,"[0.88722923 0.82271663 0.74657939 0.68285863 0.63388998 0.59583297
 0.57411709 0.56691787 0.56959119 0.57631998 0.58243846 0.58532807]"
1602,8.135199715133822,13.167922856050039,69.2724770552101,"[0.94806961 0.88122772 0.80221743 0.73255348 0.68106725 0.64960932
 0.62927565 0.61477178 0.60417726 0.59675708 0.59116919 0.58639201]"
1603,8.498307236826186,14.382470636499935,69.55865702125011,"[0.84677619 0.8155327  0.76550597 0.7159277  0.67592137 0.64887333
 0.62827497 0.61033842 0.59697258 0.58824099 0.58310542 0.58008968]"
1604,6.519623766795824,13.261449321684367,74.39921558169343,"[0.8516674  0.81201089 0.75901901 0.71018063 0.67277798 0.64875517
 0.63137355 0.61692455 0.60427881 0.59444535 0.58716246 0.58187829]"
1605,7.383550743254112,14.279721090675473,73.90137248574615,"[0.81669834 0.76823326 0.72148739 0.68519659 0.66137885 0.64867774
 0.64277205 0.64039001 0.63886064 0.63574708 0.62828199 0.61558053]"
1610,8.37151751853875,15.607614797778785,70.55918139243192,"[0.93470897 0.88071427 0.80894594 0.74239031 0.69060209 0.65722164
 0.6356727  0.62013637 0.60762688 0.59843151 0.59161297 0.58625455]"
1702,27.030693086570974,32.50658851688583,97.44571071498123,"[0.55500706 0.5469713  0.54808817 0.55368344 0.56075536 0.56726455
 0.57147519 0.57288373 0.57215809 0.57014242 0.5678471  0.56583697]"
1752,14.073730624774054,26.14912098859541,114.44147579859198,"[0.63085356 0.62108068 0.60704491 0.59332964 0.5820506  0.57422967
 0.569865   0.56834955 0.56874592 0.56996449 0.57106653 0.57152351]"
1757,12.338901455822027,21.739261547165615,48.710453189658935,"[0.60076592 0.61406014 0.60863968 0.59267728 0.57401646 0.55782248
 0.54643318 0.5407315  0.54004745 0.54299998 0.54789487 0.55316918]"
1760,22.229906882687715,47.40139265705314,95.33996415962362,"[0.44949683 0.48149162 0.51262656 0.53813881 0.55478488 0.56211799
 0.5618887  0.557007   0.55058247 0.54496347 0.54133481 0.54006661]"
1801,17.168771757199643,21.31353303774102,97.68218750772185,"[0.65039661 0.58626172 0.54771163 0.52958003 0.52837766 0.53831989
 0.55343986 0.56862962 0.57885008 0.58250382 0.58054841 0.57540183]"
1830,13.297527334032575,10.140808205431087,56.18634457416852,"[0.83103938 0.78552887 0.7361556  0.6940495  0.66388188 0.64481733
 0.63086214 0.61881141 0.60681092 0.59632322 0.58774548 0.58122275]"
1832,9.232997097447816,13.643334274252432,73.98584924649425,"[0.84735661 0.80892567 0.75651996 0.70739215 0.66953693 0.64344512
 0.6228428  0.60561576 0.59360688 0.58623114 0.58212283 0.5797325 ]"
