Metro,datetime,isPartial,Job opportunities,Unemployment,Retirement,Layoff,Starbucks,rel_pop_Job opportunities,rel_pop_Unemployment,rel_pop_Retirement,rel_pop_Layoff,rel_pop_Starbucks
New Haven-Milford,2018-06-01,False,40.0,31.0,67.56756756756756,33.333333333333336,75.71428571428571,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2018-07-01,False,40.0,41.0,72.97297297297297,33.333333333333336,72.85714285714286,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2018-08-01,False,20.0,26.0,59.45945945945946,0.0,80.0,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2018-09-01,False,20.0,25.0,54.054054054054056,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2018-10-01,False,20.0,30.0,62.16216216216216,33.333333333333336,74.28571428571429,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2018-11-01,False,20.0,31.0,56.75675675675676,33.333333333333336,78.57142857142857,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2018-12-01,False,20.0,38.0,51.351351351351354,0.0,85.71428571428571,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-01-01,False,20.0,45.0,62.16216216216216,33.333333333333336,61.42857142857143,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-02-01,False,20.0,36.0,83.78378378378379,33.333333333333336,58.57142857142857,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-03-01,False,60.0,33.0,70.27027027027027,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-04-01,False,20.0,42.0,83.78378378378379,33.333333333333336,71.42857142857143,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-05-01,False,0.0,35.0,56.75675675675676,33.333333333333336,100.0,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-06-01,False,20.0,37.0,78.37837837837837,0.0,92.85714285714286,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-07-01,False,20.0,37.0,70.27027027027027,33.333333333333336,85.71428571428571,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-08-01,False,40.0,35.0,54.054054054054056,66.66666666666667,90.0,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-09-01,False,40.0,34.0,72.97297297297297,33.333333333333336,81.42857142857143,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-10-01,False,20.0,36.0,64.86486486486487,33.333333333333336,82.85714285714286,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-11-01,False,40.0,32.0,67.56756756756756,33.333333333333336,87.14285714285714,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2019-12-01,False,20.0,45.0,64.86486486486487,33.333333333333336,92.85714285714286,5.0,100.0,37.0,3.0,70.0
New Haven-Milford,2020-01-01,False,20.0,51.0,83.78378378378379,33.333333333333336,67.14285714285714,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-01-01,False,100.0,100.0,64.86486486486487,66.66666666666667,47.142857142857146,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-02-01,False,40.0,75.0,78.37837837837837,66.66666666666667,35.714285714285715,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-03-01,False,20.0,74.0,59.45945945945946,0.0,42.857142857142854,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-04-01,False,40.0,67.0,75.67567567567568,33.333333333333336,47.142857142857146,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-05-01,False,40.0,35.0,51.351351351351354,33.333333333333336,32.857142857142854,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-06-01,False,20.0,35.0,54.054054054054056,0.0,34.285714285714285,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-07-01,False,40.0,44.0,72.97297297297297,66.66666666666667,42.857142857142854,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-08-01,False,100.0,30.0,48.648648648648646,33.333333333333336,50.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-09-01,False,40.0,33.0,70.27027027027027,0.0,51.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-10-01,False,20.0,27.0,70.27027027027027,0.0,57.142857142857146,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-11-01,False,80.0,30.0,89.1891891891892,33.333333333333336,48.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2014-12-01,False,40.0,27.0,78.37837837837837,66.66666666666667,60.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-01-01,False,20.0,41.0,75.67567567567568,66.66666666666667,67.14285714285714,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-02-01,False,20.0,34.0,78.37837837837837,33.333333333333336,35.714285714285715,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-03-01,False,40.0,33.0,89.1891891891892,33.333333333333336,52.857142857142854,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-04-01,False,80.0,28.0,72.97297297297297,33.333333333333336,48.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-05-01,False,60.0,28.0,72.97297297297297,33.333333333333336,58.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-06-01,False,20.0,34.0,86.48648648648648,0.0,57.142857142857146,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-07-01,False,20.0,38.0,100.0,33.333333333333336,51.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-08-01,False,60.0,29.0,86.48648648648648,66.66666666666667,47.142857142857146,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-09-01,False,40.0,27.0,64.86486486486487,33.333333333333336,50.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-10-01,False,60.0,27.0,67.56756756756756,33.333333333333336,51.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-11-01,False,40.0,31.0,86.48648648648648,0.0,84.28571428571429,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2015-12-01,False,40.0,29.0,62.16216216216216,0.0,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-01-01,False,40.0,54.0,67.56756756756756,33.333333333333336,62.857142857142854,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-02-01,False,20.0,41.0,72.97297297297297,33.333333333333336,52.857142857142854,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-03-01,False,40.0,29.0,62.16216216216216,33.333333333333336,51.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-04-01,False,40.0,31.0,72.97297297297297,100.0,55.714285714285715,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-05-01,False,80.0,33.0,67.56756756756756,66.66666666666667,71.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-06-01,False,60.0,32.0,64.86486486486487,0.0,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-07-01,False,20.0,31.0,70.27027027027027,33.333333333333336,78.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-08-01,False,20.0,29.0,70.27027027027027,33.333333333333336,67.14285714285714,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-09-01,False,60.0,32.0,48.648648648648646,33.333333333333336,65.71428571428571,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-10-01,False,60.0,30.0,67.56756756756756,33.333333333333336,54.285714285714285,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-11-01,False,40.0,25.0,51.351351351351354,66.66666666666667,67.14285714285714,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2016-12-01,False,40.0,40.0,64.86486486486487,0.0,80.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-01-01,False,20.0,46.0,62.16216216216216,33.333333333333336,60.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-02-01,False,60.0,49.0,67.56756756756756,33.333333333333336,60.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-03-01,False,40.0,32.0,64.86486486486487,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-04-01,False,40.0,36.0,72.97297297297297,66.66666666666667,92.85714285714286,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-05-01,False,60.0,32.0,70.27027027027027,33.333333333333336,71.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-06-01,False,40.0,30.0,75.67567567567568,0.0,60.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-07-01,False,60.0,37.0,56.75675675675676,33.333333333333336,65.71428571428571,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-08-01,False,40.0,36.0,62.16216216216216,33.333333333333336,80.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-09-01,False,40.0,30.0,56.75675675675676,33.333333333333336,61.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-10-01,False,40.0,32.0,64.86486486486487,66.66666666666667,61.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-11-01,False,60.0,29.0,64.86486486486487,66.66666666666667,72.85714285714286,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2017-12-01,False,20.0,39.0,72.97297297297297,33.333333333333336,84.28571428571429,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-01-01,False,20.0,56.0,78.37837837837837,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-02-01,False,40.0,45.0,81.08108108108108,0.0,60.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-03-01,False,20.0,38.0,72.97297297297297,33.333333333333336,57.142857142857146,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-04-01,False,60.0,41.0,64.86486486486487,0.0,81.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-05-01,False,40.0,28.0,78.37837837837837,33.333333333333336,70.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-06-01,False,40.0,31.0,67.56756756756756,33.333333333333336,75.71428571428571,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-07-01,False,40.0,41.0,72.97297297297297,33.333333333333336,72.85714285714286,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-08-01,False,20.0,26.0,59.45945945945946,0.0,80.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-09-01,False,20.0,25.0,54.054054054054056,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-10-01,False,20.0,30.0,62.16216216216216,33.333333333333336,74.28571428571429,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-11-01,False,20.0,31.0,56.75675675675676,33.333333333333336,78.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2018-12-01,False,20.0,38.0,51.351351351351354,0.0,85.71428571428571,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-01-01,False,20.0,45.0,62.16216216216216,33.333333333333336,61.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-02-01,False,20.0,36.0,83.78378378378379,33.333333333333336,58.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-03-01,False,60.0,33.0,70.27027027027027,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-04-01,False,20.0,42.0,83.78378378378379,33.333333333333336,71.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-05-01,False,0.0,35.0,56.75675675675676,33.333333333333336,100.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-06-01,False,20.0,37.0,78.37837837837837,0.0,92.85714285714286,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-07-01,False,20.0,37.0,70.27027027027027,33.333333333333336,85.71428571428571,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-08-01,False,40.0,35.0,54.054054054054056,66.66666666666667,90.0,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-09-01,False,40.0,34.0,72.97297297297297,33.333333333333336,81.42857142857143,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-10-01,False,20.0,36.0,64.86486486486487,33.333333333333336,82.85714285714286,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-11-01,False,40.0,32.0,67.56756756756756,33.333333333333336,87.14285714285714,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2019-12-01,False,20.0,45.0,64.86486486486487,33.333333333333336,92.85714285714286,5.0,100.0,37.0,3.0,70.0
Bridgeport-Stamford-Norwalk,2020-01-01,False,20.0,51.0,83.78378378378379,33.333333333333336,67.14285714285714,5.0,100.0,37.0,3.0,70.0
Torrington,2014-01-01,False,100.0,100.0,64.86486486486487,66.66666666666667,47.142857142857146,5.0,100.0,37.0,3.0,70.0
Torrington,2014-02-01,False,40.0,75.0,78.37837837837837,66.66666666666667,35.714285714285715,5.0,100.0,37.0,3.0,70.0
Torrington,2014-03-01,False,20.0,74.0,59.45945945945946,0.0,42.857142857142854,5.0,100.0,37.0,3.0,70.0
Torrington,2014-04-01,False,40.0,67.0,75.67567567567568,33.333333333333336,47.142857142857146,5.0,100.0,37.0,3.0,70.0
Torrington,2014-05-01,False,40.0,35.0,51.351351351351354,33.333333333333336,32.857142857142854,5.0,100.0,37.0,3.0,70.0
Torrington,2014-06-01,False,20.0,35.0,54.054054054054056,0.0,34.285714285714285,5.0,100.0,37.0,3.0,70.0
Torrington,2014-07-01,False,40.0,44.0,72.97297297297297,66.66666666666667,42.857142857142854,5.0,100.0,37.0,3.0,70.0
Torrington,2014-08-01,False,100.0,30.0,48.648648648648646,33.333333333333336,50.0,5.0,100.0,37.0,3.0,70.0
Torrington,2014-09-01,False,40.0,33.0,70.27027027027027,0.0,51.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2014-10-01,False,20.0,27.0,70.27027027027027,0.0,57.142857142857146,5.0,100.0,37.0,3.0,70.0
Torrington,2014-11-01,False,80.0,30.0,89.1891891891892,33.333333333333336,48.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2014-12-01,False,40.0,27.0,78.37837837837837,66.66666666666667,60.0,5.0,100.0,37.0,3.0,70.0
Torrington,2015-01-01,False,20.0,41.0,75.67567567567568,66.66666666666667,67.14285714285714,5.0,100.0,37.0,3.0,70.0
Torrington,2015-02-01,False,20.0,34.0,78.37837837837837,33.333333333333336,35.714285714285715,5.0,100.0,37.0,3.0,70.0
Torrington,2015-03-01,False,40.0,33.0,89.1891891891892,33.333333333333336,52.857142857142854,5.0,100.0,37.0,3.0,70.0
Torrington,2015-04-01,False,80.0,28.0,72.97297297297297,33.333333333333336,48.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2015-05-01,False,60.0,28.0,72.97297297297297,33.333333333333336,58.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2015-06-01,False,20.0,34.0,86.48648648648648,0.0,57.142857142857146,5.0,100.0,37.0,3.0,70.0
Torrington,2015-07-01,False,20.0,38.0,100.0,33.333333333333336,51.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2015-08-01,False,60.0,29.0,86.48648648648648,66.66666666666667,47.142857142857146,5.0,100.0,37.0,3.0,70.0
Torrington,2015-09-01,False,40.0,27.0,64.86486486486487,33.333333333333336,50.0,5.0,100.0,37.0,3.0,70.0
Torrington,2015-10-01,False,60.0,27.0,67.56756756756756,33.333333333333336,51.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2015-11-01,False,40.0,31.0,86.48648648648648,0.0,84.28571428571429,5.0,100.0,37.0,3.0,70.0
Torrington,2015-12-01,False,40.0,29.0,62.16216216216216,0.0,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2016-01-01,False,40.0,54.0,67.56756756756756,33.333333333333336,62.857142857142854,5.0,100.0,37.0,3.0,70.0
Torrington,2016-02-01,False,20.0,41.0,72.97297297297297,33.333333333333336,52.857142857142854,5.0,100.0,37.0,3.0,70.0
Torrington,2016-03-01,False,40.0,29.0,62.16216216216216,33.333333333333336,51.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2016-04-01,False,40.0,31.0,72.97297297297297,100.0,55.714285714285715,5.0,100.0,37.0,3.0,70.0
Torrington,2016-05-01,False,80.0,33.0,67.56756756756756,66.66666666666667,71.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2016-06-01,False,60.0,32.0,64.86486486486487,0.0,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2016-07-01,False,20.0,31.0,70.27027027027027,33.333333333333336,78.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2016-08-01,False,20.0,29.0,70.27027027027027,33.333333333333336,67.14285714285714,5.0,100.0,37.0,3.0,70.0
Torrington,2016-09-01,False,60.0,32.0,48.648648648648646,33.333333333333336,65.71428571428571,5.0,100.0,37.0,3.0,70.0
Torrington,2016-10-01,False,60.0,30.0,67.56756756756756,33.333333333333336,54.285714285714285,5.0,100.0,37.0,3.0,70.0
Torrington,2016-11-01,False,40.0,25.0,51.351351351351354,66.66666666666667,67.14285714285714,5.0,100.0,37.0,3.0,70.0
Torrington,2016-12-01,False,40.0,40.0,64.86486486486487,0.0,80.0,5.0,100.0,37.0,3.0,70.0
Torrington,2017-01-01,False,20.0,46.0,62.16216216216216,33.333333333333336,60.0,5.0,100.0,37.0,3.0,70.0
Torrington,2017-02-01,False,60.0,49.0,67.56756756756756,33.333333333333336,60.0,5.0,100.0,37.0,3.0,70.0
Torrington,2017-03-01,False,40.0,32.0,64.86486486486487,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2017-04-01,False,40.0,36.0,72.97297297297297,66.66666666666667,92.85714285714286,5.0,100.0,37.0,3.0,70.0
Torrington,2017-05-01,False,60.0,32.0,70.27027027027027,33.333333333333336,71.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2017-06-01,False,40.0,30.0,75.67567567567568,0.0,60.0,5.0,100.0,37.0,3.0,70.0
Torrington,2017-07-01,False,60.0,37.0,56.75675675675676,33.333333333333336,65.71428571428571,5.0,100.0,37.0,3.0,70.0
Torrington,2017-08-01,False,40.0,36.0,62.16216216216216,33.333333333333336,80.0,5.0,100.0,37.0,3.0,70.0
Torrington,2017-09-01,False,40.0,30.0,56.75675675675676,33.333333333333336,61.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2017-10-01,False,40.0,32.0,64.86486486486487,66.66666666666667,61.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2017-11-01,False,60.0,29.0,64.86486486486487,66.66666666666667,72.85714285714286,5.0,100.0,37.0,3.0,70.0
Torrington,2017-12-01,False,20.0,39.0,72.97297297297297,33.333333333333336,84.28571428571429,5.0,100.0,37.0,3.0,70.0
Torrington,2018-01-01,False,20.0,56.0,78.37837837837837,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2018-02-01,False,40.0,45.0,81.08108108108108,0.0,60.0,5.0,100.0,37.0,3.0,70.0
Torrington,2018-03-01,False,20.0,38.0,72.97297297297297,33.333333333333336,57.142857142857146,5.0,100.0,37.0,3.0,70.0
Torrington,2018-04-01,False,60.0,41.0,64.86486486486487,0.0,81.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2018-05-01,False,40.0,28.0,78.37837837837837,33.333333333333336,70.0,5.0,100.0,37.0,3.0,70.0
Torrington,2018-06-01,False,40.0,31.0,67.56756756756756,33.333333333333336,75.71428571428571,5.0,100.0,37.0,3.0,70.0
Torrington,2018-07-01,False,40.0,41.0,72.97297297297297,33.333333333333336,72.85714285714286,5.0,100.0,37.0,3.0,70.0
Torrington,2018-08-01,False,20.0,26.0,59.45945945945946,0.0,80.0,5.0,100.0,37.0,3.0,70.0
Torrington,2018-09-01,False,20.0,25.0,54.054054054054056,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2018-10-01,False,20.0,30.0,62.16216216216216,33.333333333333336,74.28571428571429,5.0,100.0,37.0,3.0,70.0
Torrington,2018-11-01,False,20.0,31.0,56.75675675675676,33.333333333333336,78.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2018-12-01,False,20.0,38.0,51.351351351351354,0.0,85.71428571428571,5.0,100.0,37.0,3.0,70.0
Torrington,2019-01-01,False,20.0,45.0,62.16216216216216,33.333333333333336,61.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2019-02-01,False,20.0,36.0,83.78378378378379,33.333333333333336,58.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2019-03-01,False,60.0,33.0,70.27027027027027,33.333333333333336,68.57142857142857,5.0,100.0,37.0,3.0,70.0
Torrington,2019-04-01,False,20.0,42.0,83.78378378378379,33.333333333333336,71.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2019-05-01,False,0.0,35.0,56.75675675675676,33.333333333333336,100.0,5.0,100.0,37.0,3.0,70.0
Torrington,2019-06-01,False,20.0,37.0,78.37837837837837,0.0,92.85714285714286,5.0,100.0,37.0,3.0,70.0
Torrington,2019-07-01,False,20.0,37.0,70.27027027027027,33.333333333333336,85.71428571428571,5.0,100.0,37.0,3.0,70.0
Torrington,2019-08-01,False,40.0,35.0,54.054054054054056,66.66666666666667,90.0,5.0,100.0,37.0,3.0,70.0
Torrington,2019-09-01,False,40.0,34.0,72.97297297297297,33.333333333333336,81.42857142857143,5.0,100.0,37.0,3.0,70.0
Torrington,2019-10-01,False,20.0,36.0,64.86486486486487,33.333333333333336,82.85714285714286,5.0,100.0,37.0,3.0,70.0
Torrington,2019-11-01,False,40.0,32.0,67.56756756756756,33.333333333333336,87.14285714285714,5.0,100.0,37.0,3.0,70.0
Torrington,2019-12-01,False,20.0,45.0,64.86486486486487,33.333333333333336,92.85714285714286,5.0,100.0,37.0,3.0,70.0
Torrington,2020-01-01,False,20.0,51.0,83.78378378378379,33.333333333333336,67.14285714285714,5.0,100.0,37.0,3.0,70.0
New York-Newark-Jersey City,2014-01-01,False,66.66666666666667,100.0,57.142857142857146,0.0,48.648648648648646,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-02-01,False,66.66666666666667,82.0,57.142857142857146,100.0,52.7027027027027,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-03-01,False,66.66666666666667,80.0,60.714285714285715,100.0,50.0,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-04-01,False,66.66666666666667,80.0,60.714285714285715,100.0,51.351351351351354,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-05-01,False,66.66666666666667,66.0,53.57142857142857,100.0,62.16216216216216,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-06-01,False,100.0,51.0,64.28571428571429,0.0,56.75675675675676,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-07-01,False,66.66666666666667,54.0,60.714285714285715,100.0,55.4054054054054,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-08-01,False,33.333333333333336,43.0,60.714285714285715,100.0,54.054054054054056,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-09-01,False,100.0,37.0,60.714285714285715,0.0,54.054054054054056,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-10-01,False,66.66666666666667,38.0,57.142857142857146,100.0,56.75675675675676,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-11-01,False,66.66666666666667,38.0,57.142857142857146,0.0,67.56756756756756,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2014-12-01,False,33.333333333333336,36.0,50.0,100.0,71.62162162162163,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-01-01,False,66.66666666666667,43.0,64.28571428571429,100.0,58.108108108108105,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-02-01,False,66.66666666666667,41.0,67.85714285714286,100.0,56.75675675675676,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-03-01,False,66.66666666666667,38.0,64.28571428571429,100.0,60.810810810810814,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-04-01,False,66.66666666666667,36.0,67.85714285714286,100.0,62.16216216216216,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-05-01,False,66.66666666666667,34.0,67.85714285714286,100.0,66.21621621621621,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-06-01,False,66.66666666666667,36.0,71.42857142857143,100.0,58.108108108108105,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-07-01,False,66.66666666666667,37.0,64.28571428571429,100.0,62.16216216216216,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-08-01,False,100.0,36.0,64.28571428571429,100.0,59.45945945945946,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-09-01,False,66.66666666666667,33.0,50.0,100.0,62.16216216216216,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-10-01,False,66.66666666666667,31.0,57.142857142857146,100.0,59.45945945945946,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-11-01,False,66.66666666666667,34.0,53.57142857142857,100.0,86.48648648648648,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2015-12-01,False,66.66666666666667,35.0,53.57142857142857,100.0,75.67567567567568,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2016-01-01,False,66.66666666666667,47.0,64.28571428571429,100.0,62.16216216216216,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2016-02-01,False,66.66666666666667,40.0,64.28571428571429,100.0,55.4054054054054,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2016-03-01,False,66.66666666666667,34.0,67.85714285714286,100.0,60.810810810810814,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2016-04-01,False,66.66666666666667,33.0,71.42857142857143,100.0,64.86486486486487,3.0,100.0,28.0,1.0,74.0
New York-Newark-Jersey City,2016-05-01,False,66.66666666666667,32.0,64.28571428571429,100.0,68.91891891891892,3.0,100.0,28.0,1.0,74.0
