Metro,datetime,isPartial,apartment for rent,studio for rent,1 bedroom for rent,3 bedroom for rent,starbucks,rel_pop_apartment for rent,rel_pop_studio for rent,rel_pop_1 bedroom for rent,rel_pop_3 bedroom for rent,rel_pop_starbucks
York-Hanover,2018-09-01,False,81.81818181818181,0.0,66.66666666666667,20.0,65.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2018-10-01,False,72.72727272727273,0.0,0.0,20.0,66.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2018-11-01,False,45.45454545454545,33.333333333333336,33.333333333333336,20.0,83.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2018-12-01,False,72.72727272727273,0.0,0.0,20.0,88.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-01-01,False,45.45454545454545,33.333333333333336,33.333333333333336,80.0,62.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-02-01,False,63.63636363636363,0.0,0.0,20.0,60.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-03-01,False,81.81818181818181,33.333333333333336,33.333333333333336,60.0,66.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-04-01,False,54.54545454545455,100.0,33.333333333333336,80.0,60.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-05-01,False,81.81818181818181,0.0,33.333333333333336,60.0,91.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-06-01,False,63.63636363636363,66.66666666666667,33.333333333333336,20.0,74.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-07-01,False,54.54545454545455,33.333333333333336,33.333333333333336,40.0,87.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-08-01,False,54.54545454545455,0.0,66.66666666666667,20.0,87.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-09-01,False,72.72727272727273,0.0,66.66666666666667,100.0,74.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-10-01,False,63.63636363636363,33.333333333333336,66.66666666666667,20.0,66.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-11-01,False,63.63636363636363,33.333333333333336,0.0,20.0,100.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2019-12-01,False,63.63636363636363,33.333333333333336,33.333333333333336,40.0,89.0,11.0,3.0,3.0,5.0,100.0
York-Hanover,2020-01-01,False,27.272727272727273,0.0,66.66666666666667,40.0,80.0,11.0,3.0,3.0,5.0,100.0
Williamsport,2014-01-01,False,10.526315789473685,25.0,0.0,25.0,30.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-02-01,False,10.526315789473685,0.0,0.0,0.0,27.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-03-01,False,42.10526315789474,0.0,0.0,0.0,25.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-04-01,False,57.89473684210526,25.0,100.0,0.0,44.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-05-01,False,26.31578947368421,0.0,0.0,0.0,46.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-06-01,False,31.57894736842105,0.0,0.0,0.0,20.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-07-01,False,15.789473684210526,37.5,0.0,0.0,40.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-08-01,False,52.63157894736842,0.0,0.0,37.5,42.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-09-01,False,26.31578947368421,0.0,0.0,0.0,40.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-10-01,False,63.1578947368421,0.0,0.0,25.0,34.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-11-01,False,36.8421052631579,0.0,0.0,0.0,57.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2014-12-01,False,10.526315789473685,0.0,28.571428571428573,0.0,51.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-01-01,False,10.526315789473685,0.0,28.571428571428573,0.0,30.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-02-01,False,89.47368421052632,25.0,0.0,0.0,40.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-03-01,False,36.8421052631579,0.0,28.571428571428573,0.0,28.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-04-01,False,63.1578947368421,0.0,0.0,25.0,33.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-05-01,False,68.42105263157895,62.5,42.857142857142854,37.5,34.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-06-01,False,15.789473684210526,100.0,0.0,37.5,32.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-07-01,False,26.31578947368421,25.0,0.0,0.0,35.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-08-01,False,89.47368421052632,0.0,0.0,0.0,53.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-09-01,False,36.8421052631579,25.0,0.0,0.0,42.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-10-01,False,84.21052631578948,50.0,0.0,50.0,40.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-11-01,False,47.36842105263158,0.0,0.0,0.0,84.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2015-12-01,False,21.05263157894737,25.0,28.571428571428573,0.0,35.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-01-01,False,52.63157894736842,0.0,42.857142857142854,0.0,44.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-02-01,False,26.31578947368421,0.0,28.571428571428573,0.0,44.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-03-01,False,15.789473684210526,25.0,28.571428571428573,0.0,25.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-04-01,False,52.63157894736842,25.0,0.0,62.5,35.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-05-01,False,47.36842105263158,0.0,57.142857142857146,25.0,41.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-06-01,False,42.10526315789474,0.0,0.0,0.0,46.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-07-01,False,36.8421052631579,25.0,57.142857142857146,0.0,51.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-08-01,False,47.36842105263158,25.0,28.571428571428573,25.0,42.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-09-01,False,15.789473684210526,0.0,28.571428571428573,25.0,49.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-10-01,False,42.10526315789474,37.5,28.571428571428573,25.0,46.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-11-01,False,10.526315789473685,0.0,0.0,25.0,61.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2016-12-01,False,31.57894736842105,37.5,42.857142857142854,25.0,43.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-01-01,False,47.36842105263158,0.0,28.571428571428573,25.0,67.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-02-01,False,31.57894736842105,25.0,0.0,25.0,55.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-03-01,False,89.47368421052632,37.5,0.0,0.0,46.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-04-01,False,15.789473684210526,0.0,28.571428571428573,25.0,100.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-05-01,False,57.89473684210526,25.0,0.0,25.0,71.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-06-01,False,52.63157894736842,0.0,28.571428571428573,25.0,48.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-07-01,False,36.8421052631579,0.0,0.0,87.5,65.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-08-01,False,26.31578947368421,37.5,28.571428571428573,0.0,52.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-09-01,False,26.31578947368421,0.0,0.0,0.0,51.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-10-01,False,63.1578947368421,12.5,0.0,37.5,63.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-11-01,False,52.63157894736842,0.0,0.0,12.5,58.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2017-12-01,False,15.789473684210526,12.5,0.0,50.0,59.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-01-01,False,57.89473684210526,12.5,14.285714285714286,37.5,55.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-02-01,False,47.36842105263158,12.5,42.857142857142854,12.5,43.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-03-01,False,100.0,0.0,14.285714285714286,12.5,45.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-04-01,False,57.89473684210526,12.5,14.285714285714286,50.0,74.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-05-01,False,68.42105263157895,12.5,0.0,12.5,47.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-06-01,False,89.47368421052632,0.0,28.571428571428573,25.0,59.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-07-01,False,52.63157894736842,0.0,14.285714285714286,37.5,66.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-08-01,False,68.42105263157895,0.0,0.0,37.5,63.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-09-01,False,47.36842105263158,0.0,42.857142857142854,37.5,61.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-10-01,False,31.57894736842105,12.5,14.285714285714286,0.0,68.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-11-01,False,21.05263157894737,0.0,14.285714285714286,12.5,64.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2018-12-01,False,21.05263157894737,12.5,42.857142857142854,0.0,75.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-01-01,False,36.8421052631579,37.5,57.142857142857146,0.0,51.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-02-01,False,52.63157894736842,37.5,42.857142857142854,12.5,52.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-03-01,False,42.10526315789474,37.5,0.0,12.5,63.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-04-01,False,68.42105263157895,12.5,14.285714285714286,37.5,59.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-05-01,False,89.47368421052632,12.5,42.857142857142854,50.0,98.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-06-01,False,52.63157894736842,37.5,57.142857142857146,12.5,86.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-07-01,False,52.63157894736842,12.5,0.0,37.5,80.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-08-01,False,52.63157894736842,12.5,0.0,37.5,82.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-09-01,False,47.36842105263158,37.5,57.142857142857146,100.0,88.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-10-01,False,78.94736842105263,0.0,14.285714285714286,0.0,87.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-11-01,False,26.31578947368421,12.5,14.285714285714286,12.5,66.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2019-12-01,False,26.31578947368421,12.5,57.142857142857146,25.0,75.0,19.0,8.0,7.0,8.0,100.0
Williamsport,2020-01-01,False,63.1578947368421,0.0,57.142857142857146,12.5,67.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-01-01,False,10.526315789473685,25.0,0.0,25.0,30.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-02-01,False,10.526315789473685,0.0,0.0,0.0,27.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-03-01,False,42.10526315789474,0.0,0.0,0.0,25.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-04-01,False,57.89473684210526,25.0,100.0,0.0,44.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-05-01,False,26.31578947368421,0.0,0.0,0.0,46.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-06-01,False,31.57894736842105,0.0,0.0,0.0,20.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-07-01,False,15.789473684210526,37.5,0.0,0.0,40.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-08-01,False,52.63157894736842,0.0,0.0,37.5,42.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-09-01,False,26.31578947368421,0.0,0.0,0.0,40.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-10-01,False,63.1578947368421,0.0,0.0,25.0,34.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-11-01,False,36.8421052631579,0.0,0.0,0.0,57.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2014-12-01,False,10.526315789473685,0.0,28.571428571428573,0.0,51.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-01-01,False,10.526315789473685,0.0,28.571428571428573,0.0,30.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-02-01,False,89.47368421052632,25.0,0.0,0.0,40.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-03-01,False,36.8421052631579,0.0,28.571428571428573,0.0,28.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-04-01,False,63.1578947368421,0.0,0.0,25.0,33.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-05-01,False,68.42105263157895,62.5,42.857142857142854,37.5,34.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-06-01,False,15.789473684210526,100.0,0.0,37.5,32.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-07-01,False,26.31578947368421,25.0,0.0,0.0,35.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-08-01,False,89.47368421052632,0.0,0.0,0.0,53.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-09-01,False,36.8421052631579,25.0,0.0,0.0,42.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-10-01,False,84.21052631578948,50.0,0.0,50.0,40.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-11-01,False,47.36842105263158,0.0,0.0,0.0,84.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2015-12-01,False,21.05263157894737,25.0,28.571428571428573,0.0,35.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-01-01,False,52.63157894736842,0.0,42.857142857142854,0.0,44.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-02-01,False,26.31578947368421,0.0,28.571428571428573,0.0,44.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-03-01,False,15.789473684210526,25.0,28.571428571428573,0.0,25.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-04-01,False,52.63157894736842,25.0,0.0,62.5,35.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-05-01,False,47.36842105263158,0.0,57.142857142857146,25.0,41.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-06-01,False,42.10526315789474,0.0,0.0,0.0,46.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-07-01,False,36.8421052631579,25.0,57.142857142857146,0.0,51.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-08-01,False,47.36842105263158,25.0,28.571428571428573,25.0,42.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-09-01,False,15.789473684210526,0.0,28.571428571428573,25.0,49.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-10-01,False,42.10526315789474,37.5,28.571428571428573,25.0,46.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-11-01,False,10.526315789473685,0.0,0.0,25.0,61.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2016-12-01,False,31.57894736842105,37.5,42.857142857142854,25.0,43.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-01-01,False,47.36842105263158,0.0,28.571428571428573,25.0,67.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-02-01,False,31.57894736842105,25.0,0.0,25.0,55.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-03-01,False,89.47368421052632,37.5,0.0,0.0,46.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-04-01,False,15.789473684210526,0.0,28.571428571428573,25.0,100.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-05-01,False,57.89473684210526,25.0,0.0,25.0,71.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-06-01,False,52.63157894736842,0.0,28.571428571428573,25.0,48.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-07-01,False,36.8421052631579,0.0,0.0,87.5,65.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-08-01,False,26.31578947368421,37.5,28.571428571428573,0.0,52.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-09-01,False,26.31578947368421,0.0,0.0,0.0,51.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-10-01,False,63.1578947368421,12.5,0.0,37.5,63.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-11-01,False,52.63157894736842,0.0,0.0,12.5,58.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2017-12-01,False,15.789473684210526,12.5,0.0,50.0,59.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-01-01,False,57.89473684210526,12.5,14.285714285714286,37.5,55.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-02-01,False,47.36842105263158,12.5,42.857142857142854,12.5,43.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-03-01,False,100.0,0.0,14.285714285714286,12.5,45.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-04-01,False,57.89473684210526,12.5,14.285714285714286,50.0,74.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-05-01,False,68.42105263157895,12.5,0.0,12.5,47.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-06-01,False,89.47368421052632,0.0,28.571428571428573,25.0,59.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-07-01,False,52.63157894736842,0.0,14.285714285714286,37.5,66.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-08-01,False,68.42105263157895,0.0,0.0,37.5,63.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-09-01,False,47.36842105263158,0.0,42.857142857142854,37.5,61.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-10-01,False,31.57894736842105,12.5,14.285714285714286,0.0,68.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-11-01,False,21.05263157894737,0.0,14.285714285714286,12.5,64.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2018-12-01,False,21.05263157894737,12.5,42.857142857142854,0.0,75.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-01-01,False,36.8421052631579,37.5,57.142857142857146,0.0,51.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-02-01,False,52.63157894736842,37.5,42.857142857142854,12.5,52.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-03-01,False,42.10526315789474,37.5,0.0,12.5,63.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-04-01,False,68.42105263157895,12.5,14.285714285714286,37.5,59.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-05-01,False,89.47368421052632,12.5,42.857142857142854,50.0,98.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-06-01,False,52.63157894736842,37.5,57.142857142857146,12.5,86.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-07-01,False,52.63157894736842,12.5,0.0,37.5,80.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-08-01,False,52.63157894736842,12.5,0.0,37.5,82.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-09-01,False,47.36842105263158,37.5,57.142857142857146,100.0,88.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-10-01,False,78.94736842105263,0.0,14.285714285714286,0.0,87.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-11-01,False,26.31578947368421,12.5,14.285714285714286,12.5,66.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2019-12-01,False,26.31578947368421,12.5,57.142857142857146,25.0,75.0,19.0,8.0,7.0,8.0,100.0
Allentown-Bethlehem-Easton,2020-01-01,False,63.1578947368421,0.0,57.142857142857146,12.5,67.0,19.0,8.0,7.0,8.0,100.0
Philadelphia-Camden-Wilmington,2014-01-01,False,63.63636363636363,50.0,0.0,33.333333333333336,42.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-02-01,False,45.45454545454545,100.0,0.0,33.333333333333336,48.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-03-01,False,45.45454545454545,50.0,50.0,33.333333333333336,46.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-04-01,False,54.54545454545455,0.0,50.0,33.333333333333336,45.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-05-01,False,63.63636363636363,50.0,100.0,33.333333333333336,49.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-06-01,False,63.63636363636363,50.0,0.0,66.66666666666667,47.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-07-01,False,45.45454545454545,50.0,50.0,33.333333333333336,52.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-08-01,False,63.63636363636363,100.0,50.0,33.333333333333336,46.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-09-01,False,54.54545454545455,50.0,0.0,33.333333333333336,46.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-10-01,False,27.272727272727273,50.0,50.0,0.0,48.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-11-01,False,36.36363636363637,50.0,50.0,0.0,64.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2014-12-01,False,45.45454545454545,50.0,0.0,33.333333333333336,66.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-01-01,False,45.45454545454545,100.0,0.0,33.333333333333336,49.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-02-01,False,63.63636363636363,100.0,50.0,33.333333333333336,47.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-03-01,False,63.63636363636363,50.0,50.0,33.333333333333336,52.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-04-01,False,45.45454545454545,50.0,50.0,0.0,55.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-05-01,False,63.63636363636363,50.0,50.0,33.333333333333336,61.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-06-01,False,72.72727272727273,50.0,50.0,66.66666666666667,56.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-07-01,False,72.72727272727273,100.0,0.0,66.66666666666667,48.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-08-01,False,63.63636363636363,100.0,50.0,33.333333333333336,56.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-09-01,False,63.63636363636363,50.0,0.0,33.333333333333336,50.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-10-01,False,63.63636363636363,0.0,0.0,33.333333333333336,44.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-11-01,False,45.45454545454545,100.0,100.0,33.333333333333336,80.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2015-12-01,False,45.45454545454545,50.0,0.0,33.333333333333336,63.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-01-01,False,63.63636363636363,50.0,100.0,33.333333333333336,50.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-02-01,False,63.63636363636363,50.0,50.0,66.66666666666667,48.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-03-01,False,63.63636363636363,50.0,50.0,66.66666666666667,48.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-04-01,False,90.9090909090909,50.0,50.0,33.333333333333336,50.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-05-01,False,63.63636363636363,100.0,50.0,33.333333333333336,56.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-06-01,False,72.72727272727273,50.0,0.0,66.66666666666667,58.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-07-01,False,72.72727272727273,100.0,50.0,66.66666666666667,65.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-08-01,False,81.81818181818181,50.0,50.0,33.333333333333336,55.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-09-01,False,63.63636363636363,100.0,50.0,66.66666666666667,60.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-10-01,False,63.63636363636363,50.0,50.0,33.333333333333336,50.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-11-01,False,72.72727272727273,50.0,0.0,33.333333333333336,58.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2016-12-01,False,45.45454545454545,50.0,50.0,66.66666666666667,69.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2017-01-01,False,63.63636363636363,50.0,50.0,66.66666666666667,57.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2017-02-01,False,81.81818181818181,100.0,50.0,66.66666666666667,56.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2017-03-01,False,81.81818181818181,50.0,50.0,66.66666666666667,51.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2017-04-01,False,72.72727272727273,100.0,50.0,100.0,77.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2017-05-01,False,54.54545454545455,50.0,50.0,33.333333333333336,63.0,11.0,2.0,2.0,3.0,100.0
Philadelphia-Camden-Wilmington,2017-06-01,False,72.72727272727273,50.0,50.0,66.66666666666667,60.0,11.0,2.0,2.0,3.0,100.0
