Metro,datetime,isPartial,apartment for rent,studio for rent,1 bedroom for rent,3 bedroom for rent,starbucks,rel_pop_apartment for rent,rel_pop_studio for rent,rel_pop_1 bedroom for rent,rel_pop_3 bedroom for rent,rel_pop_starbucks
Clarksville,2019-05-01,False,83.33333333333333,50.0,0.0,25.0,79.0,6.0,2.0,2.0,4.0,100.0
Clarksville,2019-06-01,False,83.33333333333333,50.0,50.0,50.0,81.0,6.0,2.0,2.0,4.0,100.0
Clarksville,2019-07-01,False,50.0,50.0,50.0,100.0,80.0,6.0,2.0,2.0,4.0,100.0
Clarksville,2019-08-01,False,33.333333333333336,50.0,0.0,25.0,77.0,6.0,2.0,2.0,4.0,100.0
Clarksville,2019-09-01,False,66.66666666666667,50.0,50.0,25.0,80.0,6.0,2.0,2.0,4.0,100.0
Clarksville,2019-10-01,False,50.0,0.0,50.0,0.0,80.0,6.0,2.0,2.0,4.0,100.0
Clarksville,2019-11-01,False,83.33333333333333,50.0,50.0,25.0,99.0,6.0,2.0,2.0,4.0,100.0
Clarksville,2019-12-01,False,33.333333333333336,50.0,50.0,25.0,100.0,6.0,2.0,2.0,4.0,100.0
Clarksville,2020-01-01,False,66.66666666666667,0.0,50.0,25.0,81.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-01-01,False,50.0,50.0,0.0,25.0,53.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-02-01,False,33.333333333333336,0.0,0.0,0.0,55.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-03-01,False,50.0,50.0,50.0,25.0,41.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-04-01,False,66.66666666666667,0.0,0.0,25.0,54.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-05-01,False,33.333333333333336,0.0,0.0,25.0,53.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-06-01,False,50.0,0.0,50.0,25.0,52.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-07-01,False,33.333333333333336,0.0,0.0,0.0,55.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-08-01,False,50.0,50.0,50.0,50.0,56.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-09-01,False,33.333333333333336,0.0,50.0,25.0,54.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-10-01,False,33.333333333333336,50.0,0.0,25.0,55.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-11-01,False,50.0,0.0,0.0,25.0,71.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2014-12-01,False,83.33333333333333,0.0,0.0,0.0,73.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-01-01,False,33.333333333333336,0.0,50.0,25.0,64.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-02-01,False,50.0,0.0,0.0,0.0,57.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-03-01,False,33.333333333333336,0.0,0.0,50.0,70.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-04-01,False,50.0,0.0,0.0,50.0,62.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-05-01,False,100.0,50.0,0.0,25.0,81.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-06-01,False,66.66666666666667,50.0,0.0,0.0,58.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-07-01,False,50.0,50.0,0.0,25.0,46.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-08-01,False,83.33333333333333,0.0,50.0,25.0,57.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-09-01,False,16.666666666666668,0.0,0.0,75.0,61.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-10-01,False,83.33333333333333,50.0,0.0,25.0,58.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-11-01,False,33.333333333333336,100.0,50.0,0.0,96.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2015-12-01,False,66.66666666666667,50.0,0.0,0.0,65.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-01-01,False,50.0,50.0,0.0,25.0,60.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-02-01,False,33.333333333333336,50.0,0.0,25.0,51.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-03-01,False,50.0,50.0,50.0,25.0,59.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-04-01,False,50.0,50.0,50.0,100.0,56.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-05-01,False,83.33333333333333,50.0,50.0,50.0,64.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-06-01,False,83.33333333333333,0.0,0.0,0.0,71.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-07-01,False,83.33333333333333,50.0,0.0,25.0,66.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-08-01,False,83.33333333333333,0.0,0.0,50.0,58.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-09-01,False,33.333333333333336,50.0,0.0,25.0,63.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-10-01,False,50.0,0.0,0.0,50.0,63.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-11-01,False,33.333333333333336,0.0,0.0,50.0,80.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2016-12-01,False,50.0,50.0,50.0,25.0,87.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-01-01,False,83.33333333333333,50.0,100.0,75.0,68.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-02-01,False,66.66666666666667,50.0,0.0,25.0,73.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-03-01,False,66.66666666666667,50.0,50.0,25.0,68.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-04-01,False,66.66666666666667,0.0,50.0,25.0,80.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-05-01,False,66.66666666666667,0.0,0.0,25.0,67.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-06-01,False,83.33333333333333,50.0,0.0,25.0,59.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-07-01,False,33.333333333333336,50.0,50.0,25.0,66.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-08-01,False,83.33333333333333,50.0,0.0,50.0,72.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-09-01,False,33.333333333333336,0.0,0.0,25.0,71.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-10-01,False,33.333333333333336,0.0,0.0,50.0,74.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-11-01,False,33.333333333333336,0.0,50.0,25.0,75.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2017-12-01,False,66.66666666666667,0.0,50.0,0.0,79.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-01-01,False,83.33333333333333,50.0,50.0,50.0,57.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-02-01,False,50.0,50.0,50.0,25.0,65.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-03-01,False,33.333333333333336,50.0,0.0,25.0,61.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-04-01,False,50.0,50.0,100.0,25.0,78.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-05-01,False,50.0,50.0,50.0,25.0,71.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-06-01,False,66.66666666666667,0.0,0.0,50.0,74.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-07-01,False,66.66666666666667,50.0,50.0,50.0,68.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-08-01,False,33.333333333333336,0.0,50.0,25.0,72.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-09-01,False,33.333333333333336,50.0,0.0,25.0,70.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-10-01,False,16.666666666666668,50.0,0.0,25.0,73.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-11-01,False,50.0,0.0,0.0,50.0,91.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2018-12-01,False,50.0,0.0,0.0,25.0,88.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-01-01,False,50.0,50.0,50.0,25.0,66.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-02-01,False,83.33333333333333,50.0,50.0,50.0,66.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-03-01,False,66.66666666666667,50.0,50.0,50.0,63.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-04-01,False,16.666666666666668,0.0,50.0,25.0,71.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-05-01,False,83.33333333333333,50.0,0.0,25.0,79.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-06-01,False,83.33333333333333,50.0,50.0,50.0,81.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-07-01,False,50.0,50.0,50.0,100.0,80.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-08-01,False,33.333333333333336,50.0,0.0,25.0,77.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-09-01,False,66.66666666666667,50.0,50.0,25.0,80.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-10-01,False,50.0,0.0,50.0,0.0,80.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-11-01,False,83.33333333333333,50.0,50.0,25.0,99.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2019-12-01,False,33.333333333333336,50.0,50.0,25.0,100.0,6.0,2.0,2.0,4.0,100.0
Nashville-Davidson--Murfreesboro--Franklin,2020-01-01,False,66.66666666666667,0.0,50.0,25.0,81.0,6.0,2.0,2.0,4.0,100.0
Memphis,2014-01-01,False,25.0,0.0,0.0,0.0,57.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-02-01,False,25.0,0.0,0.0,0.0,42.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-03-01,False,33.333333333333336,0.0,33.333333333333336,50.0,38.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-04-01,False,8.333333333333334,0.0,0.0,0.0,60.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-05-01,False,50.0,25.0,0.0,0.0,43.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-06-01,False,16.666666666666668,0.0,0.0,50.0,48.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-07-01,False,83.33333333333333,25.0,0.0,25.0,33.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-08-01,False,0.0,0.0,33.333333333333336,25.0,54.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-09-01,False,58.333333333333336,0.0,33.333333333333336,0.0,54.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-10-01,False,0.0,0.0,0.0,0.0,53.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-11-01,False,16.666666666666668,0.0,0.0,0.0,100.0,12.0,4.0,3.0,4.0,100.0
Memphis,2014-12-01,False,33.333333333333336,0.0,0.0,25.0,67.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-01-01,False,58.333333333333336,25.0,33.333333333333336,25.0,65.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-02-01,False,41.666666666666664,0.0,66.66666666666667,0.0,50.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-03-01,False,50.0,50.0,0.0,0.0,80.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-04-01,False,33.333333333333336,0.0,0.0,50.0,49.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-05-01,False,8.333333333333334,25.0,66.66666666666667,50.0,70.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-06-01,False,75.0,50.0,0.0,50.0,72.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-07-01,False,58.333333333333336,0.0,66.66666666666667,50.0,41.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-08-01,False,100.0,0.0,0.0,0.0,61.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-09-01,False,25.0,0.0,0.0,0.0,54.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-10-01,False,58.333333333333336,0.0,100.0,0.0,62.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-11-01,False,16.666666666666668,0.0,0.0,0.0,72.0,12.0,4.0,3.0,4.0,100.0
Memphis,2015-12-01,False,16.666666666666668,50.0,0.0,0.0,70.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-01-01,False,33.333333333333336,25.0,33.333333333333336,75.0,46.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-02-01,False,16.666666666666668,0.0,0.0,75.0,50.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-03-01,False,50.0,0.0,0.0,75.0,59.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-04-01,False,33.333333333333336,0.0,33.333333333333336,25.0,57.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-05-01,False,50.0,0.0,0.0,25.0,51.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-06-01,False,33.333333333333336,25.0,33.333333333333336,50.0,47.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-07-01,False,50.0,0.0,33.333333333333336,25.0,64.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-08-01,False,83.33333333333333,100.0,0.0,25.0,62.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-09-01,False,25.0,0.0,0.0,50.0,70.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-10-01,False,41.666666666666664,25.0,0.0,25.0,56.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-11-01,False,50.0,75.0,33.333333333333336,75.0,76.0,12.0,4.0,3.0,4.0,100.0
Memphis,2016-12-01,False,33.333333333333336,0.0,66.66666666666667,50.0,76.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-01-01,False,16.666666666666668,25.0,0.0,50.0,67.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-02-01,False,66.66666666666667,25.0,66.66666666666667,75.0,61.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-03-01,False,50.0,50.0,100.0,50.0,56.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-04-01,False,16.666666666666668,50.0,33.333333333333336,50.0,77.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-05-01,False,33.333333333333336,25.0,0.0,50.0,76.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-06-01,False,33.333333333333336,25.0,33.333333333333336,50.0,63.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-07-01,False,58.333333333333336,50.0,33.333333333333336,75.0,57.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-08-01,False,83.33333333333333,0.0,33.333333333333336,50.0,56.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-09-01,False,25.0,0.0,66.66666666666667,50.0,65.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-10-01,False,75.0,25.0,0.0,50.0,73.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-11-01,False,58.333333333333336,25.0,66.66666666666667,50.0,79.0,12.0,4.0,3.0,4.0,100.0
Memphis,2017-12-01,False,33.333333333333336,25.0,66.66666666666667,25.0,75.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-01-01,False,50.0,25.0,66.66666666666667,50.0,77.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-02-01,False,66.66666666666667,75.0,66.66666666666667,25.0,51.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-03-01,False,33.333333333333336,0.0,66.66666666666667,50.0,69.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-04-01,False,33.333333333333336,0.0,66.66666666666667,50.0,95.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-05-01,False,50.0,50.0,33.333333333333336,75.0,82.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-06-01,False,50.0,0.0,66.66666666666667,50.0,62.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-07-01,False,50.0,50.0,33.333333333333336,50.0,74.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-08-01,False,33.333333333333336,25.0,33.333333333333336,50.0,76.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-09-01,False,25.0,50.0,33.333333333333336,75.0,64.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-10-01,False,25.0,50.0,0.0,25.0,71.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-11-01,False,25.0,25.0,0.0,50.0,78.0,12.0,4.0,3.0,4.0,100.0
Memphis,2018-12-01,False,16.666666666666668,75.0,33.333333333333336,50.0,85.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-01-01,False,50.0,25.0,33.333333333333336,50.0,56.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-02-01,False,8.333333333333334,50.0,0.0,75.0,64.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-03-01,False,41.666666666666664,50.0,33.333333333333336,0.0,77.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-04-01,False,16.666666666666668,50.0,33.333333333333336,0.0,83.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-05-01,False,41.666666666666664,0.0,66.66666666666667,50.0,86.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-06-01,False,66.66666666666667,0.0,0.0,100.0,68.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-07-01,False,25.0,0.0,0.0,50.0,79.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-08-01,False,25.0,25.0,0.0,50.0,63.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-09-01,False,33.333333333333336,25.0,33.333333333333336,75.0,88.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-10-01,False,33.333333333333336,25.0,33.333333333333336,100.0,77.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-11-01,False,25.0,0.0,33.333333333333336,75.0,95.0,12.0,4.0,3.0,4.0,100.0
Memphis,2019-12-01,False,16.666666666666668,0.0,66.66666666666667,75.0,73.0,12.0,4.0,3.0,4.0,100.0
Memphis,2020-01-01,False,25.0,25.0,33.333333333333336,50.0,67.0,12.0,4.0,3.0,4.0,100.0
Lexington-Fayette,2014-01-01,False,11.11111111111111,0.0,0.0,11.11111111111111,45.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-02-01,False,11.11111111111111,0.0,0.0,0.0,46.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-03-01,False,0.0,0.0,0.0,0.0,29.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-04-01,False,44.44444444444444,0.0,75.0,0.0,41.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-05-01,False,0.0,0.0,0.0,0.0,46.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-06-01,False,77.77777777777777,0.0,0.0,0.0,34.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-07-01,False,44.44444444444444,40.0,0.0,22.22222222222222,42.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-08-01,False,0.0,0.0,0.0,0.0,40.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-09-01,False,55.55555555555556,0.0,0.0,0.0,39.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-10-01,False,22.22222222222222,0.0,0.0,0.0,27.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-11-01,False,0.0,0.0,50.0,22.22222222222222,56.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2014-12-01,False,0.0,40.0,0.0,33.333333333333336,47.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-01-01,False,22.22222222222222,0.0,0.0,0.0,58.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-02-01,False,88.88888888888889,40.0,50.0,22.22222222222222,47.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-03-01,False,11.11111111111111,20.0,25.0,0.0,59.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-04-01,False,22.22222222222222,0.0,0.0,22.22222222222222,52.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-05-01,False,22.22222222222222,40.0,75.0,0.0,55.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-06-01,False,55.55555555555556,40.0,100.0,22.22222222222222,56.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-07-01,False,77.77777777777777,60.0,0.0,0.0,37.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-08-01,False,66.66666666666667,100.0,0.0,22.22222222222222,44.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-09-01,False,22.22222222222222,40.0,0.0,0.0,62.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-10-01,False,11.11111111111111,20.0,0.0,11.11111111111111,48.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-11-01,False,11.11111111111111,0.0,0.0,11.11111111111111,83.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2015-12-01,False,22.22222222222222,0.0,0.0,0.0,59.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-01-01,False,77.77777777777777,0.0,0.0,11.11111111111111,48.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-02-01,False,33.333333333333336,20.0,25.0,0.0,50.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-03-01,False,33.333333333333336,40.0,25.0,22.22222222222222,49.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-04-01,False,55.55555555555556,0.0,0.0,22.22222222222222,41.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-05-01,False,44.44444444444444,0.0,0.0,0.0,51.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-06-01,False,44.44444444444444,60.0,25.0,0.0,55.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-07-01,False,44.44444444444444,0.0,0.0,100.0,43.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-08-01,False,11.11111111111111,20.0,25.0,0.0,47.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-09-01,False,22.22222222222222,60.0,25.0,11.11111111111111,66.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-10-01,False,77.77777777777777,20.0,0.0,0.0,64.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-11-01,False,0.0,0.0,0.0,0.0,85.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2016-12-01,False,22.22222222222222,0.0,0.0,0.0,60.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-01-01,False,44.44444444444444,0.0,0.0,22.22222222222222,49.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-02-01,False,33.333333333333336,40.0,0.0,11.11111111111111,40.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-03-01,False,33.333333333333336,20.0,25.0,0.0,56.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-04-01,False,33.333333333333336,20.0,0.0,11.11111111111111,76.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-05-01,False,33.333333333333336,0.0,0.0,22.22222222222222,50.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-06-01,False,22.22222222222222,0.0,25.0,11.11111111111111,53.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-07-01,False,22.22222222222222,0.0,0.0,22.22222222222222,46.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-08-01,False,33.333333333333336,0.0,25.0,0.0,50.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-09-01,False,88.88888888888889,20.0,0.0,11.11111111111111,49.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-10-01,False,55.55555555555556,40.0,0.0,11.11111111111111,58.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-11-01,False,22.22222222222222,20.0,75.0,22.22222222222222,57.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2017-12-01,False,22.22222222222222,0.0,0.0,22.22222222222222,70.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2018-01-01,False,77.77777777777777,0.0,25.0,22.22222222222222,55.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2018-02-01,False,33.333333333333336,0.0,0.0,11.11111111111111,55.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2018-03-01,False,44.44444444444444,0.0,25.0,22.22222222222222,60.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2018-04-01,False,44.44444444444444,0.0,50.0,22.22222222222222,74.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2018-05-01,False,33.333333333333336,0.0,25.0,0.0,77.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2018-06-01,False,11.11111111111111,0.0,0.0,11.11111111111111,72.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2018-07-01,False,22.22222222222222,20.0,25.0,0.0,65.0,9.0,5.0,4.0,9.0,100.0
Lexington-Fayette,2018-08-01,False,100.0,60.0,50.0,0.0,68.0,9.0,5.0,4.0,9.0,100.0
