Metro,datetime,isPartial,condos for rent,duplex apartments for rent,townhomes for rent,townhouses for rent,starbucks,rel_pop_condos for rent,rel_pop_duplex apartments for rent,rel_pop_townhomes for rent,rel_pop_townhouses for rent,rel_pop_starbucks
Orlando-Kissimmee-Sanford,2015-07-01,False,66.66666666666667,0.0,50.0,50.0,63.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2015-08-01,False,66.66666666666667,0.0,66.66666666666667,50.0,60.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2015-09-01,False,66.66666666666667,0.0,33.333333333333336,0.0,75.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2015-10-01,False,44.44444444444444,0.0,66.66666666666667,50.0,58.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2015-11-01,False,33.333333333333336,0.0,83.33333333333333,50.0,89.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2015-12-01,False,33.333333333333336,0.0,83.33333333333333,0.0,73.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-01-01,False,66.66666666666667,0.0,66.66666666666667,100.0,53.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-02-01,False,77.77777777777777,0.0,50.0,100.0,51.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-03-01,False,77.77777777777777,0.0,66.66666666666667,50.0,55.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-04-01,False,55.55555555555556,0.0,83.33333333333333,0.0,63.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-05-01,False,66.66666666666667,0.0,66.66666666666667,50.0,70.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-06-01,False,88.88888888888889,0.0,83.33333333333333,50.0,75.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-07-01,False,77.77777777777777,0.0,50.0,50.0,76.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-08-01,False,55.55555555555556,0.0,50.0,0.0,71.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-09-01,False,44.44444444444444,0.0,83.33333333333333,0.0,66.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-10-01,False,44.44444444444444,0.0,66.66666666666667,50.0,61.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-11-01,False,55.55555555555556,0.0,16.666666666666668,0.0,78.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2016-12-01,False,44.44444444444444,100.0,50.0,50.0,83.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-01-01,False,33.333333333333336,0.0,66.66666666666667,50.0,69.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-02-01,False,77.77777777777777,0.0,50.0,50.0,66.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-03-01,False,66.66666666666667,0.0,33.333333333333336,50.0,74.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-04-01,False,55.55555555555556,100.0,50.0,50.0,85.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-05-01,False,66.66666666666667,0.0,66.66666666666667,50.0,82.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-06-01,False,77.77777777777777,0.0,50.0,0.0,74.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-07-01,False,66.66666666666667,0.0,66.66666666666667,0.0,71.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-08-01,False,44.44444444444444,0.0,33.333333333333336,0.0,69.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-09-01,False,55.55555555555556,0.0,33.333333333333336,50.0,73.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-10-01,False,44.44444444444444,0.0,50.0,50.0,69.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-11-01,False,33.333333333333336,100.0,33.333333333333336,50.0,79.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2017-12-01,False,33.333333333333336,0.0,50.0,50.0,94.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-01-01,False,44.44444444444444,0.0,83.33333333333333,100.0,75.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-02-01,False,66.66666666666667,0.0,33.333333333333336,0.0,58.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-03-01,False,66.66666666666667,0.0,66.66666666666667,0.0,65.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-04-01,False,55.55555555555556,0.0,50.0,50.0,81.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-05-01,False,44.44444444444444,0.0,66.66666666666667,50.0,74.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-06-01,False,33.333333333333336,0.0,33.333333333333336,0.0,71.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-07-01,False,44.44444444444444,0.0,50.0,0.0,83.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-08-01,False,44.44444444444444,0.0,50.0,50.0,83.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-09-01,False,22.22222222222222,0.0,50.0,0.0,69.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-10-01,False,33.333333333333336,0.0,50.0,0.0,71.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-11-01,False,33.333333333333336,0.0,33.333333333333336,0.0,84.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2018-12-01,False,33.333333333333336,0.0,33.333333333333336,0.0,88.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-01-01,False,44.44444444444444,0.0,50.0,0.0,73.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-02-01,False,33.333333333333336,0.0,33.333333333333336,50.0,72.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-03-01,False,55.55555555555556,0.0,50.0,0.0,79.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-04-01,False,44.44444444444444,0.0,33.333333333333336,0.0,73.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-05-01,False,33.333333333333336,0.0,33.333333333333336,50.0,94.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-06-01,False,44.44444444444444,0.0,33.333333333333336,0.0,85.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-07-01,False,44.44444444444444,0.0,50.0,0.0,90.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-08-01,False,44.44444444444444,0.0,33.333333333333336,50.0,83.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-09-01,False,33.333333333333336,0.0,33.333333333333336,0.0,83.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-10-01,False,11.11111111111111,0.0,33.333333333333336,0.0,81.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-11-01,False,44.44444444444444,0.0,50.0,0.0,98.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2019-12-01,False,33.333333333333336,0.0,50.0,0.0,100.0,9.0,1.0,6.0,2.0,100.0
Orlando-Kissimmee-Sanford,2020-01-01,False,33.333333333333336,0.0,50.0,0.0,78.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-01-01,False,55.55555555555556,0.0,83.33333333333333,50.0,42.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-02-01,False,55.55555555555556,0.0,83.33333333333333,50.0,45.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-03-01,False,55.55555555555556,0.0,66.66666666666667,50.0,52.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-04-01,False,77.77777777777777,0.0,33.333333333333336,50.0,62.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-05-01,False,88.88888888888889,0.0,66.66666666666667,50.0,63.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-06-01,False,55.55555555555556,100.0,83.33333333333333,0.0,66.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-07-01,False,44.44444444444444,0.0,83.33333333333333,50.0,61.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-08-01,False,55.55555555555556,0.0,50.0,50.0,52.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-09-01,False,55.55555555555556,0.0,83.33333333333333,50.0,59.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-10-01,False,77.77777777777777,0.0,66.66666666666667,50.0,52.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-11-01,False,55.55555555555556,0.0,66.66666666666667,50.0,69.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2014-12-01,False,22.22222222222222,0.0,50.0,50.0,65.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-01-01,False,55.55555555555556,0.0,100.0,50.0,56.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-02-01,False,66.66666666666667,100.0,66.66666666666667,50.0,50.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-03-01,False,55.55555555555556,0.0,66.66666666666667,50.0,55.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-04-01,False,100.0,0.0,66.66666666666667,50.0,53.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-05-01,False,100.0,100.0,100.0,50.0,65.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-06-01,False,66.66666666666667,100.0,66.66666666666667,50.0,65.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-07-01,False,66.66666666666667,0.0,50.0,50.0,63.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-08-01,False,66.66666666666667,0.0,66.66666666666667,50.0,60.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-09-01,False,66.66666666666667,0.0,33.333333333333336,0.0,75.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-10-01,False,44.44444444444444,0.0,66.66666666666667,50.0,58.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-11-01,False,33.333333333333336,0.0,83.33333333333333,50.0,89.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2015-12-01,False,33.333333333333336,0.0,83.33333333333333,0.0,73.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-01-01,False,66.66666666666667,0.0,66.66666666666667,100.0,53.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-02-01,False,77.77777777777777,0.0,50.0,100.0,51.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-03-01,False,77.77777777777777,0.0,66.66666666666667,50.0,55.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-04-01,False,55.55555555555556,0.0,83.33333333333333,0.0,63.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-05-01,False,66.66666666666667,0.0,66.66666666666667,50.0,70.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-06-01,False,88.88888888888889,0.0,83.33333333333333,50.0,75.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-07-01,False,77.77777777777777,0.0,50.0,50.0,76.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-08-01,False,55.55555555555556,0.0,50.0,0.0,71.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-09-01,False,44.44444444444444,0.0,83.33333333333333,0.0,66.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-10-01,False,44.44444444444444,0.0,66.66666666666667,50.0,61.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-11-01,False,55.55555555555556,0.0,16.666666666666668,0.0,78.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2016-12-01,False,44.44444444444444,100.0,50.0,50.0,83.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-01-01,False,33.333333333333336,0.0,66.66666666666667,50.0,69.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-02-01,False,77.77777777777777,0.0,50.0,50.0,66.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-03-01,False,66.66666666666667,0.0,33.333333333333336,50.0,74.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-04-01,False,55.55555555555556,100.0,50.0,50.0,85.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-05-01,False,66.66666666666667,0.0,66.66666666666667,50.0,82.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-06-01,False,77.77777777777777,0.0,50.0,0.0,74.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-07-01,False,66.66666666666667,0.0,66.66666666666667,0.0,71.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-08-01,False,44.44444444444444,0.0,33.333333333333336,0.0,69.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-09-01,False,55.55555555555556,0.0,33.333333333333336,50.0,73.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-10-01,False,44.44444444444444,0.0,50.0,50.0,69.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-11-01,False,33.333333333333336,100.0,33.333333333333336,50.0,79.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2017-12-01,False,33.333333333333336,0.0,50.0,50.0,94.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-01-01,False,44.44444444444444,0.0,83.33333333333333,100.0,75.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-02-01,False,66.66666666666667,0.0,33.333333333333336,0.0,58.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-03-01,False,66.66666666666667,0.0,66.66666666666667,0.0,65.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-04-01,False,55.55555555555556,0.0,50.0,50.0,81.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-05-01,False,44.44444444444444,0.0,66.66666666666667,50.0,74.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-06-01,False,33.333333333333336,0.0,33.333333333333336,0.0,71.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-07-01,False,44.44444444444444,0.0,50.0,0.0,83.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-08-01,False,44.44444444444444,0.0,50.0,50.0,83.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-09-01,False,22.22222222222222,0.0,50.0,0.0,69.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-10-01,False,33.333333333333336,0.0,50.0,0.0,71.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-11-01,False,33.333333333333336,0.0,33.333333333333336,0.0,84.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2018-12-01,False,33.333333333333336,0.0,33.333333333333336,0.0,88.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-01-01,False,44.44444444444444,0.0,50.0,0.0,73.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-02-01,False,33.333333333333336,0.0,33.333333333333336,50.0,72.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-03-01,False,55.55555555555556,0.0,50.0,0.0,79.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-04-01,False,44.44444444444444,0.0,33.333333333333336,0.0,73.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-05-01,False,33.333333333333336,0.0,33.333333333333336,50.0,94.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-06-01,False,44.44444444444444,0.0,33.333333333333336,0.0,85.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-07-01,False,44.44444444444444,0.0,50.0,0.0,90.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-08-01,False,44.44444444444444,0.0,33.333333333333336,50.0,83.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-09-01,False,33.333333333333336,0.0,33.333333333333336,0.0,83.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-10-01,False,11.11111111111111,0.0,33.333333333333336,0.0,81.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-11-01,False,44.44444444444444,0.0,50.0,0.0,98.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2019-12-01,False,33.333333333333336,0.0,50.0,0.0,100.0,9.0,1.0,6.0,2.0,100.0
Palm Bay-Melbourne-Titusville,2020-01-01,False,33.333333333333336,0.0,50.0,0.0,78.0,9.0,1.0,6.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-01-01,False,55.55555555555556,0.0,100.0,100.0,62.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-02-01,False,66.66666666666667,0.0,80.0,50.0,59.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-03-01,False,66.66666666666667,0.0,60.0,50.0,57.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-04-01,False,55.55555555555556,0.0,40.0,50.0,50.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-05-01,False,77.77777777777777,0.0,100.0,100.0,54.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-06-01,False,44.44444444444444,0.0,100.0,50.0,47.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-07-01,False,55.55555555555556,0.0,60.0,50.0,54.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-08-01,False,100.0,0.0,60.0,100.0,44.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-09-01,False,55.55555555555556,0.0,40.0,50.0,46.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-10-01,False,33.333333333333336,0.0,60.0,100.0,49.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-11-01,False,44.44444444444444,0.0,40.0,50.0,60.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2014-12-01,False,44.44444444444444,0.0,60.0,50.0,66.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-01-01,False,77.77777777777777,100.0,80.0,50.0,47.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-02-01,False,88.88888888888889,0.0,20.0,50.0,53.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-03-01,False,66.66666666666667,0.0,100.0,50.0,49.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-04-01,False,66.66666666666667,0.0,40.0,50.0,64.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-05-01,False,44.44444444444444,100.0,60.0,50.0,59.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-06-01,False,55.55555555555556,0.0,40.0,50.0,61.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-07-01,False,66.66666666666667,0.0,80.0,100.0,56.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-08-01,False,55.55555555555556,100.0,80.0,50.0,51.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-09-01,False,44.44444444444444,0.0,60.0,100.0,60.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-10-01,False,22.22222222222222,0.0,100.0,50.0,60.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-11-01,False,44.44444444444444,0.0,80.0,50.0,100.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2015-12-01,False,44.44444444444444,0.0,40.0,50.0,88.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-01-01,False,55.55555555555556,0.0,80.0,50.0,78.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-02-01,False,77.77777777777777,0.0,80.0,50.0,73.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-03-01,False,55.55555555555556,0.0,80.0,100.0,60.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-04-01,False,66.66666666666667,0.0,60.0,0.0,71.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-05-01,False,33.333333333333336,0.0,100.0,50.0,73.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-06-01,False,66.66666666666667,0.0,60.0,50.0,71.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-07-01,False,66.66666666666667,100.0,60.0,50.0,65.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-08-01,False,55.55555555555556,0.0,80.0,0.0,70.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-09-01,False,44.44444444444444,0.0,80.0,50.0,65.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-10-01,False,66.66666666666667,0.0,40.0,50.0,61.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-11-01,False,44.44444444444444,0.0,40.0,50.0,74.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2016-12-01,False,44.44444444444444,0.0,40.0,50.0,79.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-01-01,False,44.44444444444444,100.0,80.0,100.0,71.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-02-01,False,55.55555555555556,0.0,40.0,50.0,60.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-03-01,False,44.44444444444444,0.0,60.0,50.0,68.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-04-01,False,33.333333333333336,0.0,40.0,50.0,86.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-05-01,False,33.333333333333336,0.0,40.0,50.0,68.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-06-01,False,33.333333333333336,0.0,80.0,100.0,71.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-07-01,False,55.55555555555556,0.0,40.0,50.0,67.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-08-01,False,22.22222222222222,0.0,40.0,50.0,72.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-09-01,False,44.44444444444444,100.0,40.0,0.0,68.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-10-01,False,33.333333333333336,0.0,40.0,50.0,61.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-11-01,False,33.333333333333336,0.0,40.0,50.0,62.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2017-12-01,False,22.22222222222222,0.0,40.0,50.0,83.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-01-01,False,44.44444444444444,100.0,40.0,50.0,67.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-02-01,False,44.44444444444444,100.0,60.0,50.0,59.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-03-01,False,44.44444444444444,100.0,40.0,0.0,70.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-04-01,False,44.44444444444444,0.0,40.0,0.0,85.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-05-01,False,33.333333333333336,0.0,60.0,100.0,72.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-06-01,False,33.333333333333336,0.0,60.0,50.0,65.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-07-01,False,33.333333333333336,0.0,40.0,50.0,83.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-08-01,False,33.333333333333336,0.0,60.0,50.0,71.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-09-01,False,33.333333333333336,0.0,60.0,50.0,73.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-10-01,False,22.22222222222222,0.0,60.0,50.0,69.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-11-01,False,22.22222222222222,0.0,40.0,50.0,81.0,9.0,1.0,5.0,2.0,100.0
Miami-Fort Lauderdale-West Palm Beach,2018-12-01,False,11.11111111111111,0.0,60.0,0.0,84.0,9.0,1.0,5.0,2.0,100.0
