Metro,datetime,isPartial,condos for rent,duplex apartments for rent,townhomes for rent,townhouses for rent,starbucks,rel_pop_condos for rent,rel_pop_duplex apartments for rent,rel_pop_townhomes for rent,rel_pop_townhouses for rent,rel_pop_starbucks
Washington-Arlington-Alexandria,2015-04-01,False,40.0,,60.0,66.66666666666667,60.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2015-05-01,False,60.0,,40.0,33.333333333333336,70.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2015-06-01,False,60.0,,40.0,66.66666666666667,66.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2015-07-01,False,60.0,,60.0,33.333333333333336,64.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2015-08-01,False,40.0,,60.0,33.333333333333336,61.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2015-09-01,False,40.0,,40.0,66.66666666666667,63.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2015-10-01,False,60.0,,60.0,33.333333333333336,64.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2015-11-01,False,40.0,,40.0,33.333333333333336,96.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2015-12-01,False,40.0,,40.0,66.66666666666667,85.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-01-01,False,40.0,,60.0,33.333333333333336,59.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-02-01,False,80.0,,60.0,66.66666666666667,62.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-03-01,False,60.0,,60.0,66.66666666666667,68.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-04-01,False,80.0,,80.0,66.66666666666667,72.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-05-01,False,60.0,,80.0,66.66666666666667,75.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-06-01,False,80.0,,100.0,66.66666666666667,77.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-07-01,False,60.0,,80.0,66.66666666666667,78.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-08-01,False,80.0,,60.0,66.66666666666667,64.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-09-01,False,20.0,,40.0,33.333333333333336,73.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-10-01,False,60.0,,40.0,66.66666666666667,64.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-11-01,False,100.0,,60.0,66.66666666666667,83.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2016-12-01,False,80.0,,80.0,33.333333333333336,86.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-01-01,False,80.0,,80.0,66.66666666666667,71.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-02-01,False,60.0,,60.0,100.0,70.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-03-01,False,80.0,,60.0,33.333333333333336,68.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-04-01,False,100.0,,80.0,66.66666666666667,83.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-05-01,False,80.0,,80.0,66.66666666666667,74.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-06-01,False,100.0,,100.0,100.0,76.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-07-01,False,100.0,,80.0,100.0,70.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-08-01,False,60.0,,80.0,66.66666666666667,68.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-09-01,False,40.0,,60.0,66.66666666666667,74.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-10-01,False,60.0,,60.0,66.66666666666667,72.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-11-01,False,40.0,,60.0,66.66666666666667,77.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2017-12-01,False,40.0,,60.0,33.333333333333336,78.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-01-01,False,80.0,,40.0,66.66666666666667,64.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-02-01,False,60.0,,60.0,33.333333333333336,57.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-03-01,False,40.0,,60.0,66.66666666666667,67.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-04-01,False,80.0,,60.0,66.66666666666667,96.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-05-01,False,40.0,,60.0,66.66666666666667,79.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-06-01,False,80.0,,80.0,66.66666666666667,79.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-07-01,False,80.0,,60.0,66.66666666666667,82.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-08-01,False,60.0,,40.0,66.66666666666667,79.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-09-01,False,80.0,,60.0,33.333333333333336,76.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-10-01,False,60.0,,40.0,33.333333333333336,78.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-11-01,False,40.0,,40.0,33.333333333333336,86.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2018-12-01,False,40.0,,40.0,66.66666666666667,93.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-01-01,False,60.0,,60.0,66.66666666666667,70.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-02-01,False,80.0,,80.0,33.333333333333336,77.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-03-01,False,60.0,,80.0,33.333333333333336,75.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-04-01,False,60.0,,60.0,66.66666666666667,87.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-05-01,False,80.0,,60.0,66.66666666666667,100.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-06-01,False,100.0,,80.0,33.333333333333336,92.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-07-01,False,60.0,,80.0,66.66666666666667,95.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-08-01,False,80.0,,100.0,33.333333333333336,87.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-09-01,False,40.0,,60.0,33.333333333333336,86.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-10-01,False,40.0,,80.0,66.66666666666667,75.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-11-01,False,40.0,,80.0,33.333333333333336,96.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2019-12-01,False,40.0,,80.0,33.333333333333336,90.0,5.0,0.0,5.0,3.0,100.0
Washington-Arlington-Alexandria,2020-01-01,False,60.0,,80.0,66.66666666666667,79.0,5.0,0.0,5.0,3.0,100.0
Baltimore-Columbia-Towson,2014-01-01,False,66.66666666666667,,100.0,25.0,52.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-02-01,False,33.333333333333336,,45.45454545454545,25.0,51.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-03-01,False,66.66666666666667,,45.45454545454545,75.0,44.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-04-01,False,83.33333333333333,,45.45454545454545,25.0,56.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-05-01,False,33.333333333333336,,36.36363636363637,50.0,55.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-06-01,False,50.0,,81.81818181818181,25.0,38.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-07-01,False,66.66666666666667,,36.36363636363637,25.0,48.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-08-01,False,33.333333333333336,,18.181818181818183,50.0,53.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-09-01,False,33.333333333333336,,45.45454545454545,25.0,50.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-10-01,False,33.333333333333336,,45.45454545454545,25.0,61.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-11-01,False,66.66666666666667,,45.45454545454545,25.0,67.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2014-12-01,False,16.666666666666668,,45.45454545454545,50.0,79.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-01-01,False,33.333333333333336,,81.81818181818181,50.0,43.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-02-01,False,33.333333333333336,,72.72727272727273,50.0,53.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-03-01,False,83.33333333333333,,45.45454545454545,25.0,59.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-04-01,False,33.333333333333336,,63.63636363636363,25.0,54.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-05-01,False,66.66666666666667,,36.36363636363637,25.0,64.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-06-01,False,66.66666666666667,,63.63636363636363,25.0,59.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-07-01,False,0.0,,45.45454545454545,25.0,50.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-08-01,False,50.0,,45.45454545454545,50.0,46.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-09-01,False,83.33333333333333,,54.54545454545455,50.0,52.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-10-01,False,16.666666666666668,,18.181818181818183,25.0,55.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-11-01,False,33.333333333333336,,18.181818181818183,25.0,93.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2015-12-01,False,33.333333333333336,,63.63636363636363,25.0,79.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-01-01,False,50.0,,63.63636363636363,75.0,66.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-02-01,False,83.33333333333333,,81.81818181818181,50.0,51.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-03-01,False,83.33333333333333,,72.72727272727273,50.0,55.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-04-01,False,66.66666666666667,,45.45454545454545,50.0,64.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-05-01,False,50.0,,90.9090909090909,75.0,68.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-06-01,False,83.33333333333333,,45.45454545454545,25.0,53.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-07-01,False,83.33333333333333,,54.54545454545455,50.0,54.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-08-01,False,66.66666666666667,,63.63636363636363,25.0,64.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-09-01,False,16.666666666666668,,72.72727272727273,25.0,65.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-10-01,False,50.0,,27.272727272727273,25.0,66.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-11-01,False,33.333333333333336,,72.72727272727273,25.0,83.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2016-12-01,False,16.666666666666668,,45.45454545454545,25.0,81.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-01-01,False,83.33333333333333,,54.54545454545455,50.0,63.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-02-01,False,50.0,,90.9090909090909,25.0,57.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-03-01,False,50.0,,45.45454545454545,25.0,59.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-04-01,False,66.66666666666667,,81.81818181818181,50.0,91.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-05-01,False,50.0,,81.81818181818181,50.0,63.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-06-01,False,50.0,,81.81818181818181,25.0,67.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-07-01,False,83.33333333333333,,72.72727272727273,100.0,60.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-08-01,False,50.0,,45.45454545454545,0.0,61.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-09-01,False,33.333333333333336,,54.54545454545455,25.0,66.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-10-01,False,50.0,,54.54545454545455,75.0,66.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-11-01,False,33.333333333333336,,36.36363636363637,0.0,74.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2017-12-01,False,50.0,,36.36363636363637,25.0,80.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-01-01,False,83.33333333333333,,63.63636363636363,0.0,65.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-02-01,False,16.666666666666668,,72.72727272727273,75.0,50.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-03-01,False,66.66666666666667,,72.72727272727273,50.0,65.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-04-01,False,50.0,,100.0,75.0,90.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-05-01,False,66.66666666666667,,36.36363636363637,75.0,68.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-06-01,False,100.0,,45.45454545454545,25.0,73.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-07-01,False,66.66666666666667,,72.72727272727273,25.0,72.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-08-01,False,50.0,,45.45454545454545,50.0,63.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-09-01,False,66.66666666666667,,81.81818181818181,25.0,72.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-10-01,False,33.333333333333336,,63.63636363636363,50.0,68.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-11-01,False,50.0,,27.272727272727273,0.0,79.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2018-12-01,False,50.0,,45.45454545454545,0.0,86.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-01-01,False,83.33333333333333,,45.45454545454545,25.0,66.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-02-01,False,33.333333333333336,,72.72727272727273,50.0,62.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-03-01,False,83.33333333333333,,90.9090909090909,25.0,77.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-04-01,False,83.33333333333333,,81.81818181818181,50.0,75.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-05-01,False,50.0,,63.63636363636363,75.0,100.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-06-01,False,83.33333333333333,,54.54545454545455,50.0,67.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-07-01,False,50.0,,81.81818181818181,50.0,85.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-08-01,False,33.333333333333336,,100.0,50.0,78.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-09-01,False,33.333333333333336,,54.54545454545455,50.0,72.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-10-01,False,33.333333333333336,,72.72727272727273,25.0,71.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-11-01,False,66.66666666666667,,72.72727272727273,75.0,83.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2019-12-01,False,33.333333333333336,,54.54545454545455,25.0,99.0,6.0,0.0,11.0,4.0,100.0
Baltimore-Columbia-Towson,2020-01-01,False,66.66666666666667,,81.81818181818181,50.0,71.0,6.0,0.0,11.0,4.0,100.0
Charlottesville,2014-01-01,False,,,,,27.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-02-01,False,,,,,31.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-03-01,False,,,,,40.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-04-01,False,,,,,25.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-05-01,False,,,,,40.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-06-01,False,,,,,25.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-07-01,False,,,,,36.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-08-01,False,,,,,39.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-09-01,False,,,,,20.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-10-01,False,,,,,43.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-11-01,False,,,,,54.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2014-12-01,False,,,,,15.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-01-01,False,,,,,43.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-02-01,False,,,,,36.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-03-01,False,,,,,18.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-04-01,False,,,,,15.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-05-01,False,,,,,50.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-06-01,False,,,,,31.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-07-01,False,,,,,31.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-08-01,False,,,,,43.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-09-01,False,,,,,41.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-10-01,False,,,,,49.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-11-01,False,,,,,68.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2015-12-01,False,,,,,37.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-01-01,False,,,,,34.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-02-01,False,,,,,42.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-03-01,False,,,,,54.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-04-01,False,,,,,50.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-05-01,False,,,,,62.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-06-01,False,,,,,33.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-07-01,False,,,,,64.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-08-01,False,,,,,46.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-09-01,False,,,,,46.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-10-01,False,,,,,59.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-11-01,False,,,,,43.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2016-12-01,False,,,,,100.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-01-01,False,,,,,42.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-02-01,False,,,,,74.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-03-01,False,,,,,70.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-04-01,False,,,,,66.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-05-01,False,,,,,53.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-06-01,False,,,,,37.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-07-01,False,,,,,60.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-08-01,False,,,,,46.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-09-01,False,,,,,32.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-10-01,False,,,,,72.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-11-01,False,,,,,50.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2017-12-01,False,,,,,78.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-01-01,False,,,,,27.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-02-01,False,,,,,50.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-03-01,False,,,,,52.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-04-01,False,,,,,97.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-05-01,False,,,,,46.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-06-01,False,,,,,67.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-07-01,False,,,,,46.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-08-01,False,,,,,20.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-09-01,False,,,,,67.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-10-01,False,,,,,76.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-11-01,False,,,,,65.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2018-12-01,False,,,,,81.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-01-01,False,,,,,48.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-02-01,False,,,,,45.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-03-01,False,,,,,62.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-04-01,False,,,,,79.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-05-01,False,,,,,52.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-06-01,False,,,,,60.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-07-01,False,,,,,84.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-08-01,False,,,,,44.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-09-01,False,,,,,61.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-10-01,False,,,,,59.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-11-01,False,,,,,60.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2019-12-01,False,,,,,79.0,0.0,0.0,0.0,0.0,100.0
Charlottesville,2020-01-01,False,,,,,63.0,0.0,0.0,0.0,0.0,100.0
Richmond,2014-01-01,False,42.857142857142854,,40.0,16.666666666666668,42.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-02-01,False,14.285714285714286,,50.0,66.66666666666667,56.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-03-01,False,100.0,,60.0,33.333333333333336,48.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-04-01,False,71.42857142857143,,70.0,33.333333333333336,53.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-05-01,False,57.142857142857146,,70.0,33.333333333333336,64.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-06-01,False,100.0,,80.0,0.0,58.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-07-01,False,14.285714285714286,,80.0,66.66666666666667,51.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-08-01,False,14.285714285714286,,40.0,66.66666666666667,57.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-09-01,False,14.285714285714286,,20.0,16.666666666666668,47.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-10-01,False,28.571428571428573,,50.0,16.666666666666668,42.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-11-01,False,0.0,,50.0,16.666666666666668,85.0,7.0,0.0,10.0,6.0,100.0
Richmond,2014-12-01,False,42.857142857142854,,60.0,0.0,59.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-01-01,False,85.71428571428571,,70.0,33.333333333333336,52.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-02-01,False,28.571428571428573,,20.0,16.666666666666668,52.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-03-01,False,28.571428571428573,,50.0,33.333333333333336,61.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-04-01,False,42.857142857142854,,50.0,0.0,58.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-05-01,False,71.42857142857143,,40.0,16.666666666666668,71.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-06-01,False,42.857142857142854,,30.0,0.0,52.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-07-01,False,57.142857142857146,,50.0,66.66666666666667,66.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-08-01,False,85.71428571428571,,30.0,0.0,47.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-09-01,False,0.0,,40.0,0.0,58.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-10-01,False,28.571428571428573,,10.0,16.666666666666668,66.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-11-01,False,42.857142857142854,,50.0,50.0,92.0,7.0,0.0,10.0,6.0,100.0
Richmond,2015-12-01,False,14.285714285714286,,70.0,0.0,74.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-01-01,False,28.571428571428573,,80.0,33.333333333333336,67.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-02-01,False,14.285714285714286,,40.0,16.666666666666668,58.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-03-01,False,42.857142857142854,,60.0,16.666666666666668,64.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-04-01,False,71.42857142857143,,50.0,16.666666666666668,69.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-05-01,False,42.857142857142854,,90.0,33.333333333333336,49.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-06-01,False,71.42857142857143,,0.0,0.0,59.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-07-01,False,71.42857142857143,,60.0,50.0,71.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-08-01,False,42.857142857142854,,30.0,50.0,76.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-09-01,False,28.571428571428573,,30.0,33.333333333333336,58.0,7.0,0.0,10.0,6.0,100.0
Richmond,2016-10-01,False,42.857142857142854,,50.0,50.0,66.0,7.0,0.0,10.0,6.0,100.0
