Metro,datetime,isPartial,Twitter,Hashtag,Tender Age Shelter,Fake News,Starbucks,rel_pop_Twitter,rel_pop_Hashtag,rel_pop_Tender Age Shelter,rel_pop_Fake News,rel_pop_Starbucks
Binghamton,2018-08-01,False,67.0,100.0,,20.0,82.6086956521739,100.0,4.0,0.0,5.0,23.0
Binghamton,2018-09-01,False,54.0,25.0,,80.0,69.56521739130434,100.0,4.0,0.0,5.0,23.0
Binghamton,2018-10-01,False,51.0,0.0,,0.0,56.52173913043478,100.0,4.0,0.0,5.0,23.0
Binghamton,2018-11-01,False,64.0,25.0,,0.0,43.47826086956522,100.0,4.0,0.0,5.0,23.0
Binghamton,2018-12-01,False,40.0,25.0,,0.0,39.130434782608695,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-01-01,False,41.0,75.0,,20.0,43.47826086956522,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-02-01,False,57.0,0.0,,0.0,65.21739130434783,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-03-01,False,54.0,25.0,,0.0,65.21739130434783,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-04-01,False,50.0,25.0,,0.0,60.869565217391305,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-05-01,False,53.0,25.0,,0.0,78.26086956521739,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-06-01,False,55.0,0.0,,0.0,52.17391304347826,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-07-01,False,47.0,0.0,,0.0,82.6086956521739,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-08-01,False,42.0,0.0,,0.0,60.869565217391305,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-09-01,False,49.0,0.0,,20.0,60.869565217391305,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-10-01,False,54.0,50.0,,0.0,86.95652173913044,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-11-01,False,55.0,0.0,,0.0,65.21739130434783,100.0,4.0,0.0,5.0,23.0
Binghamton,2019-12-01,False,39.0,25.0,,20.0,65.21739130434783,100.0,4.0,0.0,5.0,23.0
Binghamton,2020-01-01,False,54.0,25.0,,20.0,39.130434782608695,100.0,4.0,0.0,5.0,23.0
Batavia,2014-01-01,False,100.0,0.0,,0.0,38.70967741935484,100.0,2.0,0.0,3.0,31.0
Batavia,2014-02-01,False,96.0,100.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Batavia,2014-03-01,False,87.0,0.0,,0.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Batavia,2014-04-01,False,93.0,100.0,,0.0,38.70967741935484,100.0,2.0,0.0,3.0,31.0
Batavia,2014-05-01,False,96.0,50.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Batavia,2014-06-01,False,84.0,100.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Batavia,2014-07-01,False,88.0,50.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Batavia,2014-08-01,False,77.0,100.0,,33.333333333333336,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Batavia,2014-09-01,False,92.0,0.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Batavia,2014-10-01,False,85.0,0.0,,0.0,41.935483870967744,100.0,2.0,0.0,3.0,31.0
Batavia,2014-11-01,False,81.0,50.0,,0.0,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Batavia,2014-12-01,False,91.0,50.0,,0.0,58.064516129032256,100.0,2.0,0.0,3.0,31.0
Batavia,2015-01-01,False,84.0,100.0,,0.0,38.70967741935484,100.0,2.0,0.0,3.0,31.0
Batavia,2015-02-01,False,79.0,50.0,,0.0,41.935483870967744,100.0,2.0,0.0,3.0,31.0
Batavia,2015-03-01,False,81.0,50.0,,0.0,41.935483870967744,100.0,2.0,0.0,3.0,31.0
Batavia,2015-04-01,False,72.0,50.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Batavia,2015-05-01,False,65.0,100.0,,0.0,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Batavia,2015-06-01,False,84.0,50.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Batavia,2015-07-01,False,87.0,0.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Batavia,2015-08-01,False,78.0,100.0,,0.0,41.935483870967744,100.0,2.0,0.0,3.0,31.0
Batavia,2015-09-01,False,76.0,100.0,,0.0,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Batavia,2015-10-01,False,79.0,100.0,,0.0,58.064516129032256,100.0,2.0,0.0,3.0,31.0
Batavia,2015-11-01,False,65.0,0.0,,0.0,80.64516129032258,100.0,2.0,0.0,3.0,31.0
Batavia,2015-12-01,False,58.0,100.0,,0.0,64.51612903225806,100.0,2.0,0.0,3.0,31.0
Batavia,2016-01-01,False,70.0,50.0,,0.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Batavia,2016-02-01,False,70.0,50.0,,0.0,29.032258064516128,100.0,2.0,0.0,3.0,31.0
Batavia,2016-03-01,False,69.0,50.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Batavia,2016-04-01,False,78.0,50.0,,0.0,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Batavia,2016-05-01,False,68.0,50.0,,0.0,70.96774193548387,100.0,2.0,0.0,3.0,31.0
Batavia,2016-06-01,False,70.0,0.0,,33.333333333333336,67.74193548387096,100.0,2.0,0.0,3.0,31.0
Batavia,2016-07-01,False,76.0,0.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Batavia,2016-08-01,False,72.0,50.0,,0.0,38.70967741935484,100.0,2.0,0.0,3.0,31.0
Batavia,2016-09-01,False,67.0,50.0,,0.0,58.064516129032256,100.0,2.0,0.0,3.0,31.0
Batavia,2016-10-01,False,67.0,50.0,,0.0,32.25806451612903,100.0,2.0,0.0,3.0,31.0
Batavia,2016-11-01,False,75.0,50.0,,33.333333333333336,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Batavia,2016-12-01,False,59.0,50.0,,33.333333333333336,67.74193548387096,100.0,2.0,0.0,3.0,31.0
Batavia,2017-01-01,False,80.0,50.0,,100.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Batavia,2017-02-01,False,72.0,50.0,,33.333333333333336,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Batavia,2017-03-01,False,80.0,50.0,,33.333333333333336,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Batavia,2017-04-01,False,63.0,50.0,,33.333333333333336,74.19354838709677,100.0,2.0,0.0,3.0,31.0
Batavia,2017-05-01,False,72.0,50.0,,66.66666666666667,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Batavia,2017-06-01,False,79.0,0.0,,33.333333333333336,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Batavia,2017-07-01,False,81.0,100.0,,33.333333333333336,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Batavia,2017-08-01,False,66.0,50.0,,0.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Batavia,2017-09-01,False,61.0,0.0,,0.0,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Batavia,2017-10-01,False,77.0,100.0,,33.333333333333336,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Batavia,2017-11-01,False,58.0,50.0,,33.333333333333336,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Batavia,2017-12-01,False,66.0,50.0,,33.333333333333336,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Batavia,2018-01-01,False,73.0,50.0,,66.66666666666667,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Batavia,2018-02-01,False,69.0,50.0,,33.333333333333336,29.032258064516128,100.0,2.0,0.0,3.0,31.0
Batavia,2018-03-01,False,78.0,50.0,,33.333333333333336,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Batavia,2018-04-01,False,63.0,100.0,,0.0,90.3225806451613,100.0,2.0,0.0,3.0,31.0
Batavia,2018-05-01,False,69.0,50.0,,0.0,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Batavia,2018-06-01,False,77.0,50.0,,0.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Batavia,2018-07-01,False,57.0,100.0,,0.0,70.96774193548387,100.0,2.0,0.0,3.0,31.0
Batavia,2018-08-01,False,70.0,50.0,,33.333333333333336,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Batavia,2018-09-01,False,69.0,50.0,,33.333333333333336,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Batavia,2018-10-01,False,60.0,100.0,,0.0,70.96774193548387,100.0,2.0,0.0,3.0,31.0
Batavia,2018-11-01,False,65.0,50.0,,33.333333333333336,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Batavia,2018-12-01,False,59.0,0.0,,33.333333333333336,70.96774193548387,100.0,2.0,0.0,3.0,31.0
Batavia,2019-01-01,False,69.0,50.0,,0.0,67.74193548387096,100.0,2.0,0.0,3.0,31.0
Batavia,2019-02-01,False,65.0,50.0,,33.333333333333336,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Batavia,2019-03-01,False,63.0,0.0,,33.333333333333336,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Batavia,2019-04-01,False,60.0,50.0,,0.0,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Batavia,2019-05-01,False,56.0,50.0,,0.0,77.41935483870968,100.0,2.0,0.0,3.0,31.0
Batavia,2019-06-01,False,56.0,50.0,,0.0,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Batavia,2019-07-01,False,60.0,50.0,,33.333333333333336,77.41935483870968,100.0,2.0,0.0,3.0,31.0
Batavia,2019-08-01,False,78.0,50.0,,0.0,67.74193548387096,100.0,2.0,0.0,3.0,31.0
Batavia,2019-09-01,False,65.0,50.0,,0.0,64.51612903225806,100.0,2.0,0.0,3.0,31.0
Batavia,2019-10-01,False,67.0,50.0,,33.333333333333336,70.96774193548387,100.0,2.0,0.0,3.0,31.0
Batavia,2019-11-01,False,74.0,50.0,,0.0,90.3225806451613,100.0,2.0,0.0,3.0,31.0
Batavia,2019-12-01,False,60.0,50.0,,0.0,100.0,100.0,2.0,0.0,3.0,31.0
Batavia,2020-01-01,False,71.0,0.0,,33.333333333333336,58.064516129032256,100.0,2.0,0.0,3.0,31.0
Buffalo-Cheektowaga-Niagara Falls,2014-01-01,False,100.0,50.0,,0.0,25.925925925925927,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-02-01,False,88.0,0.0,,0.0,29.62962962962963,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-03-01,False,100.0,50.0,,0.0,40.74074074074074,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-04-01,False,84.0,50.0,,0.0,25.925925925925927,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-05-01,False,100.0,50.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-06-01,False,95.0,100.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-07-01,False,83.0,100.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-08-01,False,91.0,50.0,,0.0,33.333333333333336,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-09-01,False,80.0,50.0,,0.0,33.333333333333336,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-10-01,False,80.0,0.0,,0.0,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-11-01,False,85.0,50.0,,0.0,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2014-12-01,False,74.0,50.0,,33.333333333333336,51.851851851851855,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-01-01,False,76.0,0.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-02-01,False,76.0,50.0,,0.0,25.925925925925927,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-03-01,False,82.0,100.0,,0.0,40.74074074074074,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-04-01,False,71.0,0.0,,0.0,40.74074074074074,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-05-01,False,71.0,0.0,,0.0,44.44444444444444,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-06-01,False,67.0,0.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-07-01,False,74.0,50.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-08-01,False,82.0,0.0,,0.0,33.333333333333336,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-09-01,False,65.0,50.0,,33.333333333333336,40.74074074074074,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-10-01,False,72.0,50.0,,0.0,51.851851851851855,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-11-01,False,70.0,50.0,,0.0,77.77777777777777,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2015-12-01,False,68.0,50.0,,0.0,44.44444444444444,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-01-01,False,60.0,0.0,,0.0,40.74074074074074,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-02-01,False,61.0,0.0,,0.0,29.62962962962963,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-03-01,False,70.0,50.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-04-01,False,57.0,50.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-05-01,False,53.0,50.0,,0.0,59.25925925925926,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-06-01,False,67.0,50.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-07-01,False,67.0,0.0,,0.0,44.44444444444444,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-08-01,False,50.0,0.0,,0.0,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-09-01,False,59.0,50.0,,0.0,55.55555555555556,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-10-01,False,63.0,50.0,,33.333333333333336,37.03703703703704,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-11-01,False,61.0,0.0,,33.333333333333336,51.851851851851855,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2016-12-01,False,53.0,0.0,,33.333333333333336,55.55555555555556,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-01-01,False,66.0,50.0,,66.66666666666667,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-02-01,False,66.0,0.0,,100.0,44.44444444444444,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-03-01,False,68.0,0.0,,33.333333333333336,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-04-01,False,60.0,50.0,,33.333333333333336,66.66666666666667,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-05-01,False,54.0,50.0,,33.333333333333336,55.55555555555556,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-06-01,False,53.0,0.0,,33.333333333333336,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-07-01,False,61.0,50.0,,33.333333333333336,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-08-01,False,63.0,50.0,,33.333333333333336,51.851851851851855,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-09-01,False,58.0,0.0,,33.333333333333336,51.851851851851855,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-10-01,False,53.0,50.0,,66.66666666666667,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-11-01,False,54.0,50.0,,33.333333333333336,62.96296296296296,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2017-12-01,False,53.0,0.0,,33.333333333333336,62.96296296296296,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-01-01,False,61.0,50.0,,33.333333333333336,44.44444444444444,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-02-01,False,54.0,50.0,,33.333333333333336,33.333333333333336,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-03-01,False,60.0,50.0,,33.333333333333336,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-04-01,False,61.0,0.0,,0.0,59.25925925925926,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-05-01,False,52.0,50.0,,33.333333333333336,51.851851851851855,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-06-01,False,53.0,50.0,,33.333333333333336,55.55555555555556,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-07-01,False,54.0,50.0,,0.0,62.96296296296296,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-08-01,False,55.0,0.0,,0.0,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-09-01,False,62.0,50.0,,33.333333333333336,77.77777777777777,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-10-01,False,53.0,50.0,,0.0,66.66666666666667,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-11-01,False,50.0,50.0,,0.0,70.37037037037037,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2018-12-01,False,58.0,0.0,,0.0,55.55555555555556,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-01-01,False,54.0,50.0,,0.0,51.851851851851855,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-02-01,False,57.0,0.0,,33.333333333333336,51.851851851851855,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-03-01,False,55.0,100.0,,0.0,48.148148148148145,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-04-01,False,55.0,50.0,,0.0,62.96296296296296,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-05-01,False,50.0,50.0,,0.0,100.0,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-06-01,False,54.0,50.0,,0.0,66.66666666666667,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-07-01,False,51.0,0.0,,0.0,59.25925925925926,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-08-01,False,49.0,50.0,,0.0,70.37037037037037,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-09-01,False,61.0,50.0,,0.0,66.66666666666667,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-10-01,False,62.0,50.0,,33.333333333333336,62.96296296296296,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-11-01,False,50.0,100.0,,0.0,77.77777777777777,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2019-12-01,False,51.0,50.0,,0.0,74.07407407407408,100.0,2.0,0.0,3.0,27.0
Buffalo-Cheektowaga-Niagara Falls,2020-01-01,False,55.0,50.0,,0.0,74.07407407407408,100.0,2.0,0.0,3.0,27.0
Rochester,2014-01-01,False,100.0,0.0,,0.0,38.70967741935484,100.0,2.0,0.0,3.0,31.0
Rochester,2014-02-01,False,96.0,100.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Rochester,2014-03-01,False,87.0,0.0,,0.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Rochester,2014-04-01,False,93.0,100.0,,0.0,38.70967741935484,100.0,2.0,0.0,3.0,31.0
Rochester,2014-05-01,False,96.0,50.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Rochester,2014-06-01,False,84.0,100.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Rochester,2014-07-01,False,88.0,50.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Rochester,2014-08-01,False,77.0,100.0,,33.333333333333336,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Rochester,2014-09-01,False,92.0,0.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Rochester,2014-10-01,False,85.0,0.0,,0.0,41.935483870967744,100.0,2.0,0.0,3.0,31.0
Rochester,2014-11-01,False,81.0,50.0,,0.0,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Rochester,2014-12-01,False,91.0,50.0,,0.0,58.064516129032256,100.0,2.0,0.0,3.0,31.0
Rochester,2015-01-01,False,84.0,100.0,,0.0,38.70967741935484,100.0,2.0,0.0,3.0,31.0
Rochester,2015-02-01,False,79.0,50.0,,0.0,41.935483870967744,100.0,2.0,0.0,3.0,31.0
Rochester,2015-03-01,False,81.0,50.0,,0.0,41.935483870967744,100.0,2.0,0.0,3.0,31.0
Rochester,2015-04-01,False,72.0,50.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Rochester,2015-05-01,False,65.0,100.0,,0.0,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Rochester,2015-06-01,False,84.0,50.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Rochester,2015-07-01,False,87.0,0.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Rochester,2015-08-01,False,78.0,100.0,,0.0,41.935483870967744,100.0,2.0,0.0,3.0,31.0
Rochester,2015-09-01,False,76.0,100.0,,0.0,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Rochester,2015-10-01,False,79.0,100.0,,0.0,58.064516129032256,100.0,2.0,0.0,3.0,31.0
Rochester,2015-11-01,False,65.0,0.0,,0.0,80.64516129032258,100.0,2.0,0.0,3.0,31.0
Rochester,2015-12-01,False,58.0,100.0,,0.0,64.51612903225806,100.0,2.0,0.0,3.0,31.0
Rochester,2016-01-01,False,70.0,50.0,,0.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Rochester,2016-02-01,False,70.0,50.0,,0.0,29.032258064516128,100.0,2.0,0.0,3.0,31.0
Rochester,2016-03-01,False,69.0,50.0,,0.0,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Rochester,2016-04-01,False,78.0,50.0,,0.0,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Rochester,2016-05-01,False,68.0,50.0,,0.0,70.96774193548387,100.0,2.0,0.0,3.0,31.0
Rochester,2016-06-01,False,70.0,0.0,,33.333333333333336,67.74193548387096,100.0,2.0,0.0,3.0,31.0
Rochester,2016-07-01,False,76.0,0.0,,0.0,35.483870967741936,100.0,2.0,0.0,3.0,31.0
Rochester,2016-08-01,False,72.0,50.0,,0.0,38.70967741935484,100.0,2.0,0.0,3.0,31.0
Rochester,2016-09-01,False,67.0,50.0,,0.0,58.064516129032256,100.0,2.0,0.0,3.0,31.0
Rochester,2016-10-01,False,67.0,50.0,,0.0,32.25806451612903,100.0,2.0,0.0,3.0,31.0
Rochester,2016-11-01,False,75.0,50.0,,33.333333333333336,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Rochester,2016-12-01,False,59.0,50.0,,33.333333333333336,67.74193548387096,100.0,2.0,0.0,3.0,31.0
Rochester,2017-01-01,False,80.0,50.0,,100.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Rochester,2017-02-01,False,72.0,50.0,,33.333333333333336,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Rochester,2017-03-01,False,80.0,50.0,,33.333333333333336,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Rochester,2017-04-01,False,63.0,50.0,,33.333333333333336,74.19354838709677,100.0,2.0,0.0,3.0,31.0
Rochester,2017-05-01,False,72.0,50.0,,66.66666666666667,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Rochester,2017-06-01,False,79.0,0.0,,33.333333333333336,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Rochester,2017-07-01,False,81.0,100.0,,33.333333333333336,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Rochester,2017-08-01,False,66.0,50.0,,0.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Rochester,2017-09-01,False,61.0,0.0,,0.0,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Rochester,2017-10-01,False,77.0,100.0,,33.333333333333336,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Rochester,2017-11-01,False,58.0,50.0,,33.333333333333336,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Rochester,2017-12-01,False,66.0,50.0,,33.333333333333336,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Rochester,2018-01-01,False,73.0,50.0,,66.66666666666667,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Rochester,2018-02-01,False,69.0,50.0,,33.333333333333336,29.032258064516128,100.0,2.0,0.0,3.0,31.0
Rochester,2018-03-01,False,78.0,50.0,,33.333333333333336,45.16129032258065,100.0,2.0,0.0,3.0,31.0
Rochester,2018-04-01,False,63.0,100.0,,0.0,90.3225806451613,100.0,2.0,0.0,3.0,31.0
Rochester,2018-05-01,False,69.0,50.0,,0.0,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Rochester,2018-06-01,False,77.0,50.0,,0.0,48.38709677419355,100.0,2.0,0.0,3.0,31.0
Rochester,2018-07-01,False,57.0,100.0,,0.0,70.96774193548387,100.0,2.0,0.0,3.0,31.0
Rochester,2018-08-01,False,70.0,50.0,,33.333333333333336,61.29032258064516,100.0,2.0,0.0,3.0,31.0
Rochester,2018-09-01,False,69.0,50.0,,33.333333333333336,51.61290322580645,100.0,2.0,0.0,3.0,31.0
Rochester,2018-10-01,False,60.0,100.0,,0.0,70.96774193548387,100.0,2.0,0.0,3.0,31.0
Rochester,2018-11-01,False,65.0,50.0,,33.333333333333336,54.83870967741935,100.0,2.0,0.0,3.0,31.0
Rochester,2018-12-01,False,59.0,0.0,,33.333333333333336,70.96774193548387,100.0,2.0,0.0,3.0,31.0
