Metro,datetime,isPartial,Gun range,Gun licence,Gun control,Gun violence,Starbucks,rel_pop_Gun range,rel_pop_Gun licence,rel_pop_Gun control,rel_pop_Gun violence,rel_pop_Starbucks
Hartford-West Hartford-East Hartford,2019-10-01,False,50.0,,25.0,11.11111111111111,83.0,6.0,0.0,16.0,9.0,100.0
Hartford-West Hartford-East Hartford,2019-11-01,False,33.333333333333336,,12.5,0.0,87.0,6.0,0.0,16.0,9.0,100.0
Hartford-West Hartford-East Hartford,2019-12-01,False,50.0,,18.75,11.11111111111111,94.0,6.0,0.0,16.0,9.0,100.0
Hartford-West Hartford-East Hartford,2020-01-01,False,83.33333333333333,,12.5,11.11111111111111,67.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-01-01,False,16.666666666666668,,56.25,11.11111111111111,47.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-02-01,False,0.0,,50.0,11.11111111111111,36.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-03-01,False,66.66666666666667,,50.0,11.11111111111111,42.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-04-01,False,33.333333333333336,,43.75,44.44444444444444,47.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-05-01,False,0.0,,12.5,22.22222222222222,33.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-06-01,False,50.0,,25.0,11.11111111111111,34.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-07-01,False,50.0,,12.5,0.0,43.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-08-01,False,16.666666666666668,,18.75,0.0,50.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-09-01,False,16.666666666666668,,50.0,22.22222222222222,52.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-10-01,False,66.66666666666667,,43.75,11.11111111111111,57.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-11-01,False,50.0,,31.25,11.11111111111111,49.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2014-12-01,False,50.0,,6.25,22.22222222222222,59.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-01-01,False,50.0,,18.75,11.11111111111111,67.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-02-01,False,0.0,,25.0,33.333333333333336,36.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-03-01,False,33.333333333333336,,12.5,11.11111111111111,53.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-04-01,False,33.333333333333336,,37.5,11.11111111111111,48.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-05-01,False,16.666666666666668,,12.5,22.22222222222222,59.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-06-01,False,33.333333333333336,,18.75,33.333333333333336,58.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-07-01,False,16.666666666666668,,12.5,0.0,51.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-08-01,False,33.333333333333336,,37.5,11.11111111111111,47.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-09-01,False,16.666666666666668,,25.0,0.0,49.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-10-01,False,50.0,,75.0,33.333333333333336,52.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-11-01,False,50.0,,18.75,0.0,84.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2015-12-01,False,66.66666666666667,,56.25,44.44444444444444,69.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-01-01,False,33.333333333333336,,68.75,33.333333333333336,62.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-02-01,False,83.33333333333333,,31.25,11.11111111111111,53.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-03-01,False,50.0,,43.75,0.0,52.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-04-01,False,33.333333333333336,,12.5,11.11111111111111,56.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-05-01,False,66.66666666666667,,6.25,0.0,71.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-06-01,False,33.333333333333336,,75.0,33.333333333333336,69.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-07-01,False,50.0,,12.5,11.11111111111111,78.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-08-01,False,33.333333333333336,,12.5,11.11111111111111,66.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-09-01,False,66.66666666666667,,12.5,11.11111111111111,65.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-10-01,False,50.0,,12.5,11.11111111111111,54.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-11-01,False,50.0,,18.75,11.11111111111111,68.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2016-12-01,False,66.66666666666667,,12.5,11.11111111111111,80.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-01-01,False,50.0,,18.75,11.11111111111111,60.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-02-01,False,33.333333333333336,,6.25,0.0,60.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-03-01,False,33.333333333333336,,18.75,22.22222222222222,69.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-04-01,False,50.0,,12.5,11.11111111111111,93.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-05-01,False,33.333333333333336,,25.0,11.11111111111111,71.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-06-01,False,0.0,,0.0,11.11111111111111,60.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-07-01,False,16.666666666666668,,6.25,11.11111111111111,66.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-08-01,False,16.666666666666668,,0.0,0.0,80.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-09-01,False,50.0,,6.25,0.0,61.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-10-01,False,50.0,,56.25,22.22222222222222,61.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-11-01,False,50.0,,50.0,33.333333333333336,73.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2017-12-01,False,16.666666666666668,,25.0,22.22222222222222,84.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-01-01,False,33.333333333333336,,12.5,0.0,68.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-02-01,False,66.66666666666667,,100.0,66.66666666666667,60.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-03-01,False,66.66666666666667,,100.0,100.0,57.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-04-01,False,66.66666666666667,,31.25,33.333333333333336,81.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-05-01,False,33.333333333333336,,31.25,11.11111111111111,71.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-06-01,False,50.0,,18.75,11.11111111111111,76.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-07-01,False,50.0,,0.0,0.0,72.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-08-01,False,100.0,,12.5,33.333333333333336,80.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-09-01,False,33.333333333333336,,18.75,11.11111111111111,68.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-10-01,False,33.333333333333336,,18.75,33.333333333333336,75.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-11-01,False,50.0,,12.5,44.44444444444444,79.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2018-12-01,False,50.0,,12.5,11.11111111111111,85.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-01-01,False,50.0,,18.75,11.11111111111111,62.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-02-01,False,66.66666666666667,,37.5,11.11111111111111,58.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-03-01,False,66.66666666666667,,12.5,11.11111111111111,69.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-04-01,False,50.0,,18.75,22.22222222222222,71.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-05-01,False,16.666666666666668,,12.5,22.22222222222222,100.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-06-01,False,83.33333333333333,,12.5,11.11111111111111,92.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-07-01,False,33.333333333333336,,6.25,11.11111111111111,86.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-08-01,False,50.0,,31.25,44.44444444444444,90.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-09-01,False,33.333333333333336,,12.5,22.22222222222222,82.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-10-01,False,50.0,,25.0,11.11111111111111,83.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-11-01,False,33.333333333333336,,12.5,0.0,87.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2019-12-01,False,50.0,,18.75,11.11111111111111,94.0,6.0,0.0,16.0,9.0,100.0
Norwich-New London,2020-01-01,False,83.33333333333333,,12.5,11.11111111111111,67.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-01-01,False,16.666666666666668,,56.25,11.11111111111111,47.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-02-01,False,0.0,,50.0,11.11111111111111,36.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-03-01,False,66.66666666666667,,50.0,11.11111111111111,42.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-04-01,False,33.333333333333336,,43.75,44.44444444444444,47.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-05-01,False,0.0,,12.5,22.22222222222222,33.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-06-01,False,50.0,,25.0,11.11111111111111,34.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-07-01,False,50.0,,12.5,0.0,43.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-08-01,False,16.666666666666668,,18.75,0.0,50.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-09-01,False,16.666666666666668,,50.0,22.22222222222222,52.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-10-01,False,66.66666666666667,,43.75,11.11111111111111,57.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-11-01,False,50.0,,31.25,11.11111111111111,49.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2014-12-01,False,50.0,,6.25,22.22222222222222,59.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-01-01,False,50.0,,18.75,11.11111111111111,67.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-02-01,False,0.0,,25.0,33.333333333333336,36.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-03-01,False,33.333333333333336,,12.5,11.11111111111111,53.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-04-01,False,33.333333333333336,,37.5,11.11111111111111,48.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-05-01,False,16.666666666666668,,12.5,22.22222222222222,59.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-06-01,False,33.333333333333336,,18.75,33.333333333333336,58.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-07-01,False,16.666666666666668,,12.5,0.0,51.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-08-01,False,33.333333333333336,,37.5,11.11111111111111,47.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-09-01,False,16.666666666666668,,25.0,0.0,49.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-10-01,False,50.0,,75.0,33.333333333333336,52.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-11-01,False,50.0,,18.75,0.0,84.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2015-12-01,False,66.66666666666667,,56.25,44.44444444444444,69.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-01-01,False,33.333333333333336,,68.75,33.333333333333336,62.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-02-01,False,83.33333333333333,,31.25,11.11111111111111,53.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-03-01,False,50.0,,43.75,0.0,52.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-04-01,False,33.333333333333336,,12.5,11.11111111111111,56.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-05-01,False,66.66666666666667,,6.25,0.0,71.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-06-01,False,33.333333333333336,,75.0,33.333333333333336,69.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-07-01,False,50.0,,12.5,11.11111111111111,78.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-08-01,False,33.333333333333336,,12.5,11.11111111111111,66.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-09-01,False,66.66666666666667,,12.5,11.11111111111111,65.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-10-01,False,50.0,,12.5,11.11111111111111,54.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-11-01,False,50.0,,18.75,11.11111111111111,68.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2016-12-01,False,66.66666666666667,,12.5,11.11111111111111,80.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-01-01,False,50.0,,18.75,11.11111111111111,60.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-02-01,False,33.333333333333336,,6.25,0.0,60.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-03-01,False,33.333333333333336,,18.75,22.22222222222222,69.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-04-01,False,50.0,,12.5,11.11111111111111,93.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-05-01,False,33.333333333333336,,25.0,11.11111111111111,71.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-06-01,False,0.0,,0.0,11.11111111111111,60.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-07-01,False,16.666666666666668,,6.25,11.11111111111111,66.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-08-01,False,16.666666666666668,,0.0,0.0,80.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-09-01,False,50.0,,6.25,0.0,61.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-10-01,False,50.0,,56.25,22.22222222222222,61.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-11-01,False,50.0,,50.0,33.333333333333336,73.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2017-12-01,False,16.666666666666668,,25.0,22.22222222222222,84.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-01-01,False,33.333333333333336,,12.5,0.0,68.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-02-01,False,66.66666666666667,,100.0,66.66666666666667,60.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-03-01,False,66.66666666666667,,100.0,100.0,57.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-04-01,False,66.66666666666667,,31.25,33.333333333333336,81.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-05-01,False,33.333333333333336,,31.25,11.11111111111111,71.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-06-01,False,50.0,,18.75,11.11111111111111,76.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-07-01,False,50.0,,0.0,0.0,72.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-08-01,False,100.0,,12.5,33.333333333333336,80.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-09-01,False,33.333333333333336,,18.75,11.11111111111111,68.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-10-01,False,33.333333333333336,,18.75,33.333333333333336,75.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-11-01,False,50.0,,12.5,44.44444444444444,79.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2018-12-01,False,50.0,,12.5,11.11111111111111,85.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-01-01,False,50.0,,18.75,11.11111111111111,62.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-02-01,False,66.66666666666667,,37.5,11.11111111111111,58.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-03-01,False,66.66666666666667,,12.5,11.11111111111111,69.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-04-01,False,50.0,,18.75,22.22222222222222,71.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-05-01,False,16.666666666666668,,12.5,22.22222222222222,100.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-06-01,False,83.33333333333333,,12.5,11.11111111111111,92.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-07-01,False,33.333333333333336,,6.25,11.11111111111111,86.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-08-01,False,50.0,,31.25,44.44444444444444,90.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-09-01,False,33.333333333333336,,12.5,22.22222222222222,82.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-10-01,False,50.0,,25.0,11.11111111111111,83.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-11-01,False,33.333333333333336,,12.5,0.0,87.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2019-12-01,False,50.0,,18.75,11.11111111111111,94.0,6.0,0.0,16.0,9.0,100.0
New Haven-Milford,2020-01-01,False,83.33333333333333,,12.5,11.11111111111111,67.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-01-01,False,16.666666666666668,,56.25,11.11111111111111,47.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-02-01,False,0.0,,50.0,11.11111111111111,36.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-03-01,False,66.66666666666667,,50.0,11.11111111111111,42.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-04-01,False,33.333333333333336,,43.75,44.44444444444444,47.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-05-01,False,0.0,,12.5,22.22222222222222,33.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-06-01,False,50.0,,25.0,11.11111111111111,34.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-07-01,False,50.0,,12.5,0.0,43.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-08-01,False,16.666666666666668,,18.75,0.0,50.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-09-01,False,16.666666666666668,,50.0,22.22222222222222,52.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-10-01,False,66.66666666666667,,43.75,11.11111111111111,57.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-11-01,False,50.0,,31.25,11.11111111111111,49.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2014-12-01,False,50.0,,6.25,22.22222222222222,59.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-01-01,False,50.0,,18.75,11.11111111111111,67.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-02-01,False,0.0,,25.0,33.333333333333336,36.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-03-01,False,33.333333333333336,,12.5,11.11111111111111,53.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-04-01,False,33.333333333333336,,37.5,11.11111111111111,48.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-05-01,False,16.666666666666668,,12.5,22.22222222222222,59.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-06-01,False,33.333333333333336,,18.75,33.333333333333336,58.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-07-01,False,16.666666666666668,,12.5,0.0,51.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-08-01,False,33.333333333333336,,37.5,11.11111111111111,47.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-09-01,False,16.666666666666668,,25.0,0.0,49.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-10-01,False,50.0,,75.0,33.333333333333336,52.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-11-01,False,50.0,,18.75,0.0,84.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2015-12-01,False,66.66666666666667,,56.25,44.44444444444444,69.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-01-01,False,33.333333333333336,,68.75,33.333333333333336,62.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-02-01,False,83.33333333333333,,31.25,11.11111111111111,53.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-03-01,False,50.0,,43.75,0.0,52.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-04-01,False,33.333333333333336,,12.5,11.11111111111111,56.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-05-01,False,66.66666666666667,,6.25,0.0,71.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-06-01,False,33.333333333333336,,75.0,33.333333333333336,69.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-07-01,False,50.0,,12.5,11.11111111111111,78.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-08-01,False,33.333333333333336,,12.5,11.11111111111111,66.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-09-01,False,66.66666666666667,,12.5,11.11111111111111,65.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-10-01,False,50.0,,12.5,11.11111111111111,54.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-11-01,False,50.0,,18.75,11.11111111111111,68.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2016-12-01,False,66.66666666666667,,12.5,11.11111111111111,80.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-01-01,False,50.0,,18.75,11.11111111111111,60.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-02-01,False,33.333333333333336,,6.25,0.0,60.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-03-01,False,33.333333333333336,,18.75,22.22222222222222,69.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-04-01,False,50.0,,12.5,11.11111111111111,93.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-05-01,False,33.333333333333336,,25.0,11.11111111111111,71.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-06-01,False,0.0,,0.0,11.11111111111111,60.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-07-01,False,16.666666666666668,,6.25,11.11111111111111,66.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-08-01,False,16.666666666666668,,0.0,0.0,80.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-09-01,False,50.0,,6.25,0.0,61.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-10-01,False,50.0,,56.25,22.22222222222222,61.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-11-01,False,50.0,,50.0,33.333333333333336,73.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2017-12-01,False,16.666666666666668,,25.0,22.22222222222222,84.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-01-01,False,33.333333333333336,,12.5,0.0,68.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-02-01,False,66.66666666666667,,100.0,66.66666666666667,60.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-03-01,False,66.66666666666667,,100.0,100.0,57.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-04-01,False,66.66666666666667,,31.25,33.333333333333336,81.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-05-01,False,33.333333333333336,,31.25,11.11111111111111,71.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-06-01,False,50.0,,18.75,11.11111111111111,76.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-07-01,False,50.0,,0.0,0.0,72.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-08-01,False,100.0,,12.5,33.333333333333336,80.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-09-01,False,33.333333333333336,,18.75,11.11111111111111,68.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-10-01,False,33.333333333333336,,18.75,33.333333333333336,75.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-11-01,False,50.0,,12.5,44.44444444444444,79.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2018-12-01,False,50.0,,12.5,11.11111111111111,85.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2019-01-01,False,50.0,,18.75,11.11111111111111,62.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2019-02-01,False,66.66666666666667,,37.5,11.11111111111111,58.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2019-03-01,False,66.66666666666667,,12.5,11.11111111111111,69.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2019-04-01,False,50.0,,18.75,22.22222222222222,71.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2019-05-01,False,16.666666666666668,,12.5,22.22222222222222,100.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2019-06-01,False,83.33333333333333,,12.5,11.11111111111111,92.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2019-07-01,False,33.333333333333336,,6.25,11.11111111111111,86.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2019-08-01,False,50.0,,31.25,44.44444444444444,90.0,6.0,0.0,16.0,9.0,100.0
Bridgeport-Stamford-Norwalk,2019-09-01,False,33.333333333333336,,12.5,22.22222222222222,82.0,6.0,0.0,16.0,9.0,100.0
