Metro,datetime,isPartial,home for rent,house for rent,townhome for rent,townhouse for rent,starbucks,rel_pop_home for rent,rel_pop_house for rent,rel_pop_townhome for rent,rel_pop_townhouse for rent,rel_pop_starbucks
Philadelphia-Camden-Wilmington,2019-02-01,False,75.0,78.94736842105263,0.0,100.0,57.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-03-01,False,75.0,84.21052631578948,0.0,100.0,67.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-04-01,False,50.0,78.94736842105263,0.0,0.0,63.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-05-01,False,100.0,78.94736842105263,0.0,100.0,97.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-06-01,False,75.0,78.94736842105263,0.0,100.0,76.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-07-01,False,75.0,100.0,0.0,0.0,78.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-08-01,False,75.0,68.42105263157895,0.0,0.0,81.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-09-01,False,100.0,63.1578947368421,0.0,100.0,71.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-10-01,False,75.0,73.6842105263158,0.0,100.0,64.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-11-01,False,75.0,47.36842105263158,0.0,0.0,91.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2019-12-01,False,50.0,57.89473684210526,0.0,0.0,81.0,4.0,19.0,1.0,1.0,100.0
Philadelphia-Camden-Wilmington,2020-01-01,False,50.0,63.1578947368421,0.0,0.0,70.0,4.0,19.0,1.0,1.0,100.0
Washington-Arlington-Alexandria,2014-01-01,False,60.0,72.72727272727273,0.0,33.333333333333336,53.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-02-01,False,40.0,63.63636363636363,0.0,33.333333333333336,56.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-03-01,False,60.0,72.72727272727273,0.0,33.333333333333336,56.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-04-01,False,40.0,63.63636363636363,0.0,33.333333333333336,46.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-05-01,False,60.0,63.63636363636363,0.0,33.333333333333336,55.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-06-01,False,60.0,63.63636363636363,0.0,33.333333333333336,50.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-07-01,False,40.0,63.63636363636363,0.0,33.333333333333336,44.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-08-01,False,60.0,81.81818181818181,0.0,33.333333333333336,50.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-09-01,False,60.0,63.63636363636363,0.0,33.333333333333336,53.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-10-01,False,40.0,45.45454545454545,0.0,33.333333333333336,54.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-11-01,False,20.0,54.54545454545455,0.0,33.333333333333336,64.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2014-12-01,False,20.0,54.54545454545455,0.0,33.333333333333336,63.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-01-01,False,40.0,63.63636363636363,0.0,33.333333333333336,47.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-02-01,False,40.0,63.63636363636363,0.0,33.333333333333336,49.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-03-01,False,60.0,63.63636363636363,0.0,33.333333333333336,51.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-04-01,False,40.0,63.63636363636363,0.0,33.333333333333336,60.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-05-01,False,60.0,72.72727272727273,0.0,33.333333333333336,70.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-06-01,False,40.0,81.81818181818181,0.0,33.333333333333336,66.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-07-01,False,40.0,100.0,0.0,33.333333333333336,64.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-08-01,False,60.0,100.0,0.0,33.333333333333336,61.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-09-01,False,60.0,72.72727272727273,0.0,66.66666666666667,63.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-10-01,False,40.0,63.63636363636363,0.0,33.333333333333336,64.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-11-01,False,40.0,81.81818181818181,0.0,33.333333333333336,96.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2015-12-01,False,60.0,63.63636363636363,0.0,33.333333333333336,85.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-01-01,False,40.0,72.72727272727273,0.0,33.333333333333336,59.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-02-01,False,60.0,72.72727272727273,0.0,33.333333333333336,62.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-03-01,False,40.0,72.72727272727273,0.0,66.66666666666667,68.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-04-01,False,40.0,72.72727272727273,0.0,66.66666666666667,72.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-05-01,False,60.0,90.9090909090909,0.0,66.66666666666667,75.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-06-01,False,80.0,90.9090909090909,0.0,33.333333333333336,77.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-07-01,False,40.0,90.9090909090909,0.0,33.333333333333336,78.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-08-01,False,80.0,72.72727272727273,0.0,33.333333333333336,64.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-09-01,False,40.0,63.63636363636363,0.0,66.66666666666667,73.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-10-01,False,60.0,63.63636363636363,0.0,33.333333333333336,64.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-11-01,False,40.0,63.63636363636363,0.0,33.333333333333336,83.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2016-12-01,False,60.0,63.63636363636363,0.0,33.333333333333336,86.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-01-01,False,60.0,81.81818181818181,0.0,66.66666666666667,71.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-02-01,False,80.0,72.72727272727273,0.0,66.66666666666667,70.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-03-01,False,60.0,90.9090909090909,0.0,33.333333333333336,68.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-04-01,False,60.0,72.72727272727273,0.0,100.0,83.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-05-01,False,80.0,81.81818181818181,0.0,66.66666666666667,74.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-06-01,False,100.0,90.9090909090909,0.0,66.66666666666667,76.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-07-01,False,60.0,81.81818181818181,0.0,66.66666666666667,70.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-08-01,False,80.0,81.81818181818181,0.0,66.66666666666667,68.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-09-01,False,60.0,63.63636363636363,0.0,66.66666666666667,74.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-10-01,False,40.0,72.72727272727273,0.0,33.333333333333336,72.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-11-01,False,40.0,45.45454545454545,0.0,33.333333333333336,77.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2017-12-01,False,40.0,63.63636363636363,0.0,33.333333333333336,78.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-01-01,False,60.0,81.81818181818181,0.0,66.66666666666667,64.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-02-01,False,60.0,90.9090909090909,100.0,66.66666666666667,57.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-03-01,False,60.0,72.72727272727273,0.0,66.66666666666667,67.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-04-01,False,40.0,90.9090909090909,0.0,66.66666666666667,96.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-05-01,False,60.0,81.81818181818181,0.0,66.66666666666667,79.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-06-01,False,20.0,100.0,0.0,66.66666666666667,79.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-07-01,False,40.0,90.9090909090909,0.0,66.66666666666667,82.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-08-01,False,40.0,90.9090909090909,0.0,66.66666666666667,79.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-09-01,False,40.0,72.72727272727273,0.0,33.333333333333336,76.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-10-01,False,40.0,63.63636363636363,0.0,66.66666666666667,78.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-11-01,False,20.0,45.45454545454545,0.0,33.333333333333336,86.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2018-12-01,False,40.0,54.54545454545455,0.0,100.0,93.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-01-01,False,60.0,81.81818181818181,0.0,66.66666666666667,70.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-02-01,False,60.0,63.63636363636363,0.0,66.66666666666667,77.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-03-01,False,40.0,72.72727272727273,0.0,100.0,75.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-04-01,False,40.0,72.72727272727273,0.0,100.0,87.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-05-01,False,40.0,72.72727272727273,0.0,100.0,100.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-06-01,False,40.0,81.81818181818181,0.0,100.0,92.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-07-01,False,60.0,63.63636363636363,0.0,66.66666666666667,95.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-08-01,False,60.0,90.9090909090909,0.0,33.333333333333336,87.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-09-01,False,60.0,54.54545454545455,0.0,33.333333333333336,86.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-10-01,False,40.0,72.72727272727273,0.0,33.333333333333336,75.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-11-01,False,20.0,54.54545454545455,0.0,33.333333333333336,96.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2019-12-01,False,40.0,72.72727272727273,0.0,33.333333333333336,90.0,5.0,11.0,1.0,3.0,100.0
Washington-Arlington-Alexandria,2020-01-01,False,40.0,72.72727272727273,0.0,33.333333333333336,79.0,5.0,11.0,1.0,3.0,100.0
Baltimore-Columbia-Towson,2014-01-01,False,28.571428571428573,61.111111111111114,0.0,20.0,52.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-02-01,False,57.142857142857146,44.44444444444444,0.0,80.0,51.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-03-01,False,57.142857142857146,61.111111111111114,0.0,20.0,44.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-04-01,False,42.857142857142854,55.55555555555556,0.0,20.0,56.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-05-01,False,71.42857142857143,61.111111111111114,100.0,40.0,55.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-06-01,False,71.42857142857143,38.888888888888886,100.0,0.0,38.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-07-01,False,100.0,61.111111111111114,0.0,40.0,48.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-08-01,False,14.285714285714286,44.44444444444444,0.0,20.0,53.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-09-01,False,28.571428571428573,61.111111111111114,100.0,0.0,50.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-10-01,False,42.857142857142854,22.22222222222222,0.0,0.0,61.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-11-01,False,28.571428571428573,44.44444444444444,0.0,20.0,67.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2014-12-01,False,28.571428571428573,27.77777777777778,100.0,20.0,79.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-01-01,False,71.42857142857143,72.22222222222223,0.0,20.0,43.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-02-01,False,28.571428571428573,38.888888888888886,100.0,20.0,53.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-03-01,False,42.857142857142854,61.111111111111114,100.0,0.0,59.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-04-01,False,57.142857142857146,61.111111111111114,100.0,0.0,54.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-05-01,False,71.42857142857143,61.111111111111114,100.0,0.0,64.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-06-01,False,42.857142857142854,66.66666666666667,0.0,60.0,59.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-07-01,False,42.857142857142854,77.77777777777777,0.0,20.0,50.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-08-01,False,28.571428571428573,72.22222222222223,0.0,40.0,46.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-09-01,False,28.571428571428573,44.44444444444444,0.0,20.0,52.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-10-01,False,42.857142857142854,38.888888888888886,100.0,20.0,55.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-11-01,False,57.142857142857146,44.44444444444444,0.0,20.0,93.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2015-12-01,False,57.142857142857146,38.888888888888886,100.0,20.0,79.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-01-01,False,57.142857142857146,55.55555555555556,0.0,40.0,66.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-02-01,False,71.42857142857143,50.0,0.0,40.0,51.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-03-01,False,71.42857142857143,72.22222222222223,0.0,40.0,55.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-04-01,False,14.285714285714286,72.22222222222223,0.0,100.0,64.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-05-01,False,42.857142857142854,83.33333333333333,0.0,60.0,68.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-06-01,False,57.142857142857146,77.77777777777777,0.0,20.0,53.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-07-01,False,42.857142857142854,66.66666666666667,0.0,40.0,54.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-08-01,False,100.0,94.44444444444444,0.0,40.0,64.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-09-01,False,14.285714285714286,44.44444444444444,0.0,20.0,65.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-10-01,False,57.142857142857146,72.22222222222223,0.0,20.0,66.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-11-01,False,42.857142857142854,50.0,0.0,40.0,83.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2016-12-01,False,28.571428571428573,38.888888888888886,0.0,40.0,81.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-01-01,False,28.571428571428573,83.33333333333333,0.0,20.0,63.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-02-01,False,57.142857142857146,77.77777777777777,0.0,40.0,57.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-03-01,False,42.857142857142854,77.77777777777777,0.0,20.0,59.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-04-01,False,28.571428571428573,77.77777777777777,0.0,40.0,91.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-05-01,False,42.857142857142854,72.22222222222223,100.0,40.0,63.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-06-01,False,71.42857142857143,88.88888888888889,0.0,40.0,67.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-07-01,False,42.857142857142854,100.0,100.0,20.0,60.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-08-01,False,85.71428571428571,66.66666666666667,0.0,40.0,61.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-09-01,False,42.857142857142854,66.66666666666667,100.0,40.0,66.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-10-01,False,42.857142857142854,50.0,0.0,0.0,66.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-11-01,False,28.571428571428573,55.55555555555556,0.0,20.0,74.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2017-12-01,False,28.571428571428573,55.55555555555556,100.0,20.0,80.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-01-01,False,42.857142857142854,55.55555555555556,0.0,0.0,65.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-02-01,False,57.142857142857146,61.111111111111114,0.0,60.0,50.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-03-01,False,57.142857142857146,83.33333333333333,100.0,40.0,65.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-04-01,False,42.857142857142854,66.66666666666667,0.0,20.0,90.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-05-01,False,57.142857142857146,55.55555555555556,0.0,20.0,68.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-06-01,False,57.142857142857146,77.77777777777777,0.0,40.0,73.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-07-01,False,28.571428571428573,72.22222222222223,0.0,0.0,72.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-08-01,False,42.857142857142854,72.22222222222223,0.0,40.0,63.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-09-01,False,42.857142857142854,72.22222222222223,100.0,40.0,72.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-10-01,False,42.857142857142854,55.55555555555556,0.0,40.0,68.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-11-01,False,42.857142857142854,72.22222222222223,0.0,20.0,79.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2018-12-01,False,42.857142857142854,50.0,0.0,40.0,86.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-01-01,False,42.857142857142854,66.66666666666667,0.0,40.0,66.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-02-01,False,42.857142857142854,88.88888888888889,0.0,80.0,62.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-03-01,False,71.42857142857143,83.33333333333333,0.0,20.0,77.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-04-01,False,28.571428571428573,88.88888888888889,0.0,60.0,75.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-05-01,False,42.857142857142854,38.888888888888886,0.0,60.0,100.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-06-01,False,42.857142857142854,55.55555555555556,0.0,40.0,67.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-07-01,False,28.571428571428573,55.55555555555556,0.0,40.0,85.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-08-01,False,57.142857142857146,72.22222222222223,0.0,20.0,78.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-09-01,False,42.857142857142854,55.55555555555556,0.0,0.0,72.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-10-01,False,71.42857142857143,66.66666666666667,100.0,0.0,71.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-11-01,False,42.857142857142854,61.111111111111114,0.0,0.0,83.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2019-12-01,False,28.571428571428573,50.0,100.0,40.0,99.0,7.0,18.0,1.0,5.0,100.0
Baltimore-Columbia-Towson,2020-01-01,False,57.142857142857146,55.55555555555556,100.0,20.0,71.0,7.0,18.0,1.0,5.0,100.0
Charlottesville,2014-01-01,False,33.333333333333336,20.0,,,27.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-02-01,False,33.333333333333336,20.0,,,31.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-03-01,False,0.0,20.0,,,40.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-04-01,False,0.0,40.0,,,25.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-05-01,False,77.77777777777777,0.0,,,40.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-06-01,False,88.88888888888889,0.0,,,25.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-07-01,False,44.44444444444444,80.0,,,36.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-08-01,False,88.88888888888889,53.333333333333336,,,39.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-09-01,False,0.0,66.66666666666667,,,20.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-10-01,False,0.0,66.66666666666667,,,43.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-11-01,False,0.0,46.666666666666664,,,54.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2014-12-01,False,44.44444444444444,26.666666666666668,,,15.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-01-01,False,77.77777777777777,93.33333333333333,,,43.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-02-01,False,0.0,26.666666666666668,,,36.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-03-01,False,0.0,26.666666666666668,,,18.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-04-01,False,44.44444444444444,46.666666666666664,,,15.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-05-01,False,44.44444444444444,26.666666666666668,,,50.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-06-01,False,0.0,26.666666666666668,,,31.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-07-01,False,44.44444444444444,26.666666666666668,,,31.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-08-01,False,0.0,80.0,,,43.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-09-01,False,0.0,20.0,,,41.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-10-01,False,0.0,0.0,,,49.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-11-01,False,22.22222222222222,33.333333333333336,,,68.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2015-12-01,False,0.0,46.666666666666664,,,37.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-01-01,False,77.77777777777777,33.333333333333336,,,34.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-02-01,False,0.0,46.666666666666664,,,42.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-03-01,False,66.66666666666667,26.666666666666668,,,54.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-04-01,False,100.0,86.66666666666667,,,50.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-05-01,False,22.22222222222222,73.33333333333333,,,62.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-06-01,False,33.333333333333336,53.333333333333336,,,33.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-07-01,False,0.0,86.66666666666667,,,64.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-08-01,False,0.0,33.333333333333336,,,46.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-09-01,False,0.0,13.333333333333334,,,46.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-10-01,False,0.0,60.0,,,59.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-11-01,False,0.0,26.666666666666668,,,43.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2016-12-01,False,22.22222222222222,73.33333333333333,,,100.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-01-01,False,0.0,60.0,,,42.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-02-01,False,22.22222222222222,73.33333333333333,,,74.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-03-01,False,66.66666666666667,40.0,,,70.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-04-01,False,22.22222222222222,26.666666666666668,,,66.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-05-01,False,77.77777777777777,46.666666666666664,,,53.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-06-01,False,33.333333333333336,53.333333333333336,,,37.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-07-01,False,0.0,66.66666666666667,,,60.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-08-01,False,55.55555555555556,46.666666666666664,,,46.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-09-01,False,0.0,46.666666666666664,,,32.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-10-01,False,0.0,33.333333333333336,,,72.0,9.0,15.0,0.0,0.0,100.0
Charlottesville,2017-11-01,False,33.333333333333336,53.333333333333336,,,50.0,9.0,15.0,0.0,0.0,100.0
