zip,RMSE_train,RMSE_test,RMSE_pure,forecast
1013,12.452259584481887,66.93879515913535,67.11257084255794,"[1101.39556287 1090.18947998 1081.72320991 1075.72536983 1071.7828104
 1069.32835845 1068.35861126 1068.12660118 1068.37686942 1068.66314919
 1067.58179498 1066.89293264]"
1020,10.361150327938452,70.35129846323515,70.88081219766659,"[1124.70264992 1121.43946633 1120.57655567 1119.86684957 1118.17321378
 1115.13058434 1110.50367168 1105.85232685 1100.80111951 1095.97960849
 1090.18792846 1085.74040871]"
1040,10.922427618529637,66.94650512910074,66.95658527333224,"[1093.87674904 1088.06557833 1080.94129105 1074.50305567 1069.10068207
 1066.38072737 1064.42951963 1064.26090748 1063.21419478 1060.5759723
 1059.08348243 1058.17645311]"
1085,11.220728831723582,60.68123885009969,60.42392507510565,"[1151.9278057  1148.96793463 1145.90741997 1142.62161413 1139.20543485
 1135.52372726 1131.45092022 1127.72606975 1124.43768898 1121.30831254
 1118.0420237  1115.59093614]"
1104,11.67976750735435,53.27077698721438,53.17095530499812,"[1116.84839696 1117.63354349 1117.63118919 1116.94857025 1116.00956687
 1114.890182   1109.99519024 1103.60260553 1097.56923912 1092.78283894
 1090.28314308 1090.8303765 ]"
1108,14.223883188116957,62.03408916359618,61.79528239594129,"[1161.664806   1160.83809583 1160.01150838 1159.08281201 1157.96873881
 1156.81707243 1155.63252266 1152.16869531 1147.15324963 1142.65151093
 1138.4845899  1135.86158401]"
1109,11.443523596881239,43.91490243532603,43.99645519715382,"[1160.90716807 1161.3868854  1161.35578396 1160.79509045 1159.40924848
 1157.01075354 1153.99023337 1152.12173062 1151.8034554  1152.09370119
 1152.41828379 1152.81580912]"
1420,13.074350529351959,105.7072864699612,106.57637326644698,"[1220.19976887 1215.81741427 1211.80821652 1208.04644476 1203.54500539
 1199.35536021 1195.81450662 1192.6514893  1188.79705257 1185.75246604
 1181.9392447  1178.69567158]"
1440,8.456093869283528,78.89976677918689,78.97015726422735,"[1174.48192876 1169.90366089 1164.76135413 1159.45237907 1154.63743304
 1150.97567657 1148.34341147 1146.00493165 1143.78928526 1141.75769848
 1139.88997125 1138.23512763]"
1453,13.840875146673515,23.492193891850086,23.528819151906625,"[1324.43811404 1326.0532194  1326.42634176 1325.85850549 1324.5085089
 1321.98121071 1318.00339503 1312.66875759 1306.55272086 1299.81958255
 1292.31439203 1283.04516705]"
1545,12.041798113950774,55.33377028857756,55.34767213181254,"[1523.77613436 1526.06716387 1528.87245313 1531.80046146 1534.93510495
 1538.05397577 1540.98499736 1543.57637536 1546.03631089 1548.6850961
 1551.59654971 1554.58855086]"
1550,10.576249838207024,28.91438734474341,28.93608416595158,"[1222.92889756 1220.59770304 1218.37744988 1218.17278532 1216.80818057
 1214.82377194 1212.38517202 1209.50573563 1206.3974586  1203.08718073
 1199.58678953 1195.91907108]"
1602,10.814513115241628,29.230783878566065,29.275398658961077,"[1376.25205797 1378.32732183 1383.26370622 1388.36838801 1389.76405721
 1385.72910688 1380.96676346 1376.84118787 1372.95485889 1369.37993773
 1365.68921094 1361.87992956]"
1603,14.421298751502396,67.90742917558204,68.70970254888516,"[1269.69275802 1268.28477103 1268.3679251  1268.10729173 1267.48865814
 1266.52380107 1265.30747919 1260.82928408 1255.97194231 1250.71392882
 1244.85925919 1239.47833549]"
1604,13.129099681884963,42.390143925719876,42.18677437201481,"[1317.20034983 1319.48081558 1321.91462264 1324.03424612 1325.66449464
 1327.28175338 1327.31559656 1327.12937844 1326.64736194 1327.94597674
 1328.58807262 1328.82430256]"
1605,18.12707386220429,78.95057972559589,78.86003227688799,"[1294.97981857 1291.47661898 1287.10527652 1281.852022   1275.8885276
 1269.26359597 1261.99716758 1254.90165894 1247.78145985 1239.58919572
 1228.81371387 1218.45339844]"
