zip,RMSE_train,RMSE_test,forecast
1915,36.5127100384341,60.22327351588518,"[1874.528149224724, 1863.9881651765706, 1861.0645297123822, 1855.1241864779213, 1861.3536654106117, 1861.1225352060383, 1880.6758891216173, 1877.5670341744576, 1888.3690666876694, 1871.4485622522507, 1861.5286942012392, 1870.132278306042]"
1930,36.569269125132585,33.03436956243247,"[1740.5337808423858, 1729.8285796917892, 1732.3652454623848, 1726.7217290959588, 1733.2370263612027, 1735.505275954595, 1740.8283033951043, 1739.361468397057, 1757.726385529307, 1748.2497210619908, 1752.2278511914794, 1751.954065469608]"
1960,43.01446138402332,56.826642864695096,"[1820.43179472702, 1815.1915733198912, 1813.189870684879, 1799.5617762437555, 1805.653445754475, 1801.5753732097317, 1819.4581390263168, 1819.3812148901382, 1827.5300263178983, 1820.344752628725, 1809.7392178563962, 1810.907716120141]"
1970,51.657827219211256,80.90192443564627,"[1826.5264313917164, 1812.287932983133, 1798.3579950811313, 1793.1546685880553, 1806.9024646776506, 1811.9530496795974, 1827.1523121568334, 1831.9069023548227, 1855.2479354540878, 1834.6949116586234, 1830.0750699422251, 1822.1796324106563]"
2026,70.90105670734006,61.48322939851207,"[2204.536623891381, 2184.144998415307, 2186.836578048085, 2182.961767578222, 2188.7918957839056, 2192.737066763463, 2198.2258414878506, 2192.8758871989776, 2208.824601359281, 2202.2567348460425, 2205.6316195981913, 2214.0320539916793]"
2062,56.41647984155734,74.26758040357913,"[2104.969402755023, 2090.019933517943, 2085.7801491335135, 2082.467162112152, 2088.434557271754, 2095.206838916198, 2119.4232050207384, 2111.0909230695197, 2107.9598709563084, 2089.5540864259233, 2070.0354900183215, 2082.3523926848184]"
2072,55.330012602682466,51.28324591445536,"[1958.8820508627161, 1942.755592840822, 1944.226190575412, 1937.4387622720274, 1941.436288286306, 1945.8020929953832, 1952.9174542605424, 1949.2319863068878, 1979.5691670775389, 1963.9234061432433, 1971.5527092798393, 1975.26096709795]"
2111,84.24179678287689,94.39190835793666,"[2867.988611875798, 2849.028310231382, 2851.895235938833, 2851.564109796784, 2852.3189416100117, 2861.738981471678, 2879.516576079346, 2880.7074579153386, 2897.510094965759, 2879.437192484881, 2863.0749456371054, 2850.3316107983214]"
2113,34.82802108908543,65.2694818794365,"[2685.4840637564917, 2671.5261860800783, 2680.8378589055105, 2672.54399363142, 2668.022973965854, 2675.6034607036468, 2681.4179080270605, 2678.0874625694523, 2694.6213646704914, 2687.488299130397, 2688.352224150272, 2684.842066163118]"
2114,38.107251531954574,71.2412144382455,"[2784.7148649159344, 2778.2864875757155, 2777.4567920233258, 2775.068803120745, 2774.1227176150655, 2779.9446265500073, 2791.890349397415, 2791.950364504187, 2796.3395591089247, 2783.282413346713, 2776.6545378938977, 2777.165053395828]"
2115,63.86761421910735,83.81266225517864,"[2956.816589337117, 2930.7434843612955, 2946.7800997135205, 2947.877687195177, 2944.9305369631957, 2957.4774085360214, 2966.283757259597, 2961.1233404595237, 2971.5996709847786, 2957.956782326102, 2953.8610056166362, 2958.4851518674127]"
2116,64.3780421373069,77.4781654429966,"[2833.542438571641, 2824.532726174467, 2821.306929037293, 2819.0191127894577, 2816.6243005976667, 2816.9258231956396, 2820.0474326880844, 2815.894407819458, 2830.5544882692607, 2813.3663661182486, 2813.926033131317, 2807.9806338322733]"
2118,45.94182358844226,79.37056050622846,"[2966.6578476189957, 2956.693593115302, 2951.5231460788295, 2945.9983168239137, 2951.968934865016, 2954.440513715742, 2971.7142928261624, 2971.788179843496, 2982.280546920468, 2961.8431808954692, 2957.0553685911445, 2960.680883277049]"
2119,70.62611398088136,153.74173438716298,"[2829.818516849194, 2807.8676424543396, 2828.5314487539977, 2845.9960837576205, 2827.646123279366, 2839.0819309700123, 2830.801107092384, 2822.744895924371, 2842.8198026181626, 2806.9018787001305, 2815.433607222366, 2808.554017132614]"
2120,112.54701726897085,98.92266955424378,"[3245.2927421605145, 3205.3251718811134, 3206.3741770293323, 3186.7039205425467, 3192.301590126147, 3215.754158172846, 3224.3409559602105, 3238.0608364488426, 3281.4543877442197, 3244.4175712335996, 3256.9085231460044, 3254.89485020778]"
2121,87.61399631101727,133.37909540651856,"[2491.6725086820256, 2454.847818437188, 2458.452508430782, 2458.8569002996246, 2443.036814033567, 2464.0102214695653, 2477.2354731373953, 2492.7455520043363, 2523.4808165973054, 2495.1312747225475, 2489.477720339326, 2460.6094641054465]"
2122,41.60002889496682,120.74095855685233,"[2454.764689081103, 2424.231232454181, 2443.9285854480468, 2456.8456390150536, 2444.5507796672496, 2453.81600174004, 2447.063080946295, 2443.028106124107, 2472.934572530534, 2428.107172285453, 2442.0255161754326, 2458.579801996999]"
2124,51.893821874816034,99.34045199774091,"[2391.6366949493804, 2359.433435879315, 2364.05893327054, 2359.8569096207907, 2356.767118310703, 2363.777378010044, 2378.863499844618, 2377.027736729327, 2368.6796958204704, 2364.6909782464472, 2360.491854088416, 2369.869881469691]"
2125,65.1607556524065,123.66329638228682,"[2559.459610863758, 2537.75507607633, 2539.95475352652, 2535.5179309587957, 2541.7134894061232, 2548.502279731111, 2557.435746206638, 2555.190056969635, 2595.004506664548, 2562.183223820155, 2547.976226813529, 2538.4471416801175]"
2126,63.28284835680926,143.8007790954898,"[2419.917728177931, 2378.7526778034776, 2376.2981076935894, 2373.583993133458, 2357.7022560785026, 2372.252203666512, 2373.715528956989, 2363.8225246756233, 2366.2581970559795, 2355.6439673631867, 2338.0869453923942, 2341.7748752184593]"
2127,59.67122251484525,167.24781117071143,"[2864.156240960315, 2831.5282176355713, 2834.7192820188707, 2817.684420336848, 2811.5268372206892, 2824.1067255250077, 2835.258817617287, 2819.1771314970897, 2808.2709901762237, 2812.375136607827, 2801.7010282843758, 2804.7041380523333]"
2128,85.6428167174949,120.23129297815208,"[2549.63919156164, 2522.3970422534007, 2526.104168639539, 2517.734014494755, 2514.3331766586193, 2526.9217241107162, 2540.1741004424935, 2530.7475596733275, 2560.7384106168547, 2544.1872050611823, 2541.64462454605, 2531.652049302113]"
2129,65.08870935599157,118.9671730518799,"[2829.1311932898498, 2808.0409015274777, 2803.590205452668, 2790.3500493019355, 2784.6479033167298, 2791.72670692145, 2809.7691930617307, 2808.7420563610717, 2820.1448500711417, 2803.2326946317044, 2788.6326929127968, 2788.6762810615432]"
2130,69.55573751226737,135.8458651896677,"[2713.0288798716665, 2698.1146790145945, 2705.419389085955, 2712.427826802051, 2685.709820865762, 2694.3505064570627, 2708.2282925885493, 2706.8546881156735, 2729.521010336858, 2705.683539630507, 2709.962533601217, 2708.197425382678]"
2131,65.47050739322589,167.1561396211587,"[2494.034438956055, 2451.331125787408, 2459.183151816801, 2446.4053461507688, 2445.050698658817, 2447.187963187202, 2455.8432489559473, 2450.1435298854694, 2456.32374327906, 2458.62094309796, 2456.208427785334, 2460.448840031495]"
2132,86.29098087087048,162.06814194260588,"[2494.8486176503375, 2452.9912077783943, 2476.819546555695, 2453.8741750127388, 2449.626332827398, 2463.732467710315, 2485.046997142888, 2481.5961213965197, 2534.808736226122, 2503.2338723195935, 2505.7846019854896, 2512.015855935616]"
2134,71.13371630080603,36.579925393184844,"[2677.654462832971, 2666.5096409478188, 2665.2110448618355, 2654.648128554291, 2651.5413214039586, 2656.0711278779686, 2659.621196473981, 2650.9646121165456, 2659.0370643605215, 2655.9582750341438, 2656.218027782211, 2659.6646398019116]"
2135,37.861455709792594,125.62469725196767,"[2754.0434885988852, 2728.818218467962, 2738.2808705411194, 2733.127989443937, 2715.384954063306, 2733.3414359523795, 2732.901453350657, 2712.86283490431, 2716.1045336526104, 2718.470165078445, 2725.633854911174, 2724.092126823016]"
2136,82.95413958559207,157.30574504516798,"[2481.756254688163, 2437.184564446765, 2440.1023809477456, 2445.5270639396476, 2467.487364583605, 2477.611733132496, 2502.8047063008607, 2488.3305046638966, 2505.291800470516, 2484.661608643567, 2475.5450682504347, 2482.3989936635758]"
2138,61.434126681295815,99.04140929495904,"[2532.888994828485, 2494.7125558334264, 2484.2233345849922, 2480.5042350191034, 2486.588535622423, 2500.225940516072, 2532.184696379852, 2575.93868708236, 2636.580779914287, 2614.9730777082495, 2574.481337678183, 2503.627399859561]"
2139,74.41627547028985,96.63406472750962,"[2703.4501144450637, 2677.741611148479, 2669.633478728014, 2658.9177845152, 2669.7843990338947, 2670.848582735225, 2682.589339751438, 2683.523853637657, 2728.27839816922, 2702.2307201332515, 2705.9214249956353, 2695.673856300455]"
2140,67.75914286429166,98.87253783411784,"[2644.465115762176, 2609.0626365545395, 2584.0718914161644, 2573.814063750616, 2597.7234639309604, 2608.561297843294, 2620.3593017967924, 2632.5645997779934, 2670.2739887878115, 2645.8206000750574, 2626.2936071813606, 2574.0222661045495]"
2141,64.30468439792504,108.55949368042623,"[2649.7174865046964, 2623.218529550215, 2606.1418959202456, 2614.2277751544584, 2630.014978150112, 2637.4398799260143, 2647.163564286615, 2647.9507914697565, 2677.1672432011055, 2653.933762444396, 2591.919615869428, 2567.911483010243]"
2143,54.529172691154606,96.49568618697943,"[2531.2983605235627, 2511.0170401491487, 2514.8128556069046, 2505.998940167659, 2500.062023659594, 2508.0206799336524, 2512.609516664521, 2508.312011413759, 2535.922580457835, 2511.2811645759384, 2510.5986096354077, 2502.3270521564805]"
2144,64.7363822861139,103.08028157970524,"[2646.307947479803, 2622.092378149135, 2609.328967412241, 2581.5206558351065, 2596.003027532008, 2597.4010057964365, 2620.403701178301, 2625.1857040477503, 2670.5923681444883, 2640.833257573557, 2623.1356385184686, 2630.187026798974]"
2145,60.46059934339813,86.35198625893332,"[2436.0237359943108, 2421.5573946069376, 2414.3524934419106, 2411.3738577091813, 2402.9458381453546, 2405.10383260552, 2406.098737789022, 2406.9724666345996, 2437.9140996158712, 2410.854992489626, 2409.6022682408843, 2417.478171863953]"
2148,48.911412020084086,82.6283031903195,"[2257.293033010941, 2247.588564016808, 2249.549138864356, 2238.737723150537, 2235.6679205404685, 2240.9992775522533, 2249.5468880885255, 2245.505861091224, 2260.7757001168443, 2256.0720979269126, 2251.9781273308195, 2252.8963381265366]"
2149,76.67381629728959,82.0805873135697,"[2281.1973986419, 2255.901634564376, 2265.368966368133, 2252.438220396351, 2239.0266769741315, 2252.4077566265055, 2257.2154805798573, 2252.368227451093, 2280.2666619506504, 2257.985544331277, 2257.129176737269, 2247.674679710508]"
2150,75.59880631600353,91.95144531991882,"[2510.5352078921364, 2491.450839111628, 2492.0126860112623, 2479.2613820011998, 2474.0917349233378, 2482.601242592467, 2489.1332844744493, 2478.1089990579653, 2510.157690837246, 2493.0283898565744, 2502.688303707144, 2490.691110158791]"
2151,40.77863021317232,105.03157578018885,"[2403.3119569976275, 2386.5017509685345, 2397.8549932773326, 2380.8514795882975, 2367.5815391537017, 2376.862645301362, 2380.8202580054995, 2375.595809457375, 2406.6820093380506, 2392.2273336297844, 2398.3818872777415, 2392.8477740414955]"
2152,72.71596601901443,114.50232907403249,"[2546.3005253612246, 2533.5873965217734, 2540.270335798313, 2531.530905421648, 2525.826362420132, 2534.43439046658, 2545.1391017406213, 2537.209158983265, 2547.8653951967426, 2540.233564653215, 2538.0445075890707, 2539.1741606375745]"
2155,49.26442035645894,88.64912404775095,"[2393.531189089323, 2371.7879766471096, 2383.205878625905, 2370.7993966515387, 2365.742537724918, 2376.7893451825207, 2379.4113145163606, 2376.1023027927645, 2406.9702107690728, 2391.614379635351, 2396.3274024226866, 2396.828150763515]"
2169,56.857748165937885,70.91991002180082,"[1973.0335926888504, 1959.8507004491141, 1961.334121845234, 1949.0421283758842, 1953.0268968560522, 1956.284161313849, 1959.933047635759, 1955.3995565677396, 1972.6382087145607, 1965.2606511434617, 1965.1397257747262, 1968.781171155109]"
2170,44.1399596321224,122.72652584696719,"[2001.7984234474895, 1983.1310418698247, 1974.358998006776, 1971.2513313165073, 1988.6860942461287, 1987.4518734121089, 1996.53082197103, 1993.3334528468731, 2009.6652688236647, 2002.3894102852869, 2003.285021338097, 2010.8631012039766]"
2171,53.34958814346527,68.54170678233544,"[2179.8065561454973, 2157.7286967803634, 2154.1495747616727, 2141.2478273875504, 2147.1054709002747, 2153.3870420988205, 2168.6603821993226, 2167.509257602326, 2184.9246643967535, 2175.8266110835843, 2171.631806118038, 2172.2933839653147]"
2176,31.16579304064236,90.28304693286977,"[2274.796661753548, 2265.946444684266, 2258.938024285827, 2250.196599555266, 2254.1547881202705, 2258.2906770029995, 2273.1204799302286, 2265.5924000032583, 2279.9556594888486, 2271.8561734903114, 2265.3586916178638, 2275.239088471395]"
2184,83.006870039622,105.05037405791956,"[2127.936524177334, 2097.633000087605, 2097.677865668954, 2075.320785437645, 2085.6390409664286, 2105.341670706708, 2122.0001598615263, 2110.372708636487, 2147.9313262320406, 2129.597859307556, 2136.216861825298, 2137.6890482224667]"
2210,95.51073995074609,119.93828256168648,"[2911.6129168598122, 2890.6598778507987, 2913.5398560337635, 2919.9344035131817, 2893.930957206747, 2912.6986957056292, 2897.836099876753, 2905.747158257394, 2921.418694011932, 2896.3107153986066, 2881.192512012115, 2858.526936751582]"
2215,55.83397773614311,186.8291837045403,"[2385.244806487427, 2360.071565636817, 2357.008809537062, 2361.438786894024, 2367.901452233894, 2376.2940930155164, 2390.2061860322665, 2384.934456050081, 2403.541219996838, 2381.708893619559, 2362.949573128034, 2348.6563817037604]"
2301,89.01564775255537,73.06277124365275,"[1637.7227920182895, 1613.1658846225598, 1612.538143576638, 1612.19632736559, 1624.2988092253909, 1630.7097473847016, 1638.3247186045428, 1631.528870214703, 1642.2365964310918, 1635.402682154572, 1627.9094070147087, 1631.8011514398513]"
2302,36.35471603837633,86.59393120551364,"[1663.1340613212176, 1649.2596040774636, 1646.4132572887897, 1637.13342959136, 1648.8782551823056, 1652.2181557088616, 1662.6563918977092, 1655.9564451728754, 1678.382926977846, 1669.6093308148952, 1675.7070570904034, 1674.0296424244793]"
2360,46.161073793189736,106.02175327160758,"[1782.3566570481182, 1764.7393387951915, 1765.6164802371898, 1747.3434018858293, 1742.1983018597662, 1743.5923681550478, 1755.2932021190977, 1758.2502209129416, 1783.9214841020598, 1766.8938171998388, 1769.1357169848468, 1766.8218856825176]"
2445,83.91640851467649,75.29375871927354,"[2870.3308801047956, 2843.4880223470127, 2842.3549019175803, 2833.1529694944215, 2822.7030526261005, 2844.2711201957095, 2852.4420448463443, 2848.44705809303, 2882.265123950828, 2860.5650739524303, 2857.3595197250393, 2852.0499863716414]"
2446,35.43235702805473,125.81131912627298,"[2897.5806442134253, 2869.7105076919042, 2869.018190357083, 2850.562057235943, 2851.838086560561, 2860.3913879462802, 2866.2862580637375, 2853.588806122125, 2851.1460583821886, 2875.711976669824, 2856.8512798249862, 2865.367097087059]"
2451,39.15462896289165,88.18206634629664,"[2485.0054084026997, 2470.6563506690945, 2474.775875053375, 2460.5318744152955, 2462.1825451049845, 2464.549401696268, 2471.0554963518393, 2466.367268392688, 2481.698814061301, 2477.6847618231227, 2476.8843327986233, 2482.2334837767876]"
2453,42.65717670688345,79.52988028932475,"[2454.1579059641995, 2442.1092654580225, 2447.217581050592, 2436.8692733678727, 2443.010787025219, 2448.48595134445, 2460.9228930698923, 2454.8884072931064, 2474.0436295780573, 2460.825223034756, 2463.816817971191, 2471.625953626911]"
2458,27.170645666924926,77.21678902191157,"[2572.533877862683, 2551.6207068640597, 2562.4321375028185, 2562.0715936928827, 2569.08309590161, 2580.902028312685, 2594.2840658449813, 2591.283769841935, 2602.148703410096, 2598.644120414203, 2598.949795101639, 2601.2647808571983]"
2460,49.50665826006536,120.46520013292144,"[2707.4755424942223, 2690.3664759404337, 2690.0511363975497, 2673.4606551978713, 2672.270745900449, 2676.8031770030493, 2686.2304055107334, 2677.356148587897, 2701.7858672961247, 2690.8860807966653, 2688.301477398213, 2690.244718482253]"
2472,47.83761926445432,86.64779843246784,"[2458.6002547729104, 2439.350053606853, 2439.4044412708577, 2430.271420947503, 2427.9059131694125, 2437.613670724155, 2447.5717418833083, 2447.0657136458726, 2477.9083168376947, 2461.689624908501, 2457.7485513041397, 2446.254711060311]"
2474,66.88533613475114,86.67027177998334,"[2459.090863484594, 2426.466801039101, 2427.8952275915626, 2417.709696765107, 2431.4835840984374, 2439.8636951305516, 2444.385351891777, 2436.7891880960487, 2458.8831480410145, 2444.78475904514, 2447.311356902186, 2451.953199613527]"
2476,52.81072133880273,66.19642690455449,"[2358.42130045772, 2352.265016955591, 2353.061697692521, 2343.181058318554, 2339.1814308574944, 2346.47916708022, 2352.5433356248386, 2342.5205512441244, 2356.2961240817235, 2343.3489986047175, 2340.6566267315657, 2340.6887506304643]"
2478,67.05955033200478,111.04235776780334,"[2578.951100881022, 2566.224574098409, 2573.2804792884854, 2557.6382607986457, 2554.3876075045982, 2565.8697077651195, 2574.8953627052183, 2564.0833461366333, 2596.3553047742907, 2585.352400389598, 2591.3375660116953, 2594.1212251902657]"
2494,70.61429357696008,94.16126506525806,"[2827.3895408693875, 2801.399712911164, 2801.312429914602, 2791.915319320241, 2798.4769949679558, 2801.904079302027, 2815.047957720514, 2818.416722185176, 2839.0299921466594, 2821.622621128617, 2812.3751223375493, 2801.1306688735326]"
2703,90.82541586949466,73.96890513611925,"[1315.0779388403691, 1319.334130179473, 1312.0775112961808, 1319.5059249352985, 1321.4706693535975, 1317.771874573242, 1323.6891992380486, 1334.208476693734, 1341.2079139288478, 1337.8384017092533, 1331.5140066778508, 1324.986274956277]"
2721,72.58631567752275,85.1233640413555,"[1032.1505298400643, 1026.808270470865, 1024.3531691396754, 1033.3045462860907, 1039.7736798055025, 1032.0260244584642, 1038.129011212629, 1045.8220534810632, 1055.9716146727892, 1046.0158941305735, 1045.0831558445357, 1038.1674419151573]"
