,Feature,Importance
0,zri_lag1,0.8334660192645573
1,zri_lag2,0.16189100580994387
2,zri_lag3,0.0031102601867132526
4,zri_lag5,0.0008771012789647643
3,zri_lag4,0.0006556134598208895
