,1,2,3,4,5,6,7,8,9,10,11,12
01013,7.257260932682129,7.5676985926486395,0.17251212921428305,-6.406481728131666,-6.470684860149049,-16.210117426379384,-23.74460837597894,-31.149742260494804,-35.47320741747649,-52.74509899588111,-35.98441397819079,-27.203146638226144
01020,12.026942376133093,9.024522612997316,0.045333674080211495,-2.7629207526447317,-0.2949103744194872,-11.770548273747863,-28.092673057681623,-38.935351134947496,-47.53397509554111,-73.11869328358284,-67.85296770285845,-61.80928479726231
01040,-15.15365648183024,-30.310890040058894,-35.43154651130362,-34.01386905797722,-30.316529528529145,-38.47387624326461,-44.555695123846135,-52.598250451436115,-56.620388604296295,-71.63190781992785,-43.63790295420904,-30.641023724621846
01085,-13.674353100754843,-22.82800605809348,-28.938886710773204,-29.072932516624405,-33.07329467425211,-36.1348777261951,-35.21106337229821,-32.2480894807959,-31.26672430547478,-24.89674656497141,-30.653657928400207,-29.47882663277187
01104,0.8984539438220054,-3.374599755547024,-12.740455603793862,-16.751913474241746,-17.672241716282088,-22.59887759389312,-28.553476454072097,-32.53128988007097,-41.522796876926805,-65.52072858901624,-75.52098570093494,-80.52172307075375
01108,-13.156294276934887,-17.09367225614983,-13.051341562247899,-10.758838177735697,-2.192425497646127,-1.9598050272893488,0.44546938263101765,-3.183766176904328,-18.87187521882538,-55.495160295641426,-55.949129133956376,-51.02001511090202
01109,-23.359428339079386,-28.943052028810143,-25.608223951526043,-19.097056690313366,-11.321767199033275,-9.673483145214277,-10.923704105710385,-14.04547187138678,-26.081528952711324,-30.57820750145561,-35.06462893421053,-64.05338791734653
01420,-10.334544553820706,-17.581530435718832,-33.752503315952254,-32.48635799182989,-25.26826144858751,-26.14815366744915,-24.62541345125487,-24.539491978536716,-23.693376719404114,-10.098743283288286,12.295107089134035,30.953614891686584
01440,-19.583953049346746,-45.42505374121174,-54.10114348306456,-49.18907348913376,-48.49468043109982,-55.76736008095713,-70.16967905838715,-78.67297445062604,-80.95018422407543,-57.296133940827985,-51.370041186145954,-52.31538779121502
01453,21.5732328409174,29.881690060213487,41.025722541854066,46.067548970792814,43.045783546318034,35.98440928317018,33.89833113113377,29.796817214318708,30.68563360701978,45.5683695425289,55.44726067109809,62.323700576004285
01545,30.400234493249172,10.310274615573462,-27.267734699120865,-67.68916716551985,-83.53226313220284,-91.11996603736907,-86.34469749241703,-75.34122469360545,-64.26245830247694,-31.195407417389106,-16.163895760203104,-10.159222828426664
01550,21.505643415879376,19.237808861077383,21.768150742476337,37.550012365593375,55.94302316898188,71.23255845533708,77.64513699200097,76.36060991869476,71.52181276518354,67.2422414509042,62.612046206596915,40.70288189914845
01602,23.63195759716018,30.275808806888563,28.872801040167587,25.716923896658272,23.735035160178995,24.29633073239279,28.352002465630903,32.67438991392942,35.04476268311237,39.33899896754474,43.52940623789709,47.64566784592739
01603,22.76170046397783,28.446725459022673,27.324253002343312,29.13961853442288,34.330631432356995,35.15453069339878,35.76250145498966,35.2434231556274,36.64956085201152,30.011656952660587,52.347799009452274,62.66863189950118
01604,19.311521454360673,25.77528107060789,26.076505428282644,26.66661860231784,23.1367548809676,19.981009133463658,19.91044747392357,17.97125677736358,17.762446745069383,15.774233044023504,17.61589369596254,31.115272103703774
01605,14.837469356386919,15.982701701300584,12.058342933798713,8.796401306673488,5.005721178283011,-0.4491801288299939,-5.664868218173979,-10.71014026492162,-15.634002145844079,-7.47136302617082,-3.2470936005058775,4.021084323178911
01610,33.162556952637715,46.27226402008614,54.3706251166268,58.84222175183368,58.621970597582276,55.18632250471478,51.725829541972416,53.29339319741621,55.890353217573875,79.50591179494609,76.13051487700523,81.75836434066855
01702,-15.969980200052305,-39.321772519218484,-40.300782563050234,-43.264687993430925,-44.97884349459446,-73.82696099577197,-119.62263045701275,-148.73202948548123,-171.71296705998384,-130.04873884232939,-158.59119289593082,-92.51142278191628
01752,47.94888271043965,96.947085492513,80.08560892660944,51.40449089130607,18.176185536712637,-19.27771216338033,-44.08067783737715,-66.70084210141613,-80.86315940394252,-65.6162465387797,-17.138846667447524,16.37193750478673
01757,18.47737740493062,8.840207349646562,-22.651147110578222,-47.928130102338855,-62.86827672065715,-71.80245782123347,-69.81999453917865,-69.29852382872173,-60.680133216041895,-24.24768931220933,11.907701021235198,-21.155509289839983
01760,42.51864957705129,81.70410971951287,48.48088051295963,17.64631790162457,-17.629090788900612,-62.12089657743991,-114.59321600086241,-160.12770553440123,-210.1145496335712,-190.62750453831222,-258.0733014342395,-181.17084056718977
01801,27.690854306168603,12.07691093094445,-3.507192371129804,-8.921821828917473,-22.50671914151826,-46.240987433083774,-63.110698959941146,-63.56478332305869,-60.437206725736814,-21.34865190636947,7.9423103089470715,-17.346216558137712
01830,8.948275681187624,10.21796471479729,12.419247233395026,14.163669134948805,8.923079704064094,5.977338879175477,3.4263647094719545,-7.7605082867646615,-16.68557393585934,-19.4705002816479,-18.22067865193867,-19.007496216689788
01832,4.5848265380138855,11.02136106892931,18.610835540482412,22.991349366775466,14.514415435511182,12.408571242285916,8.412762807392937,-2.4970673657956013,-12.076349491411747,-2.3572545398292277,7.219099429048583,12.53671451305604
01841,-30.935081228260287,-38.45185491302959,-34.46462102154783,-26.86709301957194,-27.92929659868173,-39.00412985216076,-52.19208845883668,-66.6841299078576,-75.93034149914843,-61.98879340117014,-113.575155169975,-108.72409211136323
01843,-12.70721093240195,-23.94270776171288,-37.45090881331862,-47.9519051325849,-59.25913780136216,-73.74558949189804,-66.3024936415934,-45.96985721925148,-14.361132761471254,28.68493631765068,-19.253178412116768,-75.9203683715184
01844,-3.186482634823278,-14.734201206188345,-24.113259504201324,-27.25035668899318,-32.75334585831865,-41.10251341477897,-50.78770889898533,-50.83016409661013,-46.88465782451067,-54.11431921492522,-99.45273310091216,-92.13417028453068
01845,3.1053172585236553,0.5321316171762192,-10.672969747468642,-26.48310679482961,-40.579418538749906,-47.99085002114134,-49.774185035774735,-54.78759021267683,-62.57631463080952,-78.35648954161229,-101.0734926408802,-105.49622111698318
01850,30.248225649800588,30.236839467208256,8.158214533387763,-33.420358269796,-78.7307817886624,-109.89737485523051,-132.98680137706106,-152.03481566325354,-142.06060124149644,-79.5744519276218,-17.081893472583715,18.914107659019464
01851,21.31953285405052,38.17331515480441,54.58648209166813,59.85863980388194,48.75072714800399,31.725705509658837,10.195121295269018,-19.286220118201072,-22.16830481316174,9.745799154058659,45.47001389192292,89.42916757054627
01852,25.93339697624515,30.923389376842806,23.34626297509044,-0.11112922376287315,-22.50737925348062,-48.598162399800685,-65.14953000556761,-79.87018627296516,-80.80955094361707,-34.51644053270206,20.255082319152507,53.26566441061391
01854,-11.322519441546547,-28.203248975333736,-53.51406021550292,-91.62347147381683,-126.74067049961832,-152.40869425350843,-163.21507060401836,-176.6059865025461,-168.47089587833193,-132.16925075604217,-77.92061002428068,-51.453404875581555
01876,32.27407879158591,38.98886467723378,68.04980129394744,61.462618934888724,52.78215010502572,45.231691441951625,33.59363233629074,34.35867129955386,27.679812499257878,17.80356130651944,89.42579422639892,160.44290316392107
01880,30.10204806327056,38.48311495812504,35.16760440287226,26.857446759109735,7.986409438846749,-15.692934979535039,-39.28824688318764,-58.84700316345425,-64.38953926658814,-6.925100789085718,7.542696917519152,7.011766429835006
01902,-2.236004553776411,-19.929522447655017,-57.08351309868158,-87.2371698465613,-89.39091628298934,-80.54464496678406,-56.69834681798852,-25.852041128899828,-13.00570828126547,-33.15935160510344,-63.31296629655867,-24.46655099191753
01905,6.152989269953196,-10.155082066674822,-40.465464430005795,-61.18435415128192,-67.06972094459161,-64.02296866329107,-53.003894956997556,-47.99611129835148,-56.99293406701372,-91.99163705770661,-94.65777412967532,-97.3242244945136
01915,-4.357921143678595,-19.40327235851737,-40.61287336309442,-57.267072679528155,-70.68041123113721,-82.06153109969478,-94.99225456730142,-102.74823596372062,-114.33316888755962,-153.6723400963599,-198.95293102576784,-164.37429720222895
01930,14.84399308351476,24.173228720480665,31.53092191823589,43.207951862204936,57.20697725398031,76.09388014631759,81.4069011667957,77.27602037431552,66.28823165474296,20.44390952509434,-1.9432216472782784,-25.98664544225312
01960,4.349191541745768,-3.32417864858553,-21.140636873670246,-37.08310037720685,-41.09346366107957,-38.123309552991714,-43.14763223159093,-53.159958879653914,-70.16298230848588,-98.16149278553848,-147.15903579693418,-91.65725502464579
01970,2.7502157970930057,-1.0244947322712505,-13.470930971178632,-23.215639576229705,-26.419962785321786,-26.480025999955387,-29.208509618101516,-26.696628146100693,-29.10923416693595,-53.557292336421824,-77.0705986432522,-39.628066357209036
02026,36.28048645404215,79.52349911656484,31.224317837261424,-12.54356372931943,-49.79553022399341,-76.25454323180702,-89.43550085411835,-99.7052150247332,-113.32506895130246,-129.4813657350296,-91.30692654218365,-26.896465774314947
02062,48.40059929721383,107.28896973834753,92.85797358693617,83.66814360200215,85.1919551326655,94.96233173926703,100.816782702193,104.77649392011608,112.71069319953085,123.90436511057987,138.66163059801056,149.0138320308779
02072,5.897562228483139,19.874535483664204,-15.847803237307971,-53.27739433812849,-75.55399514638339,-85.03974627963316,-90.42391547307807,-81.96372192292779,-97.69581547785788,-139.5732392677519,-141.53600631442737,-96.53824393447371
02111,8.907667690968083,5.900530406183407,-11.308054079036083,-17.260828805075562,-42.795619405390426,-71.16234250412572,-89.68101794305221,-130.75002187616383,-151.10911882705022,-86.33557566866284,-76.09811872169848,-45.824165204313886
02113,-11.59383594686824,-33.70332230585973,-70.42251272567546,-102.36863111045386,-130.3872160970359,-154.9204640403409,-178.1996938371426,-193.34594255641423,-204.4225581640262,-224.46270344786535,-186.48374513888484,-160.49477511750047
02114,55.422307396239376,77.16035246277715,69.29111143292812,49.18546393255747,11.971388715710418,-24.613163250072375,-55.34974390889329,-65.9009451786601,-69.39962289921823,-48.154374950914644,-18.42674115772934,-11.241110277185726
02115,-9.448882951873657,-27.013189336928008,-53.97131084097964,-89.47133351098273,-132.29086091097543,-177.19619020805294,-204.0292035552293,-211.5261544175678,-197.1260651856851,-125.93900698477182,-79.56719337929007,-68.68595763768826
02116,0.3237357891321153,-9.049739256571684,-23.48021527583296,-32.30646496879717,-42.77016824197335,-53.52506657263757,-72.41302405142733,-88.36179493570444,-96.3383663910995,-81.32764953012702,-79.3227463394469,-88.32050257921992
02118,25.33670363351939,26.274914814485328,8.521232639480786,-0.5368374822510305,-10.79471692137713,-29.031167687547168,-71.25206039753675,-95.38021105574308,-120.32716263449538,-85.94462609657876,-39.87297651151448,7.616798175702115
02119,13.143943091802612,-35.17358775756247,-86.7052274937164,-136.04250253340206,-172.94511408767085,-228.07726226399154,-280.8001405697887,-309.1352091279846,-305.01673601188395,-303.11386744065476,-229.7498846151234,-249.75294023112974
02120,-31.51571519933168,-45.96019674838999,-34.98141657804399,-24.67954425279686,-23.34136110493091,-33.62278712344596,-35.225956674338704,-56.96606927239782,-93.41834385388938,-98.22992501700537,-107.1541881799385,-203.34414045101857
02121,-10.670958915202846,-42.356084490054855,-85.36721138222947,-127.36633062057672,-159.36262194097253,-184.3650635485251,-214.3647481048274,-242.36398723127695,-263.3646134595574,-316.364568946276,-237.36444740353272,-158.36457229270218
02122,17.453920743168055,7.959006258935915,-13.043161623450487,-41.04365537962167,-80.04258334672568,-120.04311239086564,-168.04308293649092,-210.0429105530202,-236.04303513481773,-219.04300827264024,-118.04298392478358,-17.043009877472286
02124,14.05367045718458,15.349190084234579,13.511252657416208,2.752896741665154,-14.047003531314658,-39.954528633918926,-73.79030012647809,-104.939052837507,-121.88432183042414,-83.56854321587662,-26.913534560965672,30.723598989330185
02125,22.872675987614457,30.37227604268628,25.221725030690777,1.502719273081766,-31.814277718724043,-65.14016881292537,-105.1248741957861,-138.58966348104968,-161.83017812035223,-152.91585872329233,-91.79511571145304,-29.88346995987922
02126,1.6352559329989163,-31.75630790562127,-74.94215767333935,-104.42521318027184,-132.368363372178,-164.02495609629295,-184.21814817244058,-216.21728679394892,-240.85530593416297,-243.30261222646914,-257.2427781299939,-261.4903182595108
02127,33.8712713168502,33.40853618957726,28.874389383725884,8.196708231967477,-13.90607214564443,-51.11802482330131,-95.41809766910865,-119.88882056117745,-135.35511030161024,-124.6220364400101,-38.172783773778065,-73.4761346800401
02128,36.061525696215085,10.94382644056077,-42.38361948559941,-98.62886646491006,-152.9187075317327,-194.23777115876374,-217.74925168569234,-239.7886406276648,-252.77213232098939,-178.5358985630087,-117.93630183294135,-59.87597223478633
02129,61.836756029969365,82.9041133883884,78.2681378450211,57.97636301883176,4.312455046042942,11.542986332677174,-24.35931917268954,-42.946697653697356,-60.22788514447166,-31.682749092801714,8.843128373071067,-23.91930159811136
02130,2.7287147820238715,-34.46374720226413,-76.80432883125513,-108.9821737396096,-137.6210598195412,-161.6819521997977,-191.7139740515663,-211.06996388171137,-218.64180369066935,-170.99816029830845,-121.49925707931106,-64.36691451547995
02131,72.73708304661932,69.41842554275627,32.493259816057616,-26.92424619504618,-92.24367748389795,-129.08153758609706,-153.04528641005345,-170.41904823419645,-182.68193957289213,-118.88104713550001,-58.66896369597589,13.099018419564345
02132,74.49441312140743,68.60001749921821,39.545188738878096,-8.91807621625594,-45.968527686705784,-85.16538723634358,-131.15533699873322,-159.96938555085762,-162.4135920463532,-102.68650438403847,-34.08558213883043,41.703609670309106
02134,-50.76471398003514,-78.70120310345919,-94.52841000712897,-109.39565299839796,-113.06345536773506,-93.19086820630719,-74.90097511445765,-66.04051480375438,-142.21171968095769,-138.2466505843331,-152.94944203354135,-183.839874139705
02135,-18.93164468389523,-47.05060638632449,-75.58043560374153,-96.61523668328118,-94.61779868304484,-97.71491686613217,-99.5314056912307,-100.33735294665303,-106.74942950436571,-55.3607013087767,10.191331958887531,-3.5086787885670674
02136,0.20676898701958635,-19.21549909604937,-36.84026036124442,-60.26288412077565,-101.38845639907458,-124.88474676919532,-164.81300723286085,-203.53496762725217,-231.0928560213638,-183.98865615009618,-120.97352794088556,-41.887028711956646
02138,38.82865621004021,59.42666952779791,67.05592184711759,65.97193344173093,59.02349511234479,42.72827169298216,16.20667247366373,-16.481804169655334,-43.88176516072508,-43.59047240564041,3.5757036210311526,-21.91600897230319
02139,32.21935090107854,50.644130726452204,54.72106830059374,45.311065389386386,22.68747663078466,-10.976088569398598,-51.357118728131354,-85.49383215383887,-109.36694627679981,-52.55046820623966,-25.672565533098805,-45.220584810067066
02140,49.51521994852055,62.96118379397967,56.44212258816333,53.83572063683687,42.11038317309567,17.78303940581145,-19.840976385767135,-65.99966534824853,-94.55386275669434,-64.84688946782762,-10.963692661715413,-42.12775722739434
