,ZIP,arima_params,arima_seasonal,RSME,Predictions_2019,Conf_interval_2019
261,10703,"(2, 1, 0)","(0, 0, 1, 12)",90.22951738045892,"[2107.9206036493497, 2099.9774212604225, 2097.1635231542173, 2098.9200461622577, 2099.13856644482, 2096.6460757048512, 2095.70393864194, 2096.9817207859164, 2095.9385056128303, 2093.8569906985904, 2092.5322864208497, 2087.333542676471]","[[2089.256297467833, 2126.5849098308663], [2081.471821149396, 2118.483021371449], [2078.8122747242123, 2115.514771584222], [2080.719195460604, 2117.120896863911], [2081.084686696967, 2117.192446192673], [2078.735132039121, 2114.5570193705817], [2077.933064107402, 2113.474813176478], [2079.347509778488, 2114.6159317933448], [2078.437828634274, 2113.4391825913867], [2076.486802530281, 2111.2271788669], [2075.28972788152, 2109.7748449601795], [2070.2158223803985, 2104.4512629725436]]"
262,10704,"(3, 1, 0)","(0, 0, 0, 12)",35.524743113843,"[2198.6088415177433, 2210.8312458561313, 2219.7391789986095, 2224.5130694314316, 2226.3690821101386, 2227.388223190822, 2229.4066297912586, 2233.3022772948875, 2238.905225494108, 2245.372046271561, 2251.7380796425896, 2257.3601779672017]","[[2176.7182842686257, 2220.499398766861], [2189.123763622697, 2232.5387280895657], [2198.2107304821834, 2241.2676275150357], [2203.1592270098254, 2245.866911853038], [2205.186010520736, 2247.552153699541], [2206.3710710021373, 2248.4053753795065], [2208.552917861454, 2250.2603417210635], [2212.606015528615, 2253.99853906116], [2218.364717249741, 2259.445733738475], [2224.983331488822, 2265.7607610543], [2231.498053573593, 2271.978105711586], [2237.265063035969, 2277.4552928984344]]"
263,10705,"(2, 1, 0)","(0, 0, 0, 12)",45.71841773404417,"[2008.751718719699, 2014.3766216491329, 2021.297059633091, 2028.6874960209248, 2036.0543822833745, 2043.2538958211521, 2050.323874827071, 2057.340644888176, 2064.354736112407, 2071.383509494764, 2078.425178845606, 2085.4727568639296]","[[1990.0113170072925, 2027.4921204321056], [1995.7933542520045, 2032.9598890462612], [2002.8667969210235, 2039.7273223451587], [2010.4065291634695, 2046.96846287838], [2017.9191304008482, 2054.1896341659008], [2025.2609377302697, 2061.2468539120346], [2032.4699077360535, 2068.1778419180887], [2039.6224992354473, 2075.0587905409047], [2046.7693677341401, 2081.940104490674], [2053.927943471836, 2088.839075517692], [2061.09660915982, 2095.7537485313915], [2068.268435839687, 2102.6770778881723]]"
264,10940,"(3, 1, 1)","(0, 0, 0, 12)",24.279521012280025,"[1439.3000283906918, 1446.226958044989, 1448.3584930735335, 1453.4911132460752, 1454.992568031341, 1459.957251390784, 1461.7360748832032, 1466.801258875088, 1468.7717569211168, 1473.7829500550752, 1475.8229572569348, 1480.7379411249017]","[[1426.8508942714407, 1451.7491625099428], [1433.8824039494145, 1458.5715121405635], [1436.1164133873338, 1460.6005727597333], [1441.3486303288662, 1465.6335961632842], [1442.9472019192447, 1467.0379341434375], [1448.0071428412823, 1471.9073599402857], [1449.8784380712407, 1473.5937116951657], [1455.034401940343, 1478.568115809833], [1457.0932566505937, 1480.4502571916398], [1462.1913114121774, 1485.374588697973], [1464.315578229438, 1487.3303362844317], [1469.3126617174328, 1492.1632205323706]]"
265,10960,"(2, 1, 1)","(0, 0, 0, 12)",65.46018800449109,"[1865.1913147517657, 1880.0121439991372, 1898.6802782787202, 1917.2747093564824, 1932.6405689705039, 1942.9486308651026, 1947.8518054015758, 1948.2811284971604, 1945.9939256475925, 1943.0234771958444, 1941.1712466736, 1941.647342645395]","[[1850.3918138862546, 1879.990815617277], [1865.3371482352663, 1894.687139763008], [1884.1266876783652, 1913.233868879075], [1902.8393896415453, 1931.7100290714195], [1918.3207522388157, 1946.960385702192], [1928.741619439886, 1957.155642290319], [1933.7548249967886, 1961.948785806363], [1934.2917680846708, 1962.2704889096499], [1932.1097804682934, 1959.8780708268916], [1929.242045219175, 1956.8049091725138], [1927.490435995033, 1954.852057352167], [1928.0649100926964, 1955.2297751980934]]"
266,10977,"(2, 1, 0)","(0, 0, 0, 12)",59.7410222737725,"[2097.184968216025, 2128.2849521427156, 2145.899056365205, 2152.6430653219445, 2154.4284708520972, 2156.262188468924, 2160.576094418529, 2167.5054259750837, 2176.0024213138736, 2184.885579217562, 2193.410835081488, 2201.365521306906]","[[2067.387574332971, 2126.982362099079], [2098.7373387664848, 2157.8325655189465], [2116.594829170355, 2175.2032835600553], [2123.5763057637496, 2181.7098248801394], [2125.593492241517, 2183.2634494626773], [2127.653531682229, 2184.8708452556184], [2132.1789641163236, 2188.9732247207344], [2139.3337301765127, 2195.6771217736546], [2148.0420242507425, 2203.9628183770046], [2157.1316652228393, 2212.6394932122844], [2165.858892324706, 2220.96277783827], [2174.0112037195518, 2228.71983889426]]"
267,11001,"(1, 1, 0)","(0, 0, 1, 12)",87.60423656723967,"[2197.5163692497144, 2204.685236981295, 2211.341769346826, 2219.910034260754, 2227.1393988094705, 2234.553717590083, 2242.1614644799456, 2250.0395979887617, 2258.9513560249206, 2267.001926382679, 2274.325299724085, 2280.883056168783]","[[2182.5588784402166, 2212.4738600592123], [2189.853603550621, 2219.516870411969], [2196.632725952126, 2226.050812741526], [2205.3205746635717, 2234.499493857936], [2212.6666564394727, 2241.6121411794684], [2220.1949333236694, 2248.912501856497], [2227.9139889816756, 2256.4089399782156], [2235.9010225641728, 2264.1781734133506], [2244.9189523765585, 2272.9837596732827], [2253.0732562247413, 2280.9305965406165], [2260.498503544825, 2288.1520959033455], [2267.1557689292936, 2294.610343408272]]"
268,11003,"(4, 1, 0)","(0, 0, 0, 12)",50.354273501431365,"[2229.1285070063, 2229.448751327123, 2228.1234559272757, 2227.7080874498497, 2228.6390539204012, 2232.807226713713, 2240.166755452799, 2249.239055901761, 2258.8198127233563, 2267.6261047811527, 2274.620376339419, 2279.6629940871417]","[[2208.9878614686504, 2249.2691525439495], [2209.4774581713746, 2249.420044482871], [2208.3168919952354, 2247.930019859316], [2208.0631812552106, 2247.352993644489], [2209.149279954363, 2248.1288278864395], [2213.4695348250866, 2252.1449186023397], [2220.975308112803, 2259.358202792795], [2230.146670485717, 2268.3314413178045], [2239.806094700503, 2277.83353074621], [2248.835977059226, 2286.4162325030793], [2255.992642598794, 2293.248110080044], [2261.1963649623985, 2298.129623211885]]"
269,11010,"(2, 1, 2)","(0, 0, 0, 12)",33.86178752662453,"[2410.509682278957, 2410.728833402752, 2404.0046037471025, 2395.271346403725, 2388.713982329099, 2386.9560751077843, 2390.810747779747, 2399.553555136422, 2411.4640711594984, 2424.4933712919815, 2436.853495047621, 2447.315563271287]","[[2387.319076867878, 2433.700287690036], [2387.73297041308, 2433.7246963924244], [2381.2009464471103, 2426.8082610470947], [2372.652839721554, 2417.8898530858964], [2366.2892078716686, 2411.1387567865295], [2364.696577492149, 2409.2155727234194], [2368.7283057856084, 2412.8931897738858], [2377.6348800293604, 2421.4722302434834], [2389.6656096162346, 2433.262532702762], [2402.7627495112224, 2446.2239930727405], [2415.1934162500716, 2458.5135738451704], [2425.851465727234, 2468.77966081534]]"
270,11050,"(2, 1, 0)","(0, 0, 0, 12)",48.36572667105162,"[2624.7439463172414, 2639.41152286293, 2648.823380996014, 2655.740513153264, 2661.968741734057, 2668.279445907327, 2674.8381914764977, 2681.5807590462987, 2688.410454233258, 2695.2641909689455, 2702.114981457346, 2708.957003736533]","[[2611.0165007523283, 2638.4713918821544], [2625.8007468803303, 2653.0222988455293], [2635.324670292061, 2662.3220916999667], [2642.3511312787377, 2669.1298950277906], [2648.6859286918575, 2675.2515547762564], [2655.101028771446, 2681.457863043208], [2661.7614425188003, 2687.914940434195], [2668.6034978001526, 2694.558020292445], [2675.530498019773, 2701.290410446743], [2682.479360726157, 2708.049021211734], [2689.4231984595376, 2714.8067644551543], [2696.3562732366227, 2721.557734236443]]"
271,11101,"(2, 0, 1)","(0, 0, 0, 12)",65.48319763342637,"[2511.976046357712, 2492.7449898757845, 2474.2666769201614, 2457.8554477958514, 2443.9090516295473, 2432.3864037903923, 2423.0448564595686, 2415.5707937413895, 2409.6462032609597, 2404.9802569264502, 2401.3215851952596, 2398.4603421559004]","[[2482.822525845411, 2541.1295668700136], [2463.8096688192554, 2521.6803109323137], [2445.3375646860545, 2503.1957891542684], [2428.9284556722973, 2486.7824399194055], [2414.9857610813424, 2472.8323421777523], [2403.467295146301, 2461.3055124344837], [2394.130930707363, 2451.958782211774], [2386.662824464211, 2444.478763018568], [2380.7450147465447, 2438.5473917753748], [2376.0866296632657, 2433.8738841896347], [2372.436284344856, 2430.206886045663], [2369.5841104627366, 2427.3365738490643]]"
272,11102,"(1, 1, 0)","(0, 0, 0, 12)",34.85725626246066,"[2181.060081922868, 2181.6221266637494, 2181.920193156903, 2182.0783046182432, 2182.1621961649594, 2182.2067181443813, 2182.230351699275, 2182.2428998315554, 2182.2495636286694, 2182.253103230382, 2182.2549837350743, 2182.255982997038]","[[2152.323135145874, 2209.797028699862], [2153.1255440877885, 2210.1187092397104], [2153.6581931621586, 2210.182193151648], [2154.045186548117, 2210.1114226883697], [2154.3524877738423, 2209.9719045560764], [2154.615161054084, 2209.7982752346784], [2154.851890474196, 2209.6088129243544], [2155.0726725867335, 2209.4131270763774], [2155.282888999722, 2209.2162382576166], [2155.485473795775, 2209.020732664989], [2155.682055732412, 2208.8279117377365], [2155.8735683961386, 2208.638397597937]]"
273,11103,"(0, 2, 1)","(0, 0, 2, 12)",54.2155118875139,"[2157.0401555122053, 2168.866803178911, 2174.4376458263378, 2173.4205981753585, 2177.163461083437, 2188.4316708235565, 2202.3199433573445, 2212.0173314924705, 2228.1679323978033, 2237.9562061833235, 2244.4597471040342, 2248.9406748071897]","[[2133.219145557337, 2180.8611654670735], [2145.1574657175156, 2192.5761406403067], [2151.0000173752246, 2197.875274277451], [2150.1244755323837, 2196.716720818333], [2154.209414118672, 2200.117508048202], [2165.561268712935, 2211.302072934178], [2179.9640895552334, 2224.6757971594557], [2189.6855432844886, 2234.3491197004523], [2206.2779017094604, 2250.057963086146], [2216.1883516504245, 2259.7240607162225], [2222.9133535719952, 2266.0061406360733], [2227.669624926128, 2270.2117246882513]]"
274,11104,"(3, 1, 0)","(0, 0, 0, 12)",21.379133385485964,"[2109.482221065621, 2111.51050957857, 2113.0671439454018, 2112.810624916011, 2112.8065853002518, 2112.368932572739, 2112.2349097909882, 2112.0214660045867, 2111.9781936258005, 2111.9128760901813, 2111.9164896446814, 2111.904292857748]","[[2084.6776683423705, 2134.286773788872], [2086.913713501343, 2136.1073056557966], [2088.672921859145, 2137.4613660316586], [2088.6140358300695, 2137.0072140019524], [2088.802898664839, 2136.8102719356643], [2088.553606853052, 2136.1842582924264], [2088.6035763626423, 2135.866243219334], [2088.5699254934366, 2135.473006515737], [2088.702400909359, 2135.253986342242], [2088.8089391771227, 2135.01681300324], [2088.9806540167447, 2134.852325272618], [2089.132960851934, 2134.6756248635616]]"
275,11105,"(1, 2, 1)","(1, 0, 0, 12)",15.983867909162532,"[2183.385364865335, 2186.962036350769, 2187.7794910521493, 2186.5922090769145, 2187.3327148564576, 2191.7402562779744, 2196.636311637773, 2196.819772335826, 2200.9818593925916, 2204.141830241481, 2208.8081647627955, 2209.705624237169]","[[2160.8763833936946, 2205.894346336975], [2164.6455954618514, 2209.2784772396863], [2165.6512819240966, 2209.907700180202], [2164.648953987119, 2208.53546416671], [2165.568096659835, 2209.09733305308], [2170.1506858787398, 2213.329826677209], [2175.216136036653, 2218.0564872388927], [2175.568286278152, 2218.0712583935006], [2179.892493468445, 2222.071225316738], [2183.213589357562, 2225.0700711254], [2188.03405632669, 2229.582273198901], [2189.0831667816146, 2230.3280816927236]]"
276,11106,"(2, 1, 0)","(0, 0, 0, 12)",23.93719655800786,"[2135.6342467905247, 2134.4631372641343, 2133.880313778462, 2133.683475238182, 2133.6525590741917, 2133.6677089414634, 2133.6844856025764, 2133.693680046639, 2133.697107993396, 2133.6978267069735, 2133.697691761068, 2133.6974576848875]","[[2110.9060042538254, 2160.362489327224], [2109.942107181821, 2158.9841673464475], [2109.5610623738053, 2158.199565183119], [2109.5612828850567, 2157.805667591307], [2109.722612513929, 2157.5825056344543], [2109.925502138167, 2157.40991574476], [2110.1255845464284, 2157.2433866587244], [2110.314047813199, 2157.0733122800793], [2110.4925680711876, 2156.9016479156044], [2110.66464738289, 2156.731006031057], [2110.832072996408, 2156.5633105257284], [2110.995766971792, 2156.399148397983]]"
277,11201,"(0, 1, 1)","(2, 0, 0, 12)",88.02377782438937,"[2856.7902324510583, 2835.171466796408, 2827.3469436776854, 2852.816511460944, 2870.297954786243, 2881.526004118983, 2899.7329881820538, 2898.3940737923267, 2884.9690580985734, 2887.6537942697214, 2880.4457648199236, 2877.1284657034134]","[[2818.797302047981, 2894.7831628541358], [2797.523221511427, 2872.819712081389], [2790.0307177236987, 2864.663169631672], [2815.824177309526, 2889.8088456123623], [2833.617812246598, 2906.9780973258876], [2845.1508048566293, 2917.901203381337], [2863.6549811749474, 2935.81099518916], [2862.6050370193507, 2934.1831105653027], [2849.4628683076903, 2920.4752478894566], [2852.42224659381, 2922.8853419456327], [2845.484409321157, 2915.4071203186904], [2842.4298153358322, 2911.8271160709946]]"
278,11203,"(1, 1, 0)","(0, 0, 0, 12)",36.80345382791086,"[2169.2001695421027, 2175.1752995195284, 2178.3637728015487, 2180.06564519424, 2180.9742530621074, 2181.459461147547, 2181.718627429905, 2181.8570876310955, 2181.9310761930637, 2181.9706214754933, 2181.991761849033, 2182.0030654294496]","[[2141.3662527781, 2197.0340863061056], [2147.5744536642724, 2202.7761453747844], [2150.990138269254, 2205.7374073338433], [2152.9137005888947, 2207.2175897995853], [2154.038697100765, 2207.9098090234497], [2154.735200823737, 2208.1837214713564], [2155.2007664255484, 2208.236488434262], [2155.5409159906176, 2208.1732592715734], [2155.8120603805382, 2208.0500920055892], [2156.0443952838596, 2207.896847667127], [2156.254118061915, 2207.729405636151], [2156.4499477065165, 2207.556183152383]]"
279,11204,"(1, 2, 2)","(0, 0, 0, 12)",25.371778141861824,"[2002.314297058325, 2003.9715175992521, 2004.8206083249597, 2006.156682952033, 2007.196762807464, 2008.4173005549274, 2009.526380445837, 2010.7047626226936, 2011.8390834362094, 2013.001825793353, 2014.145785150454, 2015.3024304835035]","[[1980.8704707256873, 2023.758123390963], [1982.710385825032, 2025.2326493734722], [1983.7374849556372, 2025.9037316942822], [1985.2474970421854, 2027.0658688618805], [1986.456926376266, 2027.936599238662], [1987.8430172606566, 2028.9915838491982], [1989.1136186314611, 2029.939142260213], [1990.4497873311723, 2030.9597379142149], [1991.7383001995272, 2031.9398666728916], [1993.0517768151087, 2032.9518747715972], [1994.3431025943107, 2033.9484677065973], [1995.6439222420645, 2034.9609387249425]]"
280,11205,"(1, 1, 0)","(1, 0, 0, 12)",108.59548729005516,"[2793.0951517847, 2782.4319933622587, 2781.156446906835, 2769.8169068017937, 2774.9867604333085, 2775.4516636095223, 2774.043895584638, 2785.5686173318604, 2798.456066527657, 2797.762006964161, 2790.4253647509113, 2781.0849884323507]","[[2758.4194046306825, 2827.770898938718], [2748.0494229874466, 2816.814563737071], [2747.059858407957, 2815.2530354057126], [2735.9992646013784, 2803.634549002209], [2741.4411650690417, 2808.5323557975753], [2742.171525121262, 2808.7318020977823], [2741.022962022788, 2807.064829146488], [2752.80092294357, 2818.3363117201507], [2765.9357620724622, 2830.976370982852], [2765.4834896862544, 2830.040524242068], [2758.383285992653, 2822.4674435091697], [2749.2741866728493, 2812.895790191852]]"
281,11206,"(1, 1, 0)","(0, 0, 0, 12)",76.79785680172226,"[2564.6873719453824, 2563.825662875358, 2563.2598279909544, 2562.888185368276, 2562.644030843193, 2562.483593908912, 2562.378145205593, 2562.308822967529, 2562.263240734016, 2562.2332623859816, 2562.213542411876, 2562.2005679566446]","[[2537.1664865292228, 2592.208257361542], [2536.53527140681, 2591.116054343906], [2536.194126586405, 2590.3255293955035], [2536.0417132600587, 2589.7346574764933], [2536.011544884493, 2589.2765168018927], [2536.0600563784164, 2588.9071314394077], [2536.1587132384975, 2588.597577172688], [2536.288837889251, 2588.328808045807], [2536.4382183686835, 2588.0882630993488], [2536.5988842573893, 2587.867640514574], [2536.7656471535693, 2587.6614376701827], [2536.935143647541, 2587.4659922657484]]"
282,11207,"(1, 1, 0)","(0, 0, 0, 12)",42.00250876475908,"[2259.4645986875676, 2263.064668643464, 2268.472143123537, 2274.66975851159, 2281.2127176910544, 2287.906872966984, 2294.6672744579155, 2301.456732201998, 2308.2589559044377, 2315.066804659698, 2321.8771448998605, 2328.688599342519]","[[2236.5428337696776, 2282.3863636054575], [2240.3349671262354, 2285.7943701606923], [2245.9295412637007, 2291.0147449833735], [2252.3097383053364, 2297.0297787178433], [2259.030718844702, 2303.394716537407], [2265.899002478272, 2309.9147434556958], [2272.829366550482, 2316.505182365349], [2279.7849089772567, 2323.1285554267392], [2286.7494839942615, 2329.768427814614], [2293.7160888150074, 2336.4175205043884], [2300.681720661582, 2343.072569138139], [2307.645127050984, 2349.732071634054]]"
283,11208,"(0, 1, 1)","(0, 0, 1, 12)",72.53200808041636,"[2263.6454442275344, 2274.62300205085, 2282.4724017358476, 2289.1602294651248, 2294.4498398401497, 2299.5272436225555, 2306.175483130309, 2312.2073842357922, 2317.4727413184046, 2322.4839998794305, 2329.933363032576, 2340.1747604960196]","[[2237.901143239521, 2289.389745215548], [2249.0941776041727, 2300.1518264975275], [2257.155613318945, 2307.78919015275], [2264.048966683379, 2314.2714922468704], [2269.539495677971, 2319.3601840023284], [2274.8130645117226, 2324.2414227333884], [2281.6528852558736, 2330.698081004745], [2287.8719811113738, 2336.5427873602107], [2293.320306408152, 2341.625176228657], [2298.5104600158306, 2346.4575397430303], [2306.134794167135, 2353.7319318980167], [2316.54737973804, 2363.8021412539993]]"
284,11209,"(1, 1, 0)","(0, 0, 0, 12)",44.5848308536672,"[2093.785157438252, 2094.847700986805, 2095.480300301042, 2095.857020610129, 2096.0814162124684, 2096.215110065984, 2096.294782348731, 2096.3422719880436, 2096.370584829943, 2096.387468169009, 2096.397537970403, 2096.4035451223453]","[[2070.416941400805, 2117.153373475699], [2071.675302411973, 2118.0200995616374], [2072.4986702926403, 2118.4619303094437], [2073.0615243904635, 2118.6525168297944], [2073.467602700456, 2118.6952297244807], [2073.7787029080528, 2118.651517223915], [2074.031670324585, 2118.5578943728774], [2074.2485007018727, 2118.4360432742146], [2074.442347923558, 2118.2988217363277], [2074.621100354501, 2118.153835983517], [2074.789507932559, 2118.005568008247], [2074.9504503502203, 2117.8566398944704]]"
285,11210,"(3, 1, 0)","(0, 0, 0, 12)",17.20759932526632,"[1955.3062336651637, 1965.6914090194014, 1974.2514675921063, 1981.3628717729168, 1987.9696089692002, 1993.7576779165151, 1998.7566591383813, 2003.2050146503216, 2007.1291960251906, 2010.56680435176, 2013.5994246031987, 2016.27396580559]","[[1937.3435600203159, 1973.2689073100116], [1947.8793475849354, 1983.5034704538673], [1956.5862618200074, 1991.9166733642053], [1963.8409136402681, 1998.8848299055655], [1970.5875316804018, 2005.3516862579986], [1976.5120398472557, 2011.0033159857746], [1981.6442883796237, 2015.869029897139], [1986.2230909755567, 2020.1869383250864], [1990.2745443898464, 2023.9838476605348], [1993.836677830386, 2027.2969308731342], [1996.9912321011536, 2030.2076171052438], [1999.7846400001522, 2032.7632916110279]]"
286,11211,"(2, 0, 0)","(0, 0, 0, 12)",111.86999545881702,"[2713.350224118249, 2716.575146898471, 2723.43109614052, 2732.1751831650345, 2741.440161924737, 2750.239734320976, 2757.944983408739, 2764.2271704922377, 2768.988343360768, 2772.295687285596, 2774.3221576382966, 2775.297145905877]","[[2680.3248212659914, 2746.375626970507], [2683.8207090994324, 2749.3295846975093], [2690.907519156643, 2755.954673124397], [2699.6624203714814, 2764.6879459585875], [2708.929798417199, 2773.950525432275], [2717.732022355979, 2782.7474462859727], [2725.4407523953596, 2790.4492144221185], [2731.7270812771408, 2796.7272597073347], [2736.493097472391, 2801.4835892491446], [2739.805957960302, 2804.7854166108905], [2741.8386042940447, 2806.8057109825486], [2742.8204102081772, 2807.773881603577]]"
287,11212,"(1, 1, 0)","(0, 0, 0, 12)",34.54153555537899,"[2167.601777261718, 2176.997133088561, 2184.785288696162, 2191.767689208399, 2198.3460703549745, 2204.721855001537, 2210.9960553676615, 2217.2193392378454, 2223.4171256501795, 2229.602168317475, 2235.780866626331, 2241.956621023077]","[[2138.0804373016963, 2197.1231172217394], [2147.723133598524, 2206.271132578598], [2155.752268466198, 2213.8183089261256], [2162.969794062326, 2220.5655843544723], [2169.7776780846802, 2226.9144626252687], [2176.3775635686166, 2233.066146434457], [2182.870671478132, 2239.121439257191], [2189.3078678802576, 2245.130810595433], [2195.7147583607716, 2251.1194929395874], [2202.1042741270376, 2257.1000625079123], [2208.4829837713714, 2263.0787494812903], [2214.8455482755335, 2269.0676937706203]]"
288,11213,"(1, 1, 0)","(0, 0, 0, 12)",36.041673758319824,"[2312.888369647254, 2315.048865219115, 2316.249612747264, 2316.9171245188154, 2317.288293501825, 2317.4947301066095, 2317.6095721533106, 2317.673473701663, 2317.7090380830377, 2317.728835560609, 2317.7398583775994, 2317.7459968598096]","[[2283.329537170527, 2342.447202123981], [2285.7376434930297, 2344.3600869452007], [2287.1796873609683, 2345.31953813356], [2288.0826322741896, 2345.7516167634412], [2288.683604690676, 2345.8929823129743], [2289.1144357464655, 2345.8750244667535], [2289.4484722167244, 2345.770672089897], [2289.7265659875875, 2345.620381415739], [2289.97150786442, 2345.4465683016556], [2290.1960458567974, 2345.26162526442], [2290.407340802914, 2345.072375952285], [2290.6094433205126, 2344.8825503991065]]"
289,11214,"(1, 2, 2)","(0, 0, 0, 12)",38.58847899890791,"[2080.2835862823467, 2079.7266255799095, 2080.621865903655, 2080.767788369697, 2081.292143023457, 2081.621149792684, 2082.045553912519, 2082.420818279111, 2082.817917653855, 2083.20387973288, 2083.593251415575, 2083.9811154101235]","[[2055.1246116987672, 2105.442560865926], [2054.7818108202764, 2104.6714403395426], [2055.8863944388067, 2105.357337368503], [2056.236067391587, 2105.299509347807], [2056.9594353619573, 2105.6248506849565], [2057.4832322944158, 2105.759067290952], [2058.096693170782, 2105.994414654256], [2058.657296715927, 2106.184339842295], [2059.235277814448, 2106.400557493262], [2059.798585651027, 2106.609173814733], [2060.3605191607944, 2106.825983670356], [2060.918386383656, 2107.043844436591]]"
290,11215,"(2, 0, 0)","(0, 0, 1, 12)",118.09464390993043,"[2533.2668263592614, 2529.683742108238, 2531.687930688122, 2530.4765640957207, 2547.129258114607, 2557.7034995572976, 2565.0001419157634, 2577.8647736915245, 2580.2454580126473, 2583.790178872785, 2579.517248900257, 2568.9023531684707]","[[2502.5307286716607, 2564.002924046862], [2499.1913032009784, 2560.176181015498], [2501.2023718675377, 2562.173489508706], [2499.9930165366954, 2560.960111654746], [2516.65051391065, 2577.6080023185646], [2527.22960493911, 2588.1773941754855], [2534.53295787805, 2595.4673259534766], [2547.40480348449, 2608.324743898559], [2549.794100399199, 2610.6968156260955], [2553.3481731633815, 2614.2321845821884], [2549.0857625164444, 2609.9487352840697], [2538.482231589093, 2599.3224747478484]]"
291,11216,"(1, 1, 0)","(2, 0, 0, 12)",25.491325248693975,"[2494.7540104122822, 2488.0105369455714, 2482.0068202377884, 2477.020801183803, 2474.7795671491003, 2479.6898169811207, 2489.4603858215037, 2499.724389491605, 2507.7065750657766, 2515.3113311679385, 2509.1396370413427, 2501.98588132909]","[[2467.519169670582, 2521.9888511539825], [2461.014670107804, 2515.006403783339], [2455.24391172433, 2508.769728751247], [2450.485051736198, 2503.5565506314083], [2448.4654119747192, 2501.0937223234814], [2453.5918583156194, 2505.787775646622], [2463.572814273823, 2515.3479573691843], [2474.0425109333646, 2525.4062680498455], [2482.2251488017973, 2533.188001329756], [2490.0262893838253, 2540.5963729520518], [2484.0450114756086, 2534.2342626070767], [2477.0791253069087, 2526.892637351271]]"
292,11217,"(0, 1, 1)","(1, 0, 0, 12)",40.909517664585586,"[2807.0821468060176, 2800.992687950243, 2806.6893084998715, 2804.9201614045455, 2813.318012845784, 2815.5230337636185, 2812.406291790521, 2830.2972225699677, 2844.1885079808035, 2842.8289561259694, 2833.7965697729114, 2810.6877551896196]","[[2769.4647092319647, 2844.6995843800705], [2763.6981476765973, 2838.287228223889], [2769.711002544837, 2843.667614454906], [2768.2481756221014, 2841.5921471869897], [2776.945579060149, 2849.6904466314186], [2779.4427641668694, 2851.6033033603676], [2776.6112620523527, 2848.2013215286897], [2794.780763303608, 2865.8136818363273], [2808.9436847501684, 2879.4333312114386], [2807.849539787206, 2877.8083724647327], [2799.0766288871723, 2868.5165106586505], [2776.221522452436, 2845.153987926803]]"
293,11218,"(2, 0, 1)","(0, 0, 0, 12)",20.350470151234457,"[2036.1602997022428, 2038.1574698727377, 2040.7843754275734, 2043.8492645323365, 2047.1947414932088, 2050.663431120078, 2054.170046142637, 2057.5721490939736, 2060.8672121932786, 2063.9452815201093, 2066.719763053479, 2069.207352883869]","[[2011.6844117277094, 2060.636187676776], [2013.882332767013, 2062.4326069784624], [2016.7059112566146, 2064.862839598532], [2019.9635040353635, 2067.73502502931], [2023.4958545748025, 2070.893628411615], [2027.1419981177532, 2074.1848641224024], [2030.8112485974048, 2077.5288436878695], [2034.3778768687318, 2080.7664213192156], [2037.7748096621015, 2083.9596147244556], [2040.8716434781925, 2087.0189195620264], [2043.9816909289918, 2089.457835177966], [2046.4790502547862, 2091.935655512952]]"
294,11219,"(1, 2, 1)","(0, 0, 0, 12)",56.68898240139929,"[2102.4066074853995, 2101.9432588942595, 2100.8532280967884, 2099.552109544859, 2098.1790680684994, 2096.7808603747694, 2095.373310835225, 2093.9618656620573, 2092.5484721198636, 2091.1338851437777, 2089.718443211542, 2088.3023311646652]","[[2078.1115319283817, 2126.7016830424172], [2077.855338969797, 2126.0311788187223], [2076.9672476939722, 2124.7392084996045], [2075.8630687139557, 2123.241150375762], [2074.6821696507886, 2121.67596648621], [2073.471499266768, 2120.0902214827706], [2072.2470636583716, 2118.499558012078], [2071.0144795115325, 2116.909251812582], [2069.7758571053496, 2115.3210871343776], [2068.5321047796874, 2113.735665507868], [2067.2837065047415, 2112.153179918342], [2066.030985573558, 2110.5736767557723]]"
295,11220,"(2, 1, 0)","(0, 0, 0, 12)",50.34433278646679,"[2089.5808404359204, 2091.9567604970316, 2094.5274227312048, 2096.28635063694, 2097.754454528374, 2098.8720654342173, 2099.7592528313753, 2100.45035696795, 2100.993515241577, 2101.4188006545737, 2101.7524569643188, 2102.0140589728007]","[[2069.6709320266114, 2109.4907488452295], [2072.2142089525405, 2111.6993120415227], [2074.946908125534, 2114.1079373368757], [2076.864509170761, 2115.708192103119], [2078.487674536613, 2117.021234520135], [2079.756603411582, 2117.9875274568526], [2080.7911339147827, 2118.727371747968], [2081.626596600581, 2119.2741173353193], [2082.31126102419, 2119.6757694589637], [2082.874012572026, 2119.9635887371214], [2083.342638981009, 2120.1622749476287], [2083.736429927156, 2120.2916880184453]]"
