,ZIP,arima_params,arima_seasonal,RSME,Predictions_2019,Conf_interval_2019
717,37221,"(0, 2, 0)","(1, 0, 0, 12)",17.250811684823976,"[1342.4381165378543, 1341.4723280623018, 1341.1050019046413, 1342.539974387293, 1346.085332122702, 1351.1433291442117, 1354.076596235333, 1357.9233265309965, 1360.5483957448507, 1364.3987185932417, 1367.6346755879258, 1370.87063258261]","[[1331.4570713336752, 1353.4191617420333], [1330.585817624375, 1352.3588385002286], [1330.310432288015, 1351.8995715212677], [1331.8350528452545, 1353.2448959293313], [1335.4678415976691, 1356.702822647735], [1340.611139309466, 1361.6755189789576], [1343.6276712511522, 1364.5255212195138], [1347.5557024995562, 1368.2909505624368], [1350.2601981480425, 1370.836593341659], [1354.1881426642872, 1374.6092945221963], [1357.4999818508643, 1377.7693693249873], [1360.8101524576996, 1380.9311127075202]]"
718,38104,"(0, 2, 2)","(0, 0, 0, 12)",42.28791678433087,"[796.8563647800519, 796.236985889535, 795.624636799118, 795.0183433216488, 794.4173680997061, 793.8210450589103, 793.2288331033832, 792.6402521388062, 792.0548909898542, 791.4723886365434, 790.8924302442169, 790.3147388949072]","[[783.12815685548, 810.5845727046237], [782.6257928757774, 809.8481789032927], [782.1276876432374, 809.1215859549985], [781.6328012328129, 808.4038854104847], [781.1405108315636, 807.6942253678486], [780.6502602213823, 806.9918298964383], [780.16161067125, 806.2960555355164], [779.6741828308634, 805.606321446749], [779.1876560132274, 804.9221259664811], [778.7017576163499, 804.2430196567369], [778.2162555032958, 803.5686049851381], [777.7309519856238, 802.8985258041906]]"
719,40391,"(1, 1, 0)","(0, 0, 0, 12)",27.933874441591517,"[824.8131321338093, 825.80258198404, 826.1506944756275, 826.2732005313453, 826.3163230356823, 826.3315059636973, 826.3368529493104, 826.3387364308833, 826.3394000359443, 826.339633893375, 826.3397163229666, 826.3397453834654]","[[812.5966802936828, 837.0295839739358], [813.6886546479906, 837.9165093200894], [814.1362987984281, 838.1650901528268], [814.3560968443011, 838.1903042183895], [814.4941844725396, 838.1384615988251], [814.6020981198485, 838.0609138075461], [814.6980270423137, 837.975678856307], [814.7884256792355, 837.889047182531], [814.87561503379, 837.8031850380986], [814.9604589379138, 837.7188088488361], [815.043304992298, 837.6361276536353], [815.1243177457369, 837.5551730211938]]"
720,40502,"(0, 1, 1)","(0, 0, 0, 12)",12.002999454815525,"[818.4950641573779, 820.0833712929389, 821.6729397231878, 823.2618560537396, 824.851109154378, 826.4401833807175, 828.0293453558469, 829.618457240051, 831.2075916804758, 832.7967111764124, 834.3858351687722, 835.9749531369861]","[[810.7811887459975, 826.2089395687583], [812.434076115578, 827.7326664702997], [814.086612684214, 829.2592667621617], [815.736967697196, 830.7867444102833], [817.386258462809, 832.3159598459471], [819.0338219901123, 833.8465447713227], [820.6801844399076, 835.3785062717861], [822.3251869487634, 836.9117275313387], [823.9689414319425, 838.4462419290091], [825.6114413585487, 839.981980994276], [827.2529260777637, 841.5187442597808], [828.8931860949664, 843.0567201790058]]"
721,40515,"(0, 1, 1)","(0, 0, 0, 12)",28.846714394145188,"[887.9930204067717, 887.9930157349964, 887.9930176815652, 887.9930170783929, 887.993017284311, 887.993017213872, 887.9930172380017, 887.9930172297246, 887.9930172325676, 887.9930172315899, 887.9930172319265, 887.9930172318104]","[[872.7902265553892, 903.1958142581543], [872.9177974180502, 903.0682340519427], [873.041561757127, 902.9444736060034], [873.1626426702037, 902.8233914865821], [873.2808281110259, 902.7052064575961], [873.3962318555576, 902.5898025721864], [873.5089617532426, 902.4770727227608], [873.6191193932565, 902.3669150661927], [873.7268010871164, 902.2592333780187], [873.8320982724714, 902.1539361907084], [873.9350976745429, 902.0509367893101], [874.0358816476454, 901.9501528159755]]"
722,40517,"(2, 1, 0)","(1, 0, 0, 12)",14.083518013352853,"[877.940425288562, 879.7138182775857, 881.4819793837692, 882.4674125882067, 882.2533264882301, 881.7135429018356, 881.160999687315, 880.352283195638, 880.6075289941649, 881.1326732192349, 880.3349717311592, 880.3372830267956]","[[870.2124428102179, 885.6684077669061], [872.0509407182894, 887.3766958368819], [873.8826093347116, 889.0813494328268], [874.929976924644, 890.0048482517693], [874.7763292005469, 889.7303237759132], [874.2955498755886, 889.1315359280826], [873.8006428422863, 888.5213565323437], [873.0482591212046, 887.6563072700715], [873.3585682262436, 887.8564897620862], [873.9375319645084, 888.3278144739614], [873.1924489897376, 887.4774944725807], [873.2461573794061, 887.4284086741851]]"
723,43055,"(1, 1, 0)","(0, 0, 0, 12)",56.0778037557531,"[649.6789820643961, 655.9577646994192, 660.5013083499091, 663.7899920131599, 666.1709615828153, 667.8951572348376, 669.1440268030133, 670.0488058589068, 670.7044378633692, 671.1796278396614, 671.5241057698529, 671.7738756908461]","[[638.3047166317854, 661.0532474970069], [644.6787339547361, 667.2367954441022], [649.3151637839885, 671.6874529158297], [652.6944748543331, 674.8855091719868], [655.1639033150054, 677.1780198506251], [656.9744746831501, 678.8158397865251], [658.3077173604738, 679.9803362455527], [659.2949429473987, 680.8026687704149], [660.0311674273664, 681.377708299372], [660.5851640168376, 681.7740916624853], [661.0067281819271, 682.0414833577787], [661.331925211938, 682.2158261697542]]"
724,43201,"(1, 1, 0)","(0, 0, 0, 12)",99.60740519159778,"[1107.2428288092954, 1108.0153442729622, 1108.4956493111524, 1108.794351098677, 1108.9801596966104, 1109.0957703477068, 1109.1677203511326, 1109.212508358617, 1109.2403944555424, 1109.2577607069445, 1109.2685778896375, 1109.2753171069453]","[[1083.1043390596503, 1131.3813185589404], [1084.0790369275635, 1131.951651618361], [1084.7564110563055, 1132.2348875659993], [1085.2473942117638, 1132.3413079855902], [1085.6208852852026, 1132.3394341080182], [1085.91976055202, 1132.2717801433935], [1086.1707277029684, 1132.1647129992969], [1086.3904469395166, 1132.0345697777175], [1086.5893314347145, 1131.8914574763703], [1086.7739090033986, 1131.7416124104905], [1086.9482876620536, 1131.5888681172214], [1087.1150696006775, 1131.435564613213]]"
725,43202,"(3, 1, 0)","(0, 0, 0, 12)",37.412105515134634,"[944.1553922092695, 943.6969262633053, 943.1471399564383, 942.9439744249112, 944.4525766025162, 947.2961020755965, 951.1006960393751, 955.1394576831992, 958.9681583028379, 962.3425666370516, 965.2916743898273, 967.9690935201461]","[[930.8717747327219, 957.4390096858172], [930.5247921899323, 956.8690603366782], [930.0835320200116, 956.210747892865], [929.9862380263838, 955.9017108234385], [931.5982954925485, 957.3068577124839], [934.5425563631077, 960.0496477880854], [938.4458450451863, 963.7555470335639], [942.5810916410716, 967.6978237253269], [946.5036508330187, 971.4326657726571], [949.9703085713521, 974.7148247027511], [953.0093275727962, 977.5740212068584], [955.7749394994125, 980.1632475408796]]"
726,43204,"(1, 1, 0)","(0, 0, 0, 12)",55.425947951879024,"[972.8519540877838, 974.9241927355208, 977.8005271666168, 981.2067922918926, 984.9623726048968, 988.9482635356684, 993.0860391616208, 997.3240039094758, 1001.6280740007343, 1005.975772041108, 1010.3522712390628, 1014.7477891052596]","[[961.0897664792709, 984.6141416962968], [963.2604730585475, 986.5879124124941], [966.2328594262365, 989.3681949069971], [969.7328334966483, 992.680751087137], [973.5798777402905, 996.3448674695031], [977.6550777690998, 1000.241449302237], [981.8800914951563, 1004.2919868280852], [986.2033027151524, 1008.4447051037992], [990.5907028704764, 1012.6654451309921], [995.0198845058603, 1016.9316595763557], [999.476088838752, 1021.2284536393736], [1003.9495967181041, 1025.545981492415]]"
727,43205,"(1, 1, 1)","(0, 0, 0, 12)",66.019630130623,"[907.5337536996074, 912.3235324086454, 916.8948095515543, 921.4061309121498, 925.8981232809916, 930.3861541168991, 934.8718277341284, 939.3576433253656, 943.8428316539942, 948.3282880301149, 952.8134564514781, 957.2987947055288]","[[894.0279728344537, 921.039534564761], [898.9309435605836, 925.7161212567072], [903.6126037081822, 930.1770153949265], [908.2316587887927, 934.5806030355069], [912.8287484863997, 938.9674980755835], [917.4194200964863, 943.3528881373119], [922.0053606888914, 947.7382947793653], [926.5891380951209, 952.1261485556104], [931.1700972351468, 956.5155660728415], [935.7491835552947, 960.907392504935], [940.3259513773343, 965.300961525622], [944.9009002402561, 969.6966891708016]]"
728,43206,"(1, 1, 0)","(0, 0, 0, 12)",44.14440686059352,"[988.0086147899034, 989.8239368890198, 992.9505436706108, 996.6897871054869, 1000.7154336712081, 1004.8749523471364, 1009.0970756265915, 1013.3484239829186, 1017.6134862621464, 1021.8848757012396, 1026.1592333419264, 1030.4350473491481]","[[971.2880685899077, 1004.7291609898991], [973.2435883753935, 1006.4042854026461], [976.5067531973295, 1009.3943341438921], [980.3789313977437, 1013.00064281323], [984.5348274961588, 1016.8960398462574], [988.8209999397266, 1020.9289047545462], [993.167433076885, 1025.026718176298], [997.5396089724544, 1029.1572389933829], [1001.9233423106806, 1033.303630213612], [1006.310327088739, 1037.45942431374], [1010.697955460548, 1041.620511223305], [1015.0847589268009, 1045.7853357714955]]"
729,43212,"(3, 1, 0)","(0, 0, 0, 12)",71.98905857604234,"[1080.701880657028, 1081.697791149564, 1089.8195737573621, 1100.6915029051981, 1110.7060766031364, 1117.8664008752344, 1121.5464360422181, 1122.1730136901851, 1120.72234749906, 1118.2967638310806, 1115.8195107947154, 1113.8868196835292]","[[1062.137644484374, 1099.2661168296818], [1063.2893664922212, 1100.1062158069067], [1071.5627255556587, 1108.0764219590656], [1082.582724552103, 1118.8002812582934], [1092.7417026713397, 1128.670450534933], [1100.0431414135348, 1135.689660336934], [1103.8609481790195, 1139.2319239054168], [1104.622201452039, 1139.7238259283313], [1103.3031131637567, 1138.1415818343635], [1101.0062599301862, 1135.587267731975], [1098.6548569549109, 1132.9841646345199], [1096.8454158506368, 1130.9282235164217]]"
730,44035,"(0, 1, 1)","(0, 0, 1, 12)",20.2556503577718,"[671.4954512964231, 670.9832060218945, 668.4773568318096, 667.5117569574329, 666.2287378148098, 667.8522718358001, 669.921727497537, 669.4441500612215, 667.8225415924654, 669.6213948337924, 670.3359511125125, 671.191795714526]","[[663.0081541623291, 679.9827484305171], [662.5683493900144, 679.3980626537746], [660.1329580535305, 676.8217556100888], [659.2360245352147, 675.7874893796511], [658.0200251222594, 674.4374505073603], [659.7088916962327, 675.9956519753675], [661.8421315266738, 678.0013234684001], [661.4268451409764, 677.4614549814667], [659.8660823462577, 675.7790008386731], [661.724406324566, 677.5183833430187], [662.497027187784, 678.1748750372409], [663.4096736576315, 678.9739177714206]]"
731,44052,"(2, 0, 0)","(0, 0, 0, 12)",7.016683873994153,"[620.7694580106688, 620.7061617552894, 618.7186849748125, 615.8626093431974, 613.0421320560828, 610.8729111316114, 609.6291417277639, 609.2927487818822, 609.6487890251744, 610.3963182330565, 611.2427544376374, 611.9662878577979]","[[614.0638848556857, 627.4750311656519], [614.0004336509968, 627.411889859582], [612.0129717513682, 625.4243981982568], [609.2402779910793, 622.4849406953155], [606.4755888691731, 619.6086752429925], [604.358919514, 617.3869027492228], [603.1159389676504, 616.1423444878774], [602.7801685688024, 615.805328994962], [603.1370192377474, 616.1605588126015], [603.8856387684119, 616.9069976977011], [604.7334812373119, 617.7520276379628], [605.4587614092382, 618.4738143063576]]"
732,44102,"(0, 1, 2)","(0, 0, 0, 12)",46.212823091450694,"[865.9399910470005, 868.5072193065093, 871.2958274458047, 874.0850001707008, 876.8737664997988, 879.6626855128387, 882.4516141033426, 885.2404655691289, 888.0293735682266, 890.8182410032597, 893.6071028207892, 896.3959632563121]","[[857.9337345118852, 873.9462475821158], [860.5680618995397, 876.446376713479], [863.4220604655311, 879.1695944260782], [866.2750448727555, 881.8949554686461], [869.1260740231065, 884.621458976491], [871.975817509945, 887.3495535157324], [874.8241258866752, 890.0791023200101], [877.6710187029815, 892.8099124352763], [880.5166595314295, 895.5420876050237], [883.361001864497, 898.2754801420224], [886.2041268961862, 901.0100787453923], [889.0460727931036, 903.7458537195207]]"
733,44103,"(2, 0, 0)","(0, 0, 0, 12)",14.05700920425737,"[860.1152474714713, 852.9502502987468, 847.7081965614045, 844.3394238775127, 842.5429076052675, 841.9950314355774, 842.3283077302277, 843.2008679410386, 844.3261003141129, 845.4856970383768, 846.5308971251717, 847.3756177214755]","[[840.341988557645, 879.8885063852977], [833.3390427292078, 872.5614578682859], [828.2477089624397, 867.1686841603694], [824.9468099816715, 863.7320377733538], [823.1671526674639, 861.918662543071], [822.6268573773023, 861.3632054938525], [822.9695702495218, 861.6870452109337], [823.8537847808345, 862.5479511012427], [824.9928094521115, 863.6593911761142], [826.1682761563902, 864.8031179203633], [827.2313482531546, 865.8304459971888], [828.0958638357166, 866.6553716072343]]"
734,44107,"(2, 1, 0)","(0, 0, 0, 12)",26.532625422433423,"[874.9026664945861, 876.6565163423375, 879.0807614189416, 881.8181703287216, 884.6386990138466, 887.4499463223659, 890.234820350105, 893.0017875392077, 895.761142018457, 898.518921736349, 901.2772601270823, 904.0363582104214]","[[867.4344836473996, 882.3708493417727], [869.2508500354612, 884.0621826492137], [871.7360615763967, 886.4254612614866], [874.5329558352863, 889.103384822157], [877.4115379188047, 891.8658601088885], [880.2794967280279, 894.620395916704], [883.1197475144763, 897.3498931857337], [885.9408590050867, 900.0627160733287], [888.7530845945723, 902.7691994423417], [891.5626394042289, 905.475204068469], [894.3715908045505, 908.1829294496141], [897.1802040751372, 910.8925123457057]]"
735,44108,"(4, 1, 0)","(0, 0, 0, 12)",20.11127366882516,"[767.9992174899293, 756.5989548303612, 750.4674595012883, 752.8470748099985, 761.5470184917821, 771.4631737619044, 780.1703616027389, 785.0414062771497, 785.1256465725596, 781.5886232076858, 776.1098422222335, 770.7518153717838]","[[748.6850114112832, 787.3134235685753], [737.4470925878056, 775.7508170729168], [731.4735302749782, 769.4613887275984], [734.0081264273894, 771.6860231926076], [742.857915988837, 780.2361209947271], [752.9213758689508, 790.004971654858], [761.7728539481539, 798.567869257324], [766.7806053727904, 803.302207181509], [767.0048252315654, 803.2464679135538], [763.5882319252087, 799.589014490163], [758.2210124051358, 793.9986720393313], [752.9742453478713, 788.5293853956963]]"
736,44109,"(1, 1, 0)","(0, 0, 0, 12)",12.205983290311632,"[715.9031427306062, 715.3014322793537, 714.9712615423043, 714.7900442673404, 714.6905570778152, 714.6359262189982, 714.6059201529619, 714.5894355950215, 714.5803774368785, 714.5753989871724, 714.5726622230429, 714.5711574633876]","[[703.5047803109688, 728.3015051502435], [703.0068490749052, 727.5960154838021], [702.7778925437873, 727.1646305408213], [702.6954307248349, 726.8846578098459], [702.6923365274753, 726.6887776281552], [702.7318297451108, 726.5400226928856], [702.7937671242311, 726.4180731816926], [702.8671276811483, 726.3117435088948], [702.9458949019581, 726.2148599717989], [703.0267964525168, 726.1240015218281], [703.108065787862, 726.0372586582239], [703.1887596767849, 725.9535552499904]]"
737,44110,"(3, 0, 0)","(0, 0, 0, 12)",39.13052791377322,"[712.9597842713749, 705.8121538855356, 704.381332135184, 706.5194346977105, 710.4168104052625, 714.8669421496273, 719.1713207363023, 722.9769708758671, 726.1623675188017, 728.7287175429892, 730.7389753378836, 732.2785792239438]","[[702.5603466951841, 723.3592218475658], [695.4983887426504, 716.1259190284209], [694.1500936826482, 714.6125705877199], [696.3711706341314, 716.6676987612896], [700.3480649150024, 720.4855558955226], [704.8753132214099, 724.8585710778448], [709.2531479403675, 729.089493532237], [713.062232510977, 732.8917092407572], [716.2513858950298, 736.0733491425736], [718.8234496133597, 738.6339854726187], [720.8407161795169, 740.6372344962504], [722.3888237175651, 742.1683347303225]]"
738,44111,"(2, 1, 0)","(0, 0, 0, 12)",11.877580758336462,"[760.1329930993384, 759.2258764870188, 758.6528232102053, 758.4468521984219, 758.4801654308758, 758.6045967303477, 758.7204654326745, 758.7877346905593, 758.8077957047084, 758.7995263639169, 758.7821133103524, 758.7674554425105]","[[753.3059614838545, 766.9600247148222], [752.4560248990923, 765.9957280749453], [751.9387347376656, 765.3669116827449], [751.7871702823417, 765.1065341145021], [751.873587595021, 765.0867432667305], [752.0498716376177, 765.1593218230777], [752.216390356099, 765.2245405092499], [752.3331528517683, 765.2423165293503], [752.4015939085823, 765.2139975008345], [752.4406334413675, 765.1584192864664], [752.4694955140918, 765.094731106613], [752.5001165185514, 765.0347943664696]]"
739,44112,"(1, 1, 0)","(0, 0, 0, 12)",14.158885835830622,"[680.9288951207118, 679.8562325328318, 679.300535052752, 679.0125802558948, 678.8633292241149, 678.7859518107879, 678.7458271128706, 678.7250154371234, 678.714218584739, 678.7086161169628, 678.7057084072868, 678.7041989887713]","[[669.9759791742838, 691.8818110671398], [668.9949783058248, 690.7174867598387], [668.5286927388736, 690.0723773666305], [668.3279771074385, 689.6971834043511], [668.26387924265, 689.4627792055797], [668.269650604395, 689.3022530171808], [668.310748081472, 689.1809061442693], [668.3693049164407, 689.0807259578061], [668.4360925451863, 688.9923446242917], [668.5063562852323, 688.9108759486934], [668.5776591225879, 688.8337576919857], [668.6487639576643, 688.7596340198783]]"
740,44118,"(1, 1, 0)","(0, 0, 0, 12)",20.00609197085104,"[963.3239682107749, 964.4044239331585, 964.9068806447934, 965.1406036731364, 965.2493493627837, 965.2999582724066, 965.3235165277075, 965.3344852858322, 965.3395934765919, 965.3419728866547, 965.3430814522326, 965.3435980361223]","[[951.1960656655348, 975.451870756015], [952.3780608806227, 976.4307869856942], [952.9795160052387, 976.8342452843482], [953.3098319379809, 976.9713754082919], [953.5128611881528, 976.9858375374147], [953.6555345156249, 976.9443820291882], [953.7690240722682, 976.8780089831469], [953.8678717645744, 976.80109880709], [953.9588839193678, 976.7203030338159], [954.0452647489818, 976.6386810243276], [954.1285417237228, 976.5576211807423], [954.2094592951461, 976.4777367770986]]"
741,44120,"(1, 1, 0)","(1, 0, 0, 12)",25.01574074945353,"[845.3908175029537, 840.1020933180446, 835.9434869188141, 831.8333929255649, 831.416173451431, 834.157152384902, 837.6082770240381, 839.3324760775988, 841.2315776995941, 840.4887948076956, 838.6476725340563, 834.878910878998]","[[836.7878545922036, 853.9937804137038], [831.5728787047601, 848.631307931329], [827.4861077622195, 844.4008660754087], [823.4460669688447, 840.2207188822852], [823.0971760737997, 839.7351708290622], [825.9047708175424, 842.4095339522617], [829.4208503124166, 845.7957037356596], [831.2084762935415, 847.4564758616561], [833.1695476276972, 849.2936077714911], [832.4873343747022, 848.4902552406891], [830.7054043445856, 846.5899407235269], [826.9945282180959, 842.7632935399001]]"
742,44133,"(0, 1, 1)","(0, 0, 2, 12)",43.389319007764236,"[1043.9430689858448, 1051.7771139781655, 1057.7010821225374, 1057.0982082409303, 1051.8128423165977, 1057.9102540843505, 1062.165283918077, 1056.3364871368024, 1053.5163153745557, 1049.5544069959335, 1049.3630601812313, 1054.730563467673]","[[1030.4109539305496, 1057.47518404114], [1038.404441544816, 1065.149786411515], [1044.4438965267047, 1070.95826771837], [1043.9577056583246, 1070.238710823536], [1038.7866901786358, 1064.8389944545595], [1045.0165207439054, 1070.8039874247957], [1049.3937027017128, 1074.9368651344412], [1043.6678395489055, 1069.0051347246992], [1040.9493636556701, 1066.0832670934412], [1037.1156450165402, 1061.9931689753269], [1036.9785146062613, 1061.7476057562012], [1042.4367163960565, 1067.0244105392894]]"
743,44646,"(2, 0, 0)","(0, 0, 0, 12)",14.533236982483137,"[649.560236533657, 649.0509941545799, 647.8373992668187, 646.243746568988, 644.5445025381904, 642.9441561706782, 641.5785234946984, 640.5193847667547, 639.785706359819, 639.3568361199216, 639.1861427497231, 639.2134305330585]","[[642.6635156581003, 656.4569574092136], [642.1658782153725, 655.9361100937874], [640.9564261673547, 654.7183723662827], [639.3699566889468, 653.1175364490291], [637.6785289909043, 651.4104760854765], [636.0878103148419, 649.8005020265144], [634.7331275523613, 648.4239194370355], [633.6863112934956, 647.3524582400138], [632.9662143636428, 646.6051983559951], [632.5521126139637, 646.1615596258795], [632.3972966641228, 645.9749888353234], [632.4414974879212, 645.9853635781958]]"
