ZIPCODE,year,state_local_perc,month
02130,2016,0.17608858612788117,7
02130,2016,0.17538444405233306,8
02130,2016,0.17468030197678494,9
02130,2016,0.17397615990123683,10
02130,2016,0.1732720178256887,11
02130,2016,0.1725678757501406,12
02130,2017,0.17243582311623273,1
02130,2017,0.17230377048232487,2
02130,2017,0.17217171784841698,3
02130,2017,0.1720396652145091,4
02130,2017,0.17190761258060125,5
02130,2017,0.17177555994669336,6
02130,2017,0.1716435073127855,7
02130,2017,0.17151145467887763,8
02130,2017,0.17137940204496976,9
02130,2017,0.1712473494110619,10
02130,2017,0.171115296777154,11
02130,2017,0.17098324414324614,12
02130,2018,0.16592617439240115,1
02130,2018,0.16086910464155613,2
02130,2018,0.15581203489071113,3
02130,2018,0.15075496513986614,4
02130,2018,0.14569789538902114,5
02130,2018,0.14064082563817612,6
02130,2018,0.13558375588733113,7
02130,2018,0.13052668613648613,8
02130,2018,0.12546961638564114,9
02130,2018,0.12041254663479611,10
02130,2018,0.11535547688395112,11
02130,2018,0.11029840713310611,12
02131,2012,,1
02131,2012,,2
02131,2012,,3
02131,2012,,4
02131,2012,,5
02131,2012,,6
02131,2012,,7
02131,2012,,8
02131,2012,,9
02131,2012,,10
02131,2012,,11
02131,2012,0.19734190744861663,12
02131,2013,0.19734097650725402,1
02131,2013,0.1973400455658914,2
02131,2013,0.19733911462452877,3
02131,2013,0.19733818368316616,4
02131,2013,0.19733725274180355,5
02131,2013,0.19733632180044092,6
02131,2013,0.1973353908590783,7
02131,2013,0.1973344599177157,8
02131,2013,0.1973335289763531,9
02131,2013,0.19733259803499048,10
02131,2013,0.19733166709362784,11
02131,2013,0.19733073615226523,12
02131,2014,0.1968366221929336,1
02131,2014,0.19634250823360197,2
02131,2014,0.19584839427427034,3
02131,2014,0.1953542803149387,4
02131,2014,0.19486016635560707,5
02131,2014,0.1943660523962754,6
02131,2014,0.19387193843694378,7
02131,2014,0.19337782447761215,8
02131,2014,0.19288371051828052,9
02131,2014,0.19238959655894888,10
02131,2014,0.19189548259961725,11
02131,2014,0.19140136864028562,12
02131,2015,0.1913072459372608,1
02131,2015,0.191213123234236,2
02131,2015,0.19111900053121123,3
02131,2015,0.19102487782818642,4
02131,2015,0.1909307551251616,5
02131,2015,0.1908366324221368,6
02131,2015,0.190742509719112,7
02131,2015,0.1906483870160872,8
02131,2015,0.19055426431306238,9
02131,2015,0.1904601416100376,10
02131,2015,0.1903660189070128,11
02131,2015,0.190271896203988,12
02131,2016,0.18955501573952105,1
02131,2016,0.1888381352750541,2
02131,2016,0.1881212548105872,3
02131,2016,0.18740437434612026,4
02131,2016,0.18668749388165332,5
02131,2016,0.1859706134171864,6
02131,2016,0.18525373295271946,7
02131,2016,0.18453685248825252,8
02131,2016,0.18381997202378558,9
02131,2016,0.18310309155931864,10
02131,2016,0.18238621109485173,11
02131,2016,0.1816693306303848,12
02131,2017,0.18149091323447328,1
02131,2017,0.18131249583856177,2
02131,2017,0.18113407844265023,3
02131,2017,0.18095566104673871,4
02131,2017,0.1807772436508272,5
02131,2017,0.1805988262549157,6
02131,2017,0.18042040885900418,7
02131,2017,0.18024199146309267,8
02131,2017,0.18006357406718115,9
02131,2017,0.1798851566712696,10
02131,2017,0.1797067392753581,11
02131,2017,0.1795283218794466,12
02131,2018,0.17303805670111352,1
02131,2018,0.1665477915227805,2
02131,2018,0.16005752634444742,3
02131,2018,0.15356726116611438,4
02131,2018,0.14707699598778132,5
02131,2018,0.14058673080944828,6
02131,2018,0.1340964656311152,7
02131,2018,0.12760620045278218,8
02131,2018,0.12111593527444911,9
02131,2018,0.11462567009611606,10
02131,2018,0.108135404917783,11
02131,2018,0.10164513973944996,12
02132,2012,,1
02132,2012,,2
02132,2012,,3
02132,2012,,4
02132,2012,,5
02132,2012,,6
02132,2012,,7
02132,2012,,8
02132,2012,,9
02132,2012,,10
02132,2012,,11
02132,2012,0.20275460203946497,12
02132,2013,0.20311499317149215,1
02132,2013,0.20347538430351936,2
02132,2013,0.20383577543554654,3
02132,2013,0.20419616656757372,4
02132,2013,0.2045565576996009,5
02132,2013,0.2049169488316281,6
02132,2013,0.2052773399636553,7
02132,2013,0.20563773109568248,8
02132,2013,0.20599812222770966,9
02132,2013,0.20635851335973687,10
02132,2013,0.20671890449176406,11
02132,2013,0.20707929562379124,12
02132,2014,0.206138420826826,1
