,0_lower_bound,0_upper_bound,1_lower_bound,1_upper_bound,2_lower_bound,2_upper_bound,3_lower_bound,3_upper_bound,4_lower_bound,4_upper_bound,5_lower_bound,5_upper_bound,6_lower_bound,6_upper_bound,7_lower_bound,7_upper_bound,8_lower_bound,8_upper_bound,9_lower_bound,9_upper_bound,10_lower_bound,10_upper_bound,11_lower_bound,11_upper_bound
15202,842.6356756368386,831.0237573267586,844.5623539101388,833.048342581409,846.7922798481809,835.3736400360638,849.4288885271462,838.1029040399637,851.8761252436758,840.6410462127916,855.6687821370115,844.5223553972128,859.7446451042263,848.6847810673007,861.9894056612051,851.0141008743223,863.184380928753,852.2917017690731,864.6464217425091,853.8349605483336,866.1096708248979,855.3769524175455,867.3065367669745,856.6511174594699
15206,1091.1720085260615,1066.303115260727,1093.1916801806972,1068.5307200125428,1095.2191924754197,1070.7613621210553,1097.2451114536268,1072.9854698400284,1099.2761470918501,1075.209949899406,1101.3074330597797,1077.4301229803068,1103.3423492490833,1079.6495454895503,1105.378343327331,1081.865831908537,1107.417137542197,1084.0808626584458,1109.4573634725139,1086.2934192271887,1111.4998937845714,1088.5045164976725,1113.5439785945441,1090.7135396871709
15210,888.5343185145168,862.4121397619108,887.1474619218737,861.2445325035304,886.3950422123685,860.7053501194746,885.9646825759492,860.4824791078834,885.697913858209,860.4187934495899,885.5151576094221,860.4343404470036,885.3759900005119,860.4888808900258,885.2599257172487,860.5621044305992,885.1565633080713,860.6437748685846,885.0606027291275,860.7287496109253,884.9693270885987,860.8144603598082,884.8813276694283,860.8996403105367
15212,963.252691062339,936.3097672318645,961.067457723446,934.3497556214235,959.6227397061637,933.1245379266729,958.6553487353551,932.3717909346049,957.9963463355502,931.9222972197883,957.536801633122,931.667328845459,957.2065505322521,931.5369118362362,956.9603771157367,931.4860109642589,956.7691264237811,931.4856428810666,956.6139870193166,931.5171578355099,956.4828104248605,931.5685604294414,956.3677405732499,931.632142220277
15216,912.0190636275358,896.1983973868639,914.1628128509474,898.474473094089,916.0977679457977,900.5385905115583,918.0350623692404,902.6018894172339,919.9735397141402,904.6633518467403,921.9134605093651,906.7234717990726,923.854944955153,908.7822702720456,925.7977320543216,910.8397021727901,927.7418394130009,912.8958789461935,929.6872088715354,914.9508743191134,931.6338149888315,917.00466737581,933.5816346872622,919.0573005785042
15217,1212.0353841738754,1175.189252325674,1225.831449391367,1189.2353580805618,1238.1712715698786,1201.57644778843,1247.0105112406716,1210.4173525217018,1251.4972292540222,1214.906480824189,1251.7679309692592,1215.1804187412183,1248.7031742684262,1212.1197809467958,1243.6007963344487,1207.0224442939448,1237.8449540995023,1201.2725921171425,1232.632707701595,1196.067300752117,1228.7956158068646,1192.2381370984685,1226.7280460823818,1190.1794707283561
15221,908.6931462529865,893.583912668932,910.5022330765689,895.519556339043,912.6388797815212,897.7795896924013,914.7912828694306,900.0522438155725,916.7772872086206,902.1557968940045,918.5329260529398,904.0261467533013,920.0770652909977,905.6824571959766,921.4716843817477,907.1865463965142,922.7883789235606,908.6103826976495,924.0872936346949,910.0140758962242,925.4074702881052,911.43671362677,926.7664547756973,912.8959042043822
16365,871.795454020309,839.5369424926608,870.2489792302634,838.2960160463618,866.5006243457382,834.844736051048,861.9432266540106,830.5768065941207,860.8053170043132,829.7212492504015,851.8312680479753,821.0221508367945,854.9797744885561,824.4372155114188,855.1572139047483,824.8746894567736,862.6673317129259,832.6383016007346,862.4653421744914,832.6830229185942,865.7900567546677,836.2487596299217,867.3743161822973,838.0685566652095
16502,668.2790474662947,627.2213335076465,673.3971099837022,632.6832267592072,677.3470359468912,636.9681877337772,679.8555852685827,639.804314452502,680.9840570638648,641.2517589310098,680.9984629056783,641.5787391654621,680.2585573588232,641.1427521167383,679.1219610779787,640.3049124859684,677.891051696505,639.3642852471078,676.7773358983965,638.5353792287414,675.9020017180011,637.9381011234099,675.3047001432572,637.613345509488
16503,623.3144738951654,590.5406317942728,629.1602628226992,596.6609944600305,629.9727665838694,597.7416576036964,626.1554352583006,594.1857391576667,619.0635774475979,587.3490120441002,610.4046516895089,578.9392457725323,601.7378519614515,570.5167373648655,594.1587178883202,563.1753939679226,588.1833611891628,557.4315553073085,583.8019455928953,553.2774108075988,580.6400911989343,550.3378592886405,578.1524855791298,548.067768347218
17013,1025.5523392004893,998.6654294764589,1013.2156774504282,986.5579112633419,1002.0685420791929,975.6336840667932,1000.440675184629,974.2226882658869,1002.1538729752061,976.1473623540427,1007.6070823630394,981.8070293526591,1017.3761935483882,991.7777130371145,1026.1414588441046,1000.7396195411442,1031.3953672782502,1006.1857743276237,1035.3403950624459,1010.3187407657477,1037.3476106331352,1012.5096526812306,1035.1535804044472,1010.4953048613907
17022,903.0353305325565,884.1979185416789,912.9616571873149,894.170576611937,917.8393189923967,899.2285043402429,918.2829069428043,899.8555007522388,918.4010714573388,900.1306050817226,920.2640622228861,902.1418909838998,926.1173203371221,908.143800146925,933.7530624682408,915.9235109007998,940.835694264508,923.035553500531,947.1510186544,929.58342083173,952.7229623723861,935.2224913363357,955.6975515904031,938.2709163063838
17401,834.4358059003033,807.0751886090446,834.606886601308,807.4750458021034,834.6031147114527,807.6946072338071,834.5349521449374,807.8443498463363,834.4440291226823,807.9661222185351,834.3460184373096,808.0758013561776,834.246786639653,808.1794476634457,834.148497532413,808.2794072865296,834.0519172119339,808.3766198947087,833.9572859339974,808.4714905439475,833.8646479359523,808.5642191820085,833.7739751097813,808.6549263367604
17404,868.774015536251,848.3521629065326,867.9889329569888,847.7384871267124,867.6859020890665,847.6017869184855,867.5997089601053,847.6786848577926,867.573816758438,847.8111930163462,867.5425923524031,847.9354062641585,867.4926580384184,848.0365609101085,867.4281166893999,848.1203829803948,867.3574669990862,848.1940591331593,867.2853280431872,848.2637388802192,867.214935657093,848.3312495837775,867.1461741294119,848.3982023839695
17512,1048.3319185319344,1024.8687452491702,1050.7729214520034,1027.5061939761824,1053.2190779074717,1030.1439729103272,1055.6659053240069,1032.7777627010455,1058.11623457811,1035.4105807120086,1060.5679529782424,1038.0404892932524,1063.0223426165808,1040.668937509297,1065.4783745034397,1043.2950531464926,1067.9366172604982,1045.9195542196499,1070.396550591866,1048.542061943851,1072.8584121917868,1051.162947644976,1075.321924379124,1053.7820612304172
17522,870.8634528943035,853.3457918051902,872.4363255055786,855.0654179091979,872.2480669038592,855.0207903016068,871.0706326914067,853.9833418994097,869.6092943054562,852.6581535675764,868.410622358411,851.5926857639452,867.8244343217638,851.1366528969812,868.004246987663,851.4436249726523,868.940044479472,852.5037287820916,870.5063892379605,854.1914331678026,872.5153150905047,856.3194111538979,874.7635081851067,858.6843133468324
17543,1134.536107976761,1112.1860000433055,1138.6790781090547,1116.5159019067298,1142.3449259211984,1120.3641952227217,1145.8086142468505,1124.0058933111786,1149.187270787323,1127.5583012913407,1152.5307871507282,1131.0714789121405,1155.8603961991614,1134.5668175045237,1159.1851135715867,1138.0534826322557,1162.5087469889475,1141.5354236264968,1165.8328844132734,1145.014363057213,1169.1581689070101,1148.4910713343627,1172.4848418525896,1151.9659110195287
17552,995.0584218721356,973.3107558162669,998.220761395489,976.6587019246942,1001.410709945877,980.0300367867271,1004.6109346741183,983.4068358374888,1007.8143285097168,986.7825798261657,1011.0183527459208,990.1547534008898,1014.2220236764605,993.5226369481665,1017.4251098939551,996.8860732054861,1020.6275436086555,1000.2452219219442,1023.8294417005397,1003.6002448397885,1027.030835231782,1006.9514207882345,1030.2319026270036,1010.2989001739585
17602,1095.827561975279,1072.6277375525906,1090.2372144184042,1067.2316329464225,1086.2590756093437,1063.4429403103027,1083.420612194456,1060.7893170297987,1081.3881613270994,1058.9372744384125,1079.9260295837603,1057.651312340251,1078.867696789015,1056.7650651100103,1078.0954666172902,1056.16099154203,1077.5261272121668,1055.7560275175763,1077.1008287675893,1055.4914626766001,1076.777936530982,1055.325794593407,1076.5279836598656,1055.2296827516461
17603,1150.3970848087488,1136.4645319113056,1155.2304274221342,1141.4254525379274,1159.598902313057,1145.9166006997302,1162.9459461525785,1149.3826881622595,1166.1503970117576,1152.7032355068666,1169.723598447837,1156.3899244115464,1176.3544019001797,1163.1319100556907,1182.742944296286,1169.627390425426,1189.1981417999614,1176.187137833619,1195.564773056884,1182.6558687279457,1199.1393500718907,1186.3300688206607,1199.9380426880364,1187.2258935020266
17701,783.9270259902992,747.1670100486288,784.0723090241556,747.6203437258312,784.08603916331,747.9342391720129,784.0295562699895,748.1700798697253,783.935579476778,748.3622692821568,783.8228658828559,748.5287745083008,783.7009862964882,748.6801235826327,783.5762811503018,748.8209768102568,783.4504648797877,748.9556434467524,783.3257819655886,749.0851780890233,783.2024101919845,749.2112100871256,783.0814502172644,749.3336289729733
18018,1094.497321425815,1078.8054835895998,1090.9533285306475,1075.4029182319218,1091.4328001970362,1076.0199723012374,1092.9156717169064,1077.636874136377,1093.1630367918347,1078.0149718782004,1088.4176245613157,1073.396995153094,1086.3198594903927,1071.4223394620092,1082.6533733773372,1067.876035757763,1075.8651580648145,1061.2050007464811,1068.029529979494,1053.4841177433862,1062.512537150221,1048.078483125699,1060.4859510920912,1046.1612863399093
18042,1149.0345991660015,1129.5809326957542,1147.5422516838566,1128.2527636891841,1151.3968033609349,1132.267605529487,1158.162633793347,1139.189995692085,1166.845035893062,1148.024596280752,1173.6124538174333,1154.9411592962595,1179.0668781822926,1160.5409338984994,1180.0517105518225,1161.6677024464611,1179.0953594549783,1160.8500318992756,1181.3562023893242,1163.2463392413038,1186.0138807413757,1168.0362141918438,1186.842753497549,1168.995459755015
18102,1097.5761609956035,1076.1015114644924,1089.2242406404748,1067.9521189871984,1086.3174180565109,1065.2404315047659,1080.215449475133,1059.3283336333839,1074.8768402684418,1054.1737972039377,1080.7759390784015,1060.2521589377527,1089.72467124045,1069.3733860067662,1098.0376938045742,1077.8543502271446,1098.9550401697381,1078.9353201971992,1101.635725792537,1081.7757179024925,1100.210525527555,1080.506287483865,1095.486508755134,1075.934496043213
18232,797.014735800777,773.135615440321,797.34621630815,773.6685463274181,797.067329352439,773.5856743235954,797.8690185322898,774.5785919534824,801.2386247092795,778.1348099044176,804.1534696480102,781.2317763146829,805.2243274866934,782.4805137659854,804.4488845725951,781.8788686904221,799.7400971338002,777.339945770806,797.8127923572625,775.5786357165601,797.7372280425839,775.6654081028753,797.1894928355663,775.2765020270166
18951,1368.3092544247131,1337.5664972286784,1366.7531735087139,1336.2711757873774,1366.067298796118,1335.8394599886083,1367.1327927156347,1337.1528466214074,1367.520981971115,1337.782893290681,1368.9137062386671,1339.4117158249692,1373.5245966270265,1344.253147376705,1373.993967057525,1344.9476000369614,1373.2233782785643,1344.3969706916205,1370.4227792080503,1341.8113868229705,1363.4536561238629,1335.0523995123872,1361.2618356309845,1333.065933176853
19007,1270.0554239936828,1234.124512543748,1273.6146255852366,1237.984832386929,1275.728336268008,1240.3919536852575,1276.9627329755656,1241.9128378781463,1277.6632606828578,1242.891988490653,1278.0387797831906,1243.5406740820279,1278.2177995718662,1243.9863152744565,1278.2783965197475,1244.306786416281,1278.2672073159756,1244.550491222797,1278.213565409515,1244.7460349955863,1278.135115977306,1244.9111039446022,1278.0427908894976,1245.0563139992364
19103,1700.4836484645812,1674.3531780466037,1704.0870615806732,1678.0651497805254,1706.8853040836723,1680.8819976359584,1708.8983719263915,1682.9035323922171,1710.233369842616,1684.242965492298,1711.0127501511536,1685.0280743044507,1711.3669814783311,1685.389145726711,1711.4170016957146,1685.4471717870888,1711.266889361067,1685.3061869645524,1711.000445216036,1685.0499635249653,1710.6810135472501,1684.7418130905144,1710.3532465894855,1684.4263555182383
19104,1286.6059406509287,1255.4309306537577,1283.6244859348647,1252.7254689971426,1290.1070979046415,1259.475731196311,1299.4759500094078,1269.1030833658501,1306.1095330875187,1275.9909209132202,1308.655736031284,1278.7832578078346,1311.4317661396565,1281.7993141205577,1312.6933423812586,1283.2947082402013,1308.6927714622134,1279.5240877406995,1302.4044753293524,1273.459663587404,1297.3507779319998,1268.6247647065989,1290.856719733464,1262.3442509942408
19106,1812.5645753504475,1778.4836074151306,1822.957303304678,1789.1647904975482,1832.110769377003,1798.5993866466058,1842.001084187858,1808.764053667137,1847.20120549946,1814.2317503124793,1853.2635923835417,1820.555303383064,1859.8190905277581,1827.3658175398443,1866.0751741777915,1833.8709914045255,1866.624223467261,1834.6634492229687,1862.494470010776,1830.7716051369164,1864.81601151509,1833.3257389478167,1870.6899231320708,1839.4271103083865
19107,1581.0926656884715,1553.8200275288962,1580.092013005166,1553.042891670447,1578.455297327039,1551.624489039463,1576.5883472581495,1549.9734785317482,1574.7202022089864,1548.3135618913843,1572.9670487150922,1546.76398386013,1571.381462243761,1545.378267664348,1569.9803552854307,1544.172717852973,1568.7606296586105,1543.1425779910282,1567.710948607884,1542.2810040863264,1566.9101551299025,1541.488262544049,1566.2467002279236,1540.8306729014184
19120,1025.3839987208153,996.161534120666,1026.8033639159858,997.835774799583,1018.6334479786343,989.9130152047418,1015.9038465287842,987.42316442682,1014.8568164570356,986.6120602645226,1023.6487183284631,995.6333423428847,1026.6095123097386,998.8159945863601,1031.416344867604,1003.8400207859652,1031.347839570123,1003.9825049412457,1025.8275491400768,998.6694377233955,1015.4188738185389,988.4618119021623,1021.1921076312302,994.4331080097044
19121,1357.8666094280268,1323.0100920975967,1352.4523027150265,1318.1029036462962,1354.0618313883022,1320.0690277541992,1363.8685612815837,1330.199031327805,1374.2446522093858,1340.8590204988384,1380.8084330581485,1347.7100496611918,1385.4344621940031,1352.628089174118,1379.76314909467,1347.2209854653156,1368.5879709408077,1336.3221551037018,1364.0161323520326,1332.0114476048764,1362.5684225669315,1330.8236864032447,1362.4399385414797,1330.9497855437255
19123,1551.8099950242026,1524.7861555933896,1544.9985444392582,1518.2004381541446,1538.466733376036,1511.8902278984435,1533.0199379584155,1506.6601744007571,1529.0481894318373,1502.8985018185913,1526.5970648661369,1500.653350726081,1525.4912643585649,1499.7483177844006,1525.4215700408631,1499.8752583715927,1526.0367229147548,1500.6822026463608,1527.008801428724,1501.841505768778,1528.067409888872,1503.0843440549158,1529.0204086057715,1504.2167483584517
19124,997.6961007499846,962.4826829829691,1000.8379560059028,965.9197280689697,1003.9856952271494,969.3550566284638,1007.1362599923693,972.7855435331148,1010.2902058372969,976.2136160420768,1013.4475184341549,979.6378673374412,1016.6076684514127,983.0594922588881,1019.7711038943772,986.4777280537631,1022.9370774290622,989.8934729203919,1026.106149432156,993.306095820153,1029.2775436162856,996.7164074610159,1032.4518522707367,1000.1237998732825
19128,1263.1391103832793,1243.8522613100422,1261.846136785787,1242.731366650202,1262.1663072168562,1243.2193198836962,1265.9262036155806,1247.1429072195347,1271.3311670111202,1252.7072356694111,1276.5802962674438,1258.1115825373117,1279.8726905892531,1261.555528600651,1282.48218041117,1264.3130537392906,1281.5784142458226,1263.5537802309057,1277.4754772460724,1259.591825488195,1273.6758770202916,1255.9296890491166,1270.3729930760471,1252.7612435057874
19130,1536.6376666704416,1511.2191014626258,1534.9583732169199,1509.7526083520347,1534.0489764381439,1509.0507082303595,1533.5349847173347,1508.7391712779463,1533.2246509636761,1508.6264512648431,1533.0197439205058,1508.6145067746002,1532.8699079720116,1508.6531619147902,1532.7493052217153,1508.7167489515025,1532.6446579330695,1508.7921510903552,1532.549124902696,1508.872680193449,1532.45916544682,1508.9549404555796,1532.3729320461641,1509.0372222629783
19131,1170.719391484674,1141.3573707038718,1167.6070848595705,1138.4906139485452,1165.174740721759,1136.2989060888085,1163.792186422125,1135.1504574373787,1163.4905286951953,1135.078427509457,1164.0437888759564,1135.8540410881049,1165.081422787691,1137.110036654942,1166.2154123974583,1138.4568673189592,1167.1317577268248,1139.5821387663289,1167.648001588053,1140.3012318739675,1167.7192631406112,1140.5720083413569,1167.4178569194992,1140.4652579810677
19139,1146.8143059015313,1110.0605548300202,1150.291461047487,1113.8482191765345,1152.6994926703276,1116.5594442985196,1153.2467194859319,1117.402765693344,1158.8964955644797,1123.3413757686521,1157.3942392318543,1122.1210915431282,1156.5717386775534,1121.5737613458666,1154.3117928992733,1119.5826135386642,1152.7591314150297,1118.2926488577352,1150.1280478255721,1115.918361185763,1148.2114712492664,1114.2529173135115,1152.7747594135317,1119.0618628720608
